,,Chubu,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Chubu
2023/01/12,23:00,0,13213,553,0,228,0,29,0,3,2152,0,0,0,16178,19.84
2023/01/13,00:00,0,12357,461,0,229,0,18,0,3,2362,0,0,0,15430,19.87
2023/01/13,01:00,0,10893,473,0,228,0,7,0,11,3509,0,0,0,15121,20.03
2023/01/13,02:00,0,10960,465,0,228,0,5,0,16,3528,0,0,0,15202,20.28
2023/01/13,03:00,0,11015,480,0,228,0,2,0,16,3498,0,0,0,15239,19.2
2023/01/13,04:00,0,11103,491,0,227,0,4,0,16,3351,0,0,0,15192,20
2023/01/13,05:00,0,11794,530,0,227,0,5,0,159,2990,0,0,0,15705,21.26
2023/01/13,06:00,0,14076,525,0,226,0,2,0,310,2164,0,0,0,17303,21.51
2023/01/13,07:00,0,14693,588,1,225,549,1,0,449,2349,0,0,0,18855,23.81
2023/01/13,08:00,0,13789,703,0,224,2926,1,0,183,2823,0,0,0,20649,22.73
2023/01/13,09:00,0,12639,692,0,222,4637,2,0,149,2527,0,0,0,20868,25.6
2023/01/13,10:00,0,11042,684,0,223,5319,6,0,100,2551,0,0,0,19925,21.8
2023/01/13,11:00,0,10274,604,0,224,5010,8,0,85,2939,0,0,0,19144,19.36
2023/01/13,12:00,0,10321,568,0,223,4116,14,0,11,2505,0,0,0,17758,13.01
2023/01/13,13:00,0,11493,585,0,224,3004,10,0,86,2874,0,0,0,18276,19.69
2023/01/13,14:00,0,13293,670,0,226,1030,16,0,452,2512,0,0,0,18199,20.78
2023/01/13,15:00,0,13876,949,0,223,265,17,0,376,2504,0,0,0,18210,21.47
2023/01/13,16:00,0,14801,1067,0,226,6,13,0,522,2032,0,0,0,18667,21.44
2023/01/13,17:00,0,14368,1075,0,226,0,15,0,477,2312,0,0,0,18473,21.3
2023/01/13,18:00,0,14355,1066,0,226,0,27,0,229,2196,0,0,0,18099,21.3
2023/01/13,19:00,0,13840,1048,0,226,0,37,0,3,2315,0,0,0,17469,21.4
2023/01/13,20:00,0,13720,748,0,228,0,32,0,3,2258,0,0,0,16989,21.43
2023/01/13,21:00,0,13199,618,1,227,0,22,0,3,2318,0,0,0,16388,21.46
2023/01/13,22:00,0,12501,604,0,228,0,26,0,3,2290,0,0,0,15652,21.06
2023/01/13,23:00,0,12124,602,0,227,0,36,0,3,1992,0,0,0,14984,18.85
2023/01/14,00:00,0,11729,577,0,230,0,58,0,3,1510,0,0,0,14107,17.67
2023/01/14,01:00,0,11095,592,0,231,0,49,-97,0,1778,0,0,0,13648,17.66
2023/01/14,02:00,0,11134,622,0,231,0,25,-239,0,1894,0,0,0,13667,17.8
2023/01/14,03:00,0,11255,634,0,230,0,18,-239,0,1755,0,0,0,13653,17.79
2023/01/14,04:00,0,10720,638,0,230,0,11,-239,0,2024,0,0,0,13384,17.63
2023/01/14,05:00,0,10383,614,0,229,0,8,-237,0,2043,0,0,0,13040,17.51
2023/01/14,06:00,0,10657,619,1,231,0,5,-139,0,1712,0,0,0,13086,17.59
2023/01/14,07:00,0,11323,692,0,229,18,4,0,3,1527,0,0,0,13796,17.69
2023/01/14,08:00,0,11949,700,0,227,143,4,0,3,1777,0,0,0,14803,19.25
2023/01/14,09:00,0,12195,734,0,229,318,5,0,165,1796,0,0,0,15442,20.15
2023/01/14,10:00,0,11828,734,0,228,532,6,0,146,1987,0,0,0,15461,20.2
2023/01/14,11:00,0,12023,699,0,229,661,13,0,3,1593,0,0,0,15221,20.33
2023/01/14,12:00,0,11047,675,0,230,805,6,0,3,1899,0,0,0,14665,18.69
2023/01/14,13:00,0,11409,715,0,230,630,6,0,3,1670,0,0,0,14663,18.56
2023/01/14,14:00,0,10463,730,0,230,824,5,0,3,2127,0,0,0,14382,18.94
2023/01/14,15:00,0,10463,790,0,231,393,15,0,4,2224,0,0,0,14120,19.18
2023/01/14,16:00,0,11305,887,0,230,36,27,0,198,1768,0,0,0,14451,19.46
2023/01/14,17:00,0,11968,901,0,231,0,64,0,206,1476,0,0,0,14846,18.61
2023/01/14,18:00,0,11661,988,0,230,0,88,0,228,1626,0,0,0,14821,18.41
2023/01/14,19:00,0,11896,941,0,231,0,103,0,3,1288,0,0,0,14462,18.48
2023/01/14,20:00,0,11270,811,1,231,0,119,0,3,1567,0,0,0,14002,18.1
2023/01/14,21:00,0,10683,760,0,231,0,123,0,3,1525,0,0,0,13325,18.19
2023/01/14,22:00,0,10336,686,0,231,0,121,0,3,1309,0,0,0,12686,18.21
2023/01/14,23:00,0,10182,683,0,231,0,119,-41,0,1154,0,0,0,12328,14.64
2023/01/15,00:00,0,10189,666,0,232,0,126,-321,0,714,0,0,0,11606,17.44
2023/01/15,01:00,0,10165,675,0,231,0,142,-485,0,746,0,0,0,11474,17.25
2023/01/15,02:00,0,10269,663,0,232,0,143,-488,0,871,0,0,0,11690,17.43
2023/01/15,03:00,0,10489,716,0,232,0,138,-485,0,739,0,0,0,11829,17.55
2023/01/15,04:00,0,10440,715,0,232,0,132,-487,0,787,0,0,0,11819,17.53
2023/01/15,05:00,0,10351,712,0,232,0,106,-485,0,698,0,0,0,11614,15.08
2023/01/15,06:00,0,10181,703,1,232,0,89,-483,0,877,0,0,0,11600,15.25
2023/01/15,07:00,0,10207,736,0,232,313,98,-486,0,916,0,0,0,12016,17.04
2023/01/15,08:00,0,9841,726,0,230,1924,101,-1001,0,822,0,0,0,12643,17.48
2023/01/15,09:00,0,9051,728,0,231,3464,109,-1676,0,770,0,0,0,12677,15.04
2023/01/15,10:00,0,8100,692,0,229,4897,84,-2053,0,465,0,0,0,12414,9.51
2023/01/15,11:00,0,8194,690,0,230,5395,70,-2704,0,208,0,0,0,12083,10.68
2023/01/15,12:00,0,9391,671,0,230,4185,38,-2118,0,0,-490,0,0,11907,8.52
2023/01/15,13:00,0,9588,685,0,230,1641,41,-471,0,0,-6,0,0,11708,11.61
2023/01/15,14:00,0,10171,685,0,229,646,56,-32,0,241,0,0,0,11996,17.19
2023/01/15,15:00,0,10669,736,0,230,202,54,0,179,259,0,0,0,12329,17.85
2023/01/15,16:00,0,11185,884,0,230,3,37,0,115,574,0,0,0,13028,18.78
2023/01/15,17:00,0,11831,888,0,230,0,30,0,88,886,0,0,0,13953,20.34
2023/01/15,18:00,0,12447,942,0,229,0,22,0,75,471,0,0,0,14186,20.29
2023/01/15,19:00,0,12464,924,0,231,0,11,0,23,432,0,0,0,14085,20
2023/01/15,20:00,0,12333,786,1,231,0,21,0,31,279,0,0,0,13682,19.95
2023/01/15,21:00,0,11852,741,0,226,0,14,0,3,422,0,0,0,13258,19.47
2023/01/15,22:00,0,10912,709,0,226,0,19,0,3,621,0,0,0,12490,18.38
2023/01/15,23:00,0,10585,673,0,225,0,25,-1,0,612,0,0,0,12119,17.31
2023/01/16,00:00,0,8879,619,0,225,0,33,-391,0,2131,0,0,0,11496,17.5
2023/01/16,01:00,0,8756,653,0,225,0,27,-336,0,2152,0,0,0,11477,17.28
2023/01/16,02:00,0,9052,658,0,225,0,36,0,3,1788,0,0,0,11762,17.09
2023/01/16,03:00,0,9219,705,0,226,0,36,0,45,1814,0,0,0,12045,16.47
2023/01/16,04:00,0,9278,691,0,224,0,60,0,73,1872,0,0,0,12198,17.59
2023/01/16,05:00,0,9889,696,0,224,0,88,0,183,1550,0,0,0,12630,17.68
2023/01/16,06:00,0,11431,686,1,224,0,118,0,254,1344,0,0,0,14058,18.64
2023/01/16,07:00,0,13318,709,0,224,37,113,0,135,1354,0,0,0,15890,19.24
2023/01/16,08:00,0,14848,907,0,218,332,117,0,297,1577,0,0,0,18296,21.64
2023/01/16,09:00,0,14982,925,0,214,742,102,0,292,2202,0,0,0,19459,21.35
2023/01/16,10:00,0,15292,758,0,213,958,90,0,341,1691,0,0,0,19343,20.48
2023/01/16,11:00,0,14780,700,0,212,1728,88,0,308,1178,0,0,0,18994,20.01
2023/01/16,12:00,0,12948,683,0,214,2893,109,0,9,869,0,0,0,17725,17.53
2023/01/16,13:00,0,13088,674,0,213,3559,127,0,3,656,0,0,0,18320,17.8
2023/01/16,14:00,0,12828,738,0,214,3157,152,0,3,1031,0,0,0,18123,18.02
2023/01/16,15:00,0,13496,902,0,214,1949,166,0,3,1217,0,0,0,17947,18.76
2023/01/16,16:00,0,14000,1066,0,216,534,175,0,48,2422,0,0,0,18461,22.66
2023/01/16,17:00,0,15345,1136,0,217,0,173,0,233,1784,0,0,0,18888,23.37
2023/01/16,18:00,0,15180,1181,0,221,0,184,0,134,1861,0,0,0,18761,22.71
2023/01/16,19:00,0,14517,1129,0,222,0,181,0,39,2015,0,0,0,18103,20.38
2023/01/16,20:00,0,14188,923,0,222,0,188,0,95,2048,0,0,0,17664,20.1
2023/01/16,21:00,0,14081,775,1,221,0,201,0,3,1883,0,0,0,17165,20.14
2023/01/16,22:00,0,13575,683,0,223,0,183,0,3,1607,0,0,0,16274,19.37
2023/01/16,23:00,0,13533,656,0,221,0,172,0,3,1239,0,0,0,15824,17.92
2023/01/17,00:00,0,12250,617,0,221,0,154,0,3,1708,0,0,0,14953,18.26
2023/01/17,01:00,0,11481,581,0,220,0,138,0,3,2277,0,0,0,14700,17.68
2023/01/17,02:00,0,11618,558,0,219,0,137,0,3,2325,0,0,0,14860,18.78
2023/01/17,03:00,0,11766,606,0,220,0,138,0,3,2308,0,0,0,15041,17.8
2023/01/17,04:00,0,11779,620,0,220,0,128,0,3,2272,0,0,0,15022,18.39
2023/01/17,05:00,0,12199,640,0,222,0,136,0,11,2327,0,0,0,15535,18.93
2023/01/17,06:00,0,14055,705,0,220,0,136,0,221,1687,0,0,0,17024,21.61
2023/01/17,07:00,0,15349,720,1,220,502,127,0,845,776,0,0,0,18540,23.37
2023/01/17,08:00,0,15363,880,0,218,2439,111,0,664,980,0,0,0,20655,22.3
2023/01/17,09:00,0,14737,907,0,214,3914,125,0,137,1246,0,0,0,21280,19.5
2023/01/17,10:00,0,13410,722,0,216,4843,112,0,17,1285,0,0,0,20605,18.02
2023/01/17,11:00,0,11702,672,0,215,5934,58,0,14,1393,0,0,0,19988,17.82
2023/01/17,12:00,0,10499,657,0,219,6687,24,-582,0,999,0,0,0,18503,16.12
2023/01/17,13:00,0,11030,672,0,218,6376,18,-366,0,1038,0,0,0,18986,18.04
2023/01/17,14:00,0,11516,769,0,219,4984,17,0,3,1273,0,0,0,18781,18.87
2023/01/17,15:00,0,13416,897,0,220,2431,19,0,95,1422,0,0,0,18500,19.76
2023/01/17,16:00,0,15233,1081,0,219,526,7,0,19,1771,0,0,0,18856,22.98
2023/01/17,17:00,0,16169,1235,0,221,0,9,0,455,1391,0,0,0,19480,23.65
2023/01/17,18:00,0,16172,1235,0,220,0,6,0,514,1218,0,0,0,19365,23.76
2023/01/17,19:00,0,16016,1154,0,220,0,4,0,145,1115,0,0,0,18654,21.98
2023/01/17,20:00,0,15847,992,0,219,0,6,0,17,1151,0,0,0,18232,20.58
2023/01/17,21:00,0,15225,818,1,218,0,8,0,16,1136,0,0,0,17422,20.19
2023/01/17,22:00,0,14864,762,0,218,0,13,0,16,651,0,0,0,16524,19.19
2023/01/17,23:00,0,13980,701,0,220,0,8,0,6,983,0,0,0,15898,18.35
2023/01/18,00:00,0,12663,645,0,219,0,9,0,3,1437,0,0,0,14976,18.21
2023/01/18,01:00,0,11926,634,0,219,0,12,0,3,1927,0,0,0,14721,17.68
2023/01/18,02:00,0,11754,632,0,220,0,23,0,3,2099,0,0,0,14731,17.67
2023/01/18,03:00,0,11681,635,0,219,0,46,0,3,2245,0,0,0,14829,17.66
2023/01/18,04:00,0,11540,649,0,217,0,66,0,3,2334,0,0,0,14809,17.73
2023/01/18,05:00,0,12146,650,0,219,0,92,0,3,2127,0,0,0,15237,17.96
2023/01/18,06:00,0,13845,738,0,217,0,131,0,3,1705,0,0,0,16639,20.04
2023/01/18,07:00,0,15083,827,1,217,262,162,0,3,1492,0,0,0,18047,23.45
2023/01/18,08:00,0,15713,818,0,216,1401,182,0,140,1676,0,0,0,20146,23.37
2023/01/18,09:00,0,15724,782,0,215,2270,158,0,288,1321,0,0,0,20758,21.77
2023/01/18,10:00,0,14743,685,0,212,3086,152,0,14,1240,0,0,0,20132,19.37
2023/01/18,11:00,0,12336,635,0,215,4809,153,0,1,1388,0,0,0,19537,18.57
2023/01/18,12:00,0,11512,611,0,216,5820,144,-487,0,145,0,0,0,17961,13.45
2023/01/18,13:00,0,12840,613,0,216,4761,143,-711,0,481,0,0,0,18343,17.71
2023/01/18,14:00,0,12943,689,0,217,3984,143,-411,0,830,0,0,0,18395,18.39
2023/01/18,15:00,0,14127,845,0,221,2223,144,0,51,724,0,0,0,18335,18.64
2023/01/18,16:00,0,15481,1049,0,229,488,151,0,162,1250,0,0,0,18810,21.65
2023/01/18,17:00,0,15856,1030,0,233,0,166,0,239,1769,0,0,0,19293,23.37
2023/01/18,18:00,0,15932,1144,0,233,0,176,0,250,1450,0,0,0,19185,23.39
2023/01/18,19:00,0,15364,1009,0,233,0,172,0,154,1641,0,0,0,18573,21.38
2023/01/18,20:00,0,15017,904,0,230,0,164,0,105,1664,0,0,0,18084,22.12
2023/01/18,21:00,0,14673,755,1,230,0,173,0,19,1721,0,0,0,17572,20.87
2023/01/18,22:00,0,13934,667,0,230,0,169,0,3,1650,0,0,0,16653,19.38
2023/01/18,23:00,0,13666,593,0,230,0,157,0,3,1451,0,0,0,16100,18.19
2023/01/19,00:00,0,12853,547,0,230,0,147,0,3,1411,0,0,0,15191,17.81
2023/01/19,01:00,0,12115,552,0,230,0,134,0,3,1885,0,0,0,14919,17.66
2023/01/19,02:00,0,12211,558,0,229,0,121,0,3,1852,0,0,0,14974,17.57
2023/01/19,03:00,0,12384,555,0,229,0,117,0,40,1724,0,0,0,15049,17.56
2023/01/19,04:00,0,12441,559,0,229,0,106,0,43,1677,0,0,0,15055,17.76
2023/01/19,05:00,0,13520,588,0,229,0,57,0,17,1197,0,0,0,15608,17.79
2023/01/19,06:00,0,14996,590,0,231,0,83,0,16,1163,0,0,0,17079,21.37
2023/01/19,07:00,0,15327,727,1,227,671,73,0,16,1548,0,0,0,18590,23.46
2023/01/19,08:00,0,14341,765,0,225,3340,63,0,16,1874,0,0,0,20624,20.99
2023/01/19,09:00,0,12751,794,0,226,5123,48,0,16,1888,0,0,0,20846,19.06
2023/01/19,10:00,0,11578,716,0,226,6159,43,0,39,1197,0,0,0,19958,18.34
2023/01/19,11:00,0,10891,667,0,228,6721,32,0,133,573,0,0,0,19245,15.94
2023/01/19,12:00,0,9817,632,0,230,6394,26,0,21,674,0,0,0,17794,6.02
2023/01/19,13:00,0,10986,663,0,227,5607,20,0,301,583,0,0,0,18387,13.5
2023/01/19,14:00,0,11635,724,0,227,4638,25,0,475,589,0,0,0,18313,18.25
2023/01/19,15:00,0,13562,915,0,227,2847,33,0,175,419,0,0,0,18178,21.51
2023/01/19,16:00,0,15469,1069,0,228,684,34,0,101,983,0,0,0,18568,23.58
2023/01/19,17:00,0,15906,1205,0,230,0,25,0,233,1516,0,0,0,19115,23.65
2023/01/19,18:00,0,16018,1219,0,233,0,23,0,166,1436,0,0,0,19095,23.78
2023/01/19,19:00,0,15889,1188,0,231,0,17,0,122,1122,0,0,0,18569,22.42
2023/01/19,20:00,0,15776,973,0,230,0,16,0,153,922,0,0,0,18070,20.83
2023/01/19,21:00,0,15475,689,0,228,0,19,0,95,947,0,0,0,17453,20.42
2023/01/19,22:00,0,15333,622,1,229,0,25,0,3,403,0,0,0,16616,19.16
2023/01/19,23:00,0,14701,564,0,230,0,32,0,3,554,0,0,0,16084,18.22
2023/01/20,00:00,0,13365,516,0,229,0,26,0,3,1100,0,0,0,15239,17.56
2023/01/20,01:00,0,12703,524,0,229,0,41,0,3,1573,0,0,0,15073,17.46
2023/01/20,02:00,0,12729,512,0,231,0,58,0,4,1572,0,0,0,15106,16.52
2023/01/20,03:00,0,12809,508,0,233,0,82,0,17,1498,0,0,0,15147,16.02
2023/01/20,04:00,0,12918,508,0,230,0,102,0,16,1420,0,0,0,15194,17
2023/01/20,05:00,0,13182,542,0,230,0,112,0,16,1487,0,0,0,15569,17.59
2023/01/20,06:00,0,14843,569,1,229,0,139,0,25,1395,0,0,0,17201,19.38
2023/01/20,07:00,0,15049,717,0,225,804,163,0,214,1656,0,0,0,18828,22.26
2023/01/20,08:00,0,14689,726,0,223,3361,204,0,147,1445,0,0,0,20795,22.03
2023/01/20,09:00,0,12941,745,0,222,5476,212,0,16,1451,0,0,0,21063,19.51
2023/01/20,10:00,0,11021,693,0,225,6703,210,0,17,1162,0,0,0,20031,17.31
2023/01/20,11:00,0,10057,632,0,226,7295,211,-29,0,789,0,0,0,19181,14.88
2023/01/20,12:00,0,10064,613,0,231,7105,205,-610,0,94,0,0,0,17702,10
2023/01/20,13:00,0,11046,660,0,223,6196,194,0,0,0,-130,0,0,18189,13.15
2023/01/20,14:00,0,11692,793,0,226,4706,188,0,184,381,0,0,0,18170,17.31
2023/01/20,15:00,0,12839,953,0,211,2328,219,0,26,1327,0,0,0,17903,17.71
2023/01/20,16:00,0,14479,1123,0,180,413,220,0,56,1910,0,0,0,18381,19.58
2023/01/20,17:00,0,15129,1233,0,146,0,247,0,139,1824,0,0,0,18718,22.03
2023/01/20,18:00,0,15017,1248,0,143,0,239,0,159,1785,0,0,0,18591,22.46
2023/01/20,19:00,0,14561,1210,0,144,0,248,0,5,1864,0,0,0,18032,21.85
2023/01/20,20:00,0,14633,1031,0,148,0,262,0,3,1609,0,0,0,17686,20.35
2023/01/20,21:00,0,14255,722,1,149,0,261,0,3,1668,0,0,0,17059,19.27
2023/01/20,22:00,0,13892,659,0,148,0,252,0,3,1423,0,0,0,16377,18.16
2023/01/20,23:00,0,13739,628,0,149,0,262,0,3,1138,0,0,0,15919,17.41
2023/01/21,00:00,0,13605,505,0,150,0,239,0,3,602,0,0,0,15104,17.18
2023/01/21,01:00,0,13051,488,0,152,0,227,0,143,716,0,0,0,14777,17.14
2023/01/21,02:00,0,12919,481,0,151,0,232,0,53,1035,0,0,0,14871,17
2023/01/21,03:00,0,12834,475,0,152,0,201,0,57,1018,0,0,0,14737,17.12
2023/01/21,04:00,0,12526,471,0,149,0,199,0,3,1134,0,0,0,14482,17.02
2023/01/21,05:00,0,12488,493,0,152,0,188,0,3,1027,0,0,0,14351,17.28
2023/01/21,06:00,0,13026,505,1,149,0,159,0,3,939,0,0,0,14782,17.36
2023/01/21,07:00,0,13400,643,0,150,662,165,0,115,549,0,0,0,15684,18.82
2023/01/21,08:00,0,11898,667,0,149,2860,146,0,9,962,0,0,0,16691,18.01
2023/01/21,09:00,0,10248,690,0,147,4839,124,-80,0,788,0,0,0,16756,17.37
2023/01/21,10:00,0,9926,681,0,147,5816,115,-574,0,68,0,0,0,16179,16.58
2023/01/21,11:00,0,9146,654,0,148,6435,112,-1538,0,711,0,0,0,15668,12.49
2023/01/21,12:00,0,8652,620,0,149,6888,125,-1849,0,582,0,0,0,15167,11.33
2023/01/21,13:00,0,9168,632,0,149,6232,138,-1775,0,407,0,0,0,14951,11.87
2023/01/21,14:00,0,9052,652,0,150,4891,142,-1180,0,805,0,0,0,14512,12.49
2023/01/21,15:00,0,10235,729,0,149,3194,153,-353,0,597,0,0,0,14704,14.51
2023/01/21,16:00,0,11780,939,0,149,794,157,0,7,1433,0,0,0,15259,18.35
2023/01/21,17:00,0,14541,988,0,149,0,156,0,251,327,0,0,0,16412,21
2023/01/21,18:00,0,15015,1007,0,146,0,141,0,251,165,0,0,0,16725,21.2
2023/01/21,19:00,0,14953,1001,0,150,0,121,0,154,173,0,0,0,16552,20
2023/01/21,20:00,0,14584,873,0,148,0,85,0,67,585,0,0,0,16342,19.68
2023/01/21,21:00,0,14095,606,1,150,0,68,0,3,908,0,0,0,15831,19.1
2023/01/21,22:00,0,13149,558,0,148,0,68,0,3,955,0,0,0,14881,18.26
2023/01/21,23:00,0,13232,527,0,150,0,73,0,27,572,0,0,0,14581,17.59
2023/01/22,00:00,0,12856,495,0,149,0,89,0,3,389,0,0,0,13981,17.36
2023/01/22,01:00,0,12093,496,0,151,0,84,0,3,876,0,0,0,13703,17.03
2023/01/22,02:00,0,12060,499,0,145,0,77,0,3,792,0,0,0,13576,16.5
2023/01/22,03:00,0,12203,516,0,148,0,75,0,3,626,0,0,0,13571,17
2023/01/22,04:00,0,12206,492,0,148,0,70,0,3,483,0,0,0,13402,17.01
2023/01/22,05:00,0,12015,511,0,149,0,54,0,3,547,0,0,0,13279,17.03
2023/01/22,06:00,0,12095,544,1,147,0,53,0,3,942,0,0,0,13785,17.18
2023/01/22,07:00,0,11258,627,0,148,727,63,0,3,1643,0,0,0,14469,17.91
2023/01/22,08:00,0,11168,660,0,149,2247,49,0,87,809,0,0,0,15169,17.22
2023/01/22,09:00,0,9279,651,0,149,4632,53,-181,0,453,0,0,0,15036,12.55
2023/01/22,10:00,0,8604,634,0,146,6444,52,-1161,0,0,-348,0,0,14371,16
2023/01/22,11:00,0,9064,602,0,147,5696,44,-1066,0,0,-787,0,0,13700,14.76
2023/01/22,12:00,0,8376,582,0,148,6057,44,-479,0,0,-1174,0,0,13554,12.76
2023/01/22,13:00,0,8616,598,0,148,5617,39,-521,0,0,-1306,0,0,13191,10.55
2023/01/22,14:00,0,8325,609,0,148,4503,72,-623,0,0,-116,0,0,12918,8.33
2023/01/22,15:00,0,9200,709,0,151,2825,80,-108,0,230,0,0,0,13087,15
2023/01/22,16:00,0,11046,787,0,149,563,60,0,3,1140,0,0,0,13748,17.63
2023/01/22,17:00,0,13052,877,0,152,0,66,0,211,1020,0,0,0,15378,20.04
2023/01/22,18:00,0,14025,927,0,151,0,69,0,483,187,0,0,0,15842,19.32
2023/01/22,19:00,0,14104,929,0,146,0,69,0,278,189,0,0,0,15715,19.39
2023/01/22,20:00,0,13702,764,0,148,0,54,0,3,757,0,0,0,15428,19.31
2023/01/22,21:00,0,13454,592,1,147,0,30,0,3,562,0,0,0,14789,18.27
2023/01/22,22:00,0,12639,526,0,149,0,17,0,3,563,0,0,0,13897,17.46
2023/01/22,23:00,0,12209,541,0,148,0,14,0,3,433,0,0,0,13348,16.97
2023/01/23,00:00,0,11728,500,0,150,0,17,-374,0,630,0,0,0,12651,16.5
2023/01/23,01:00,0,11081,475,0,149,0,15,-550,0,1370,0,0,0,12540,16
2023/01/23,02:00,0,11614,471,0,150,0,16,-547,0,1027,0,0,0,12731,15.58
2023/01/23,03:00,0,11610,462,0,146,0,14,-549,0,1186,0,0,0,12869,16.48
2023/01/23,04:00,0,11376,464,0,149,0,8,-549,0,1577,0,0,0,13025,17
2023/01/23,05:00,0,11825,458,0,148,0,7,-442,0,1725,0,0,0,13721,17.58
2023/01/23,06:00,0,13800,447,0,149,0,11,-188,0,1243,0,0,0,15462,19.33
2023/01/23,07:00,0,15294,495,1,148,33,23,0,31,1496,0,0,0,17521,22.83
2023/01/23,08:00,0,16503,741,0,147,399,26,0,61,2263,0,0,0,20140,24.06
2023/01/23,09:00,0,17066,828,0,147,1162,24,0,299,1736,0,0,0,21262,24.56
2023/01/23,10:00,0,16914,785,0,146,1825,9,0,205,1031,0,0,0,20915,22.47
2023/01/23,11:00,0,15854,637,0,146,3029,12,0,18,604,0,0,0,20300,22.45
2023/01/23,12:00,0,14712,567,0,151,2825,6,0,3,620,0,0,0,18884,18.92
2023/01/23,13:00,0,14917,562,0,152,2852,6,0,48,1111,0,0,0,19648,21
2023/01/23,14:00,0,15023,606,0,151,2218,15,0,72,1343,0,0,0,19428,21.7
2023/01/23,15:00,0,15846,788,0,152,924,38,0,111,1441,0,0,0,19300,22.61
2023/01/23,16:00,0,15918,1067,0,155,132,82,0,126,2223,0,0,0,19703,22.76
2023/01/23,17:00,0,15997,1201,0,157,0,109,0,162,2220,0,0,0,19846,23.5
2023/01/23,18:00,0,16110,1191,0,154,0,105,0,141,1800,0,0,0,19501,23.22
2023/01/23,19:00,0,15664,1027,0,152,0,57,0,124,1775,0,0,0,18799,22.9
2023/01/23,20:00,0,15192,848,0,153,0,46,0,68,1900,0,0,0,18207,21.79
2023/01/23,21:00,0,14370,634,1,153,0,39,0,8,2342,0,0,0,17547,18.99
2023/01/23,22:00,0,13689,576,0,152,0,67,0,3,2118,0,0,0,16605,18.08
2023/01/23,23:00,0,13447,540,0,153,0,78,0,21,1716,0,0,0,15955,17.1
2023/01/24,00:00,0,13391,469,0,153,0,66,0,246,695,0,0,0,15020,15.73
2023/01/24,01:00,0,13037,459,0,152,0,53,-195,0,1148,0,0,0,14654,15.35
2023/01/24,02:00,0,12921,436,0,152,0,59,-163,0,1318,0,0,0,14723,13.51
2023/01/24,03:00,0,12867,440,0,151,0,69,0,9,1257,0,0,0,14793,15.37
2023/01/24,04:00,0,12789,443,0,152,0,87,0,3,1339,0,0,0,14813,13.51
2023/01/24,05:00,0,13270,516,0,152,0,86,0,13,1338,0,0,0,15375,17
2023/01/24,06:00,0,14471,549,0,153,0,140,0,36,1345,0,0,0,16694,20.04
2023/01/24,07:00,0,15287,661,1,151,41,116,0,112,1847,0,0,0,18216,23.02
2023/01/24,08:00,0,15511,969,0,149,1110,85,0,226,2226,0,0,0,20276,23.51
2023/01/24,09:00,0,15235,1029,0,148,3091,130,0,377,1094,0,0,0,21104,22.11
2023/01/24,10:00,0,15181,977,0,148,3630,186,0,248,249,0,0,0,20619,18.87
2023/01/24,11:00,0,14689,783,0,150,3372,218,0,81,752,0,0,0,20045,18.32
2023/01/24,12:00,0,14325,697,0,151,2834,225,-566,0,1292,0,0,0,18958,17
2023/01/24,13:00,0,14858,683,0,149,2839,227,-49,0,1481,0,0,0,20188,18.08
2023/01/24,14:00,0,15304,728,0,147,2314,253,0,83,1534,0,0,0,20363,18.32
2023/01/24,15:00,0,15965,851,0,151,1332,246,0,84,1649,0,0,0,20278,20.36
2023/01/24,16:00,0,16281,1176,0,152,375,242,0,178,2451,0,0,0,20855,25.1
2023/01/24,17:00,0,17047,1386,0,152,0,217,0,954,1672,0,0,0,21428,30.4
2023/01/24,18:00,0,17587,1387,0,152,0,143,0,2028,250,0,0,0,21547,30.16
2023/01/24,19:00,0,17601,1182,0,150,0,134,0,1483,714,0,0,0,21264,26.88
2023/01/24,20:00,0,17613,936,0,147,0,160,0,1211,737,0,0,0,20804,23.41
2023/01/24,21:00,0,17630,643,1,146,0,169,0,1195,376,0,0,0,20160,22.52
2023/01/24,22:00,0,17514,558,0,146,0,175,0,531,317,0,0,0,19241,18.68
2023/01/24,23:00,0,17619,507,0,146,0,156,0,447,0,-258,0,0,18617,18.2
2023/01/25,00:00,0,16265,451,0,144,0,127,-244,0,896,0,0,0,17639,17.32
2023/01/25,01:00,0,16220,440,0,145,0,122,-1459,0,1687,0,0,0,17155,16.75
2023/01/25,02:00,0,16478,432,0,146,0,129,-1990,0,1813,0,0,0,17008,15.5
2023/01/25,03:00,0,16515,423,0,146,0,132,-2005,0,1677,0,0,0,16888,15
2023/01/25,04:00,0,16343,428,0,144,0,128,-2038,0,1805,0,0,0,16810,16
2023/01/25,05:00,0,16495,450,0,143,0,117,-1513,0,1834,0,0,0,17526,16.54
2023/01/25,06:00,0,16872,485,1,143,0,112,0,15,1765,0,0,0,19393,21.27
2023/01/25,07:00,0,17608,728,0,143,331,128,0,1454,791,0,0,0,21183,26.17
2023/01/25,08:00,0,17325,1210,0,141,1925,134,0,2234,824,0,0,0,23793,28.25
2023/01/25,09:00,0,16960,1165,0,135,3538,152,0,1749,945,0,0,0,24644,25.83
