,,Kansai,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kansai
2023/08/10,12:00,5679,9509,1767,0,82,4358,138,-326,0,2737,0,0,0,23944,8.84
2023/08/10,13:00,5681,10052,1920,0,82,4067,138,0,229,2332,0,0,0,24500,9.8
2023/08/10,14:00,5682,10257,2031,0,82,3531,134,0,393,2488,0,0,0,24598,13.72
2023/08/10,15:00,5682,10774,2168,0,82,2754,127,0,358,2248,0,0,0,24194,16.32
2023/08/10,16:00,5682,10955,2153,0,82,1749,129,0,346,2678,0,0,0,23774,17.73
2023/08/10,17:00,5686,10972,2051,0,82,689,130,0,346,2466,0,0,0,22421,17.73
2023/08/10,18:00,5690,11253,1905,0,82,92,115,0,348,1955,0,0,0,21440,17.73
2023/08/10,19:00,5692,11034,1704,0,82,0,95,0,349,1694,0,0,0,20650,17.48
2023/08/10,20:00,5696,10584,1567,0,82,0,76,0,353,1132,0,0,0,19490,14.32
2023/08/10,21:00,5696,9911,1473,0,82,0,68,0,350,926,0,0,0,18507,11.75
2023/08/10,22:00,5696,8588,1354,0,82,0,68,0,351,1377,0,0,0,17515,9.31
2023/08/10,23:00,5695,7127,1334,0,82,0,73,0,319,1886,0,0,0,16515,8.46
2023/08/11,00:00,5696,6255,1139,0,82,0,75,0,35,1791,0,0,0,15073,8.38
2023/08/11,01:00,5695,5174,1058,0,82,0,55,-199,0,2113,0,0,0,13979,8.11
2023/08/11,02:00,5695,5338,1047,0,82,0,34,-484,0,1967,0,0,0,13680,8.06
2023/08/11,03:00,5696,5611,1044,0,82,0,27,-458,0,1618,0,0,0,13620,8.07
2023/08/11,04:00,5695,5665,1042,0,82,0,21,-308,0,1223,0,0,0,13420,8.19
2023/08/11,05:00,5696,5634,1042,0,82,40,16,-221,0,1066,0,0,0,13356,8.75
2023/08/11,06:00,5696,5748,1052,0,82,561,17,-227,0,719,0,0,0,13648,8.17
2023/08/11,07:00,5693,5642,1210,0,82,1691,10,-508,0,1063,0,0,0,14883,7.04
2023/08/11,08:00,5692,5454,1531,0,78,2902,14,-176,0,1591,0,0,0,17086,8.11
2023/08/11,09:00,5693,5457,1511,0,78,3552,18,0,275,2319,0,0,0,18903,8.11
2023/08/11,10:00,5694,5558,1491,0,78,3771,16,-28,0,2896,0,0,0,19475,7.12
2023/08/11,11:00,5692,5602,1596,0,78,4204,19,-96,0,3072,0,0,0,20167,8.59
2023/08/11,12:00,5689,5462,1893,0,78,4308,18,-106,0,3114,0,0,0,20456,8.13
2023/08/11,13:00,5686,5692,2031,0,78,4298,17,-280,0,3174,0,0,0,20695,1.45
2023/08/11,14:00,5684,5802,2155,0,78,3872,14,-329,0,3532,0,0,0,20808,4.55
2023/08/11,15:00,5684,6792,2124,0,78,2984,14,-64,0,3179,0,0,0,20790,8.81
2023/08/11,16:00,5684,7665,2034,0,78,1844,15,0,269,3096,0,0,0,20685,11.27
2023/08/11,17:00,5682,8512,1998,0,78,736,13,0,440,2834,0,0,0,20293,14.71
2023/08/11,18:00,5683,8764,1860,0,78,98,16,0,641,2798,0,0,0,19937,17.47
2023/08/11,19:00,5684,8762,1709,0,78,0,18,0,582,2680,0,0,0,19514,16.5
2023/08/11,20:00,5684,8640,1485,0,78,0,16,0,542,2155,0,0,0,18601,14.48
2023/08/11,21:00,5683,8295,1335,0,78,0,14,0,398,1916,0,0,0,17718,12.72
2023/08/11,22:00,5683,7924,1127,0,78,0,9,0,337,1421,0,0,0,16579,10.74
2023/08/11,23:00,5684,6898,1184,0,78,0,3,0,353,1361,0,0,0,15562,9.58
2023/08/12,00:00,5685,5367,899,0,78,0,2,0,407,1676,0,0,0,14115,8.89
2023/08/12,01:00,5685,4456,873,0,78,0,1,0,49,1980,0,0,0,13122,9
2023/08/12,02:00,5686,4096,873,0,78,0,0,0,52,2104,0,0,0,12890,8.26
2023/08/12,03:00,5684,4203,862,0,78,0,0,0,79,1945,0,0,0,12852,8.26
2023/08/12,04:00,5680,4148,857,0,78,0,0,0,91,1806,0,0,0,12660,8.15
2023/08/12,05:00,5685,4061,863,0,78,44,0,0,98,1769,0,0,0,12599,6.05
2023/08/12,06:00,5686,3941,872,0,78,583,1,-21,0,1632,0,0,0,12772,3.5
2023/08/12,07:00,5689,3900,912,0,78,1685,4,-687,0,2485,0,0,0,14065,4.5
2023/08/12,08:00,5690,3756,1160,0,78,2975,6,-782,0,3129,0,0,0,16011,3.5
2023/08/12,09:00,5688,3703,1362,0,78,4077,8,-560,0,3518,0,0,0,17874,6.69
2023/08/12,10:00,5683,3721,1375,0,78,4727,15,-287,0,3514,0,0,0,18825,3.5
2023/08/12,11:00,5681,3835,1471,0,78,4990,21,-284,0,3683,0,0,0,19474,7.66
2023/08/12,12:00,5679,4031,1737,0,78,4927,29,-542,0,3977,0,0,0,19916,8.13
2023/08/12,13:00,5671,4393,1934,0,78,4591,32,-518,0,4040,0,0,0,20221,9.22
2023/08/12,14:00,5668,4480,1968,0,78,3871,33,0,91,4107,0,0,0,20296,10.28
2023/08/12,15:00,5667,5316,1946,0,78,2923,22,0,220,4071,0,0,0,20242,10.69
2023/08/12,16:00,5667,6386,1866,0,78,1752,16,0,636,3882,0,0,0,20285,12.28
2023/08/12,17:00,5665,6748,1838,0,78,704,11,0,651,4280,0,0,0,19975,15.73
2023/08/12,18:00,5662,7585,1550,0,78,93,4,0,680,3936,0,0,0,19588,17.18
2023/08/12,19:00,5663,7629,1495,0,78,0,4,0,468,3739,0,0,0,19075,16.92
2023/08/12,20:00,5661,7659,1281,0,78,0,4,0,553,2799,0,0,0,18035,16.82
2023/08/12,21:00,5660,7074,1315,0,78,0,2,0,572,2260,0,0,0,16961,14.95
2023/08/12,22:00,5666,6687,1186,0,78,0,4,0,488,1880,0,0,0,15989,12.6
2023/08/12,23:00,5670,5840,1186,0,78,0,5,0,344,1882,0,0,0,15005,10
2023/08/13,00:00,5672,5321,1000,0,78,0,7,0,49,1507,0,0,0,13634,8.74
2023/08/13,01:00,5672,4676,877,0,78,0,4,-256,0,1586,0,0,0,12637,7.6
2023/08/13,02:00,5670,5002,838,0,78,0,3,-302,0,1139,0,0,0,12427,8.56
2023/08/13,03:00,5667,5417,828,0,78,0,4,0,169,377,0,0,0,12540,9.08
2023/08/13,04:00,5665,5153,812,0,78,0,6,0,445,184,0,0,0,12342,9.22
2023/08/13,05:00,5668,4842,808,0,78,42,10,0,529,393,0,0,0,12370,9.15
2023/08/13,06:00,5670,4496,819,0,78,580,12,0,244,636,0,0,0,12536,6.13
2023/08/13,07:00,5668,4156,865,0,78,1709,14,-217,0,1426,0,0,0,13699,0.69
2023/08/13,08:00,5663,4145,1103,0,78,2992,10,-650,0,2122,0,0,0,15464,0.01
2023/08/13,09:00,5659,4166,1311,0,78,4067,11,-276,0,2295,0,0,0,17312,0.01
2023/08/13,10:00,5656,4291,1488,0,78,4721,15,-382,0,2483,0,0,0,18350,0.05
2023/08/13,11:00,5656,4612,1551,0,78,4890,21,-379,0,2771,0,0,0,19199,4.63
2023/08/13,12:00,5656,4818,1645,0,78,4679,29,-395,0,3104,0,0,0,19615,8.26
2023/08/13,13:00,5657,5160,1906,0,78,4355,28,-446,0,2991,0,0,0,19729,8.34
2023/08/13,14:00,5654,5400,1966,0,78,3662,21,-335,0,3287,0,0,0,19733,9.19
2023/08/13,15:00,5652,5640,1890,0,78,2770,16,0,261,3368,0,0,0,19675,9.06
2023/08/13,16:00,5649,6890,2057,0,78,1635,12,0,405,2979,0,0,0,19705,11.27
2023/08/13,17:00,5648,7175,2101,0,78,600,7,0,431,3444,0,0,0,19483,18.05
2023/08/13,18:00,5648,7273,2084,0,78,69,4,0,443,3604,0,0,0,19204,18.1
2023/08/13,19:00,5645,7061,1727,0,78,0,15,0,429,4087,0,0,0,19042,18.1
2023/08/13,20:00,5647,7060,1516,0,78,0,26,0,496,3413,0,0,0,18236,17.42
2023/08/13,21:00,5649,6579,1277,0,78,0,38,0,464,3037,0,0,0,17122,14.53
2023/08/13,22:00,5651,6267,1130,0,78,0,43,0,426,2443,0,0,0,16039,11.76
2023/08/13,23:00,5654,5763,1110,0,78,0,47,0,561,1686,0,0,0,14899,9.55
2023/08/14,00:00,5656,4782,970,0,78,0,32,0,480,1446,0,0,0,13443,8.94
2023/08/14,01:00,5656,4318,862,0,78,0,32,0,102,1411,0,0,0,12458,8
2023/08/14,02:00,5652,4498,830,0,78,0,36,0,55,1142,0,0,0,12291,6.05
2023/08/14,03:00,5650,4710,847,0,78,0,61,0,42,899,0,0,0,12287,7
2023/08/14,04:00,5650,4792,846,0,78,0,76,0,94,710,0,0,0,12247,7
2023/08/14,05:00,5653,4823,823,0,78,10,85,0,116,701,0,0,0,12288,8.31
2023/08/14,06:00,5653,4618,838,0,78,202,83,0,78,1296,0,0,0,12846,6.1
2023/08/14,07:00,5652,4848,981,0,78,541,98,0,12,1799,0,0,0,14009,8.13
2023/08/14,08:00,5650,5156,1195,0,78,885,102,0,113,2158,0,0,0,15339,8.75
2023/08/14,09:00,5650,5239,1520,0,78,1251,97,0,146,2311,0,0,0,16291,10.13
2023/08/14,10:00,5649,5694,1810,0,78,1917,101,-21,0,2162,0,0,0,17389,10.31
2023/08/14,11:00,5645,5582,1702,0,78,1776,116,0,403,2611,0,0,0,17913,10.29
2023/08/14,12:00,5641,6070,1731,0,78,1467,127,0,97,2724,0,0,0,17936,10.46
2023/08/14,13:00,5638,6089,1915,0,78,1247,124,0,329,2587,0,0,0,18007,11.81
2023/08/14,14:00,5638,6169,2128,0,78,783,143,0,388,2542,0,0,0,17868,13.07
2023/08/14,15:00,5638,6107,2155,0,78,558,142,0,412,2610,0,0,0,17701,11.54
2023/08/14,16:00,5640,6462,2118,0,78,392,129,0,460,2360,0,0,0,17638,13.75
2023/08/14,17:00,5639,6553,2069,0,78,194,118,0,464,2626,0,0,0,17743,15.82
2023/08/14,18:00,5638,6812,1676,0,78,23,121,0,703,2642,0,0,0,17694,16.41
2023/08/14,19:00,5637,6166,1503,0,78,0,110,0,432,3575,0,0,0,17501,15.98
2023/08/14,20:00,5637,6024,1435,0,78,0,109,0,378,3017,0,0,0,16677,14.8
2023/08/14,21:00,5637,5750,1343,0,78,0,107,0,403,2625,0,0,0,15942,13.66
2023/08/14,22:00,5635,5524,1133,0,78,0,100,0,398,2220,0,0,0,15087,12.2
2023/08/14,23:00,5636,5418,1088,0,78,0,102,0,389,1631,0,0,0,14342,10.18
2023/08/15,00:00,5635,4277,1010,0,78,0,100,0,280,1645,0,0,0,13026,8.82
2023/08/15,01:00,5636,3895,960,0,78,0,95,-323,0,1787,0,0,0,12128,5.09
2023/08/15,02:00,5638,4296,985,0,78,0,76,-237,0,1150,0,0,0,11986,5.09
2023/08/15,03:00,5639,4253,993,0,78,0,64,-55,0,1180,0,0,0,12152,7.85
2023/08/15,04:00,5640,4254,965,0,78,0,53,-91,0,1168,0,0,0,12066,5.75
2023/08/15,05:00,5640,4356,847,0,78,7,46,-100,0,1107,0,0,0,11981,8.26
2023/08/15,06:00,5641,4865,861,0,78,151,51,-51,0,366,0,0,0,11961,8.78
2023/08/15,07:00,5644,4712,913,0,78,342,37,-158,0,1055,0,0,0,12624,9.08
2023/08/15,08:00,5644,4860,1145,0,78,412,20,-363,0,1871,0,0,0,13665,10.39
2023/08/15,09:00,5642,5008,1501,0,78,435,50,-175,0,1653,0,0,0,14192,11.09
2023/08/15,10:00,5643,4654,1524,0,78,438,59,-175,0,2090,0,0,0,14311,12.52
2023/08/15,11:00,5641,4903,1504,0,78,434,64,-161,0,1999,0,0,0,14463,11.13
2023/08/15,12:00,5640,4747,1463,0,78,445,64,-325,0,2385,0,0,0,14497,11.18
2023/08/15,13:00,5642,4230,1635,0,78,490,75,-798,0,2738,0,0,0,14090,12.72
2023/08/15,14:00,5642,4241,1790,0,78,499,85,-837,0,2302,0,0,0,13801,14
2023/08/15,15:00,5644,4058,1843,0,78,510,82,-608,0,2126,0,0,0,13734,14.1
2023/08/15,16:00,5647,4397,1737,0,78,353,68,-388,0,2002,0,0,0,13894,16.24
2023/08/15,17:00,5646,4565,1595,0,78,151,49,-172,0,2191,0,0,0,14103,14.75
2023/08/15,18:00,5648,4709,1547,0,78,21,60,0,115,2199,0,0,0,14377,15.5
2023/08/15,19:00,5650,4320,1546,0,78,0,70,0,366,2301,0,0,0,14330,14.46
2023/08/15,20:00,5651,4208,1530,0,78,0,64,0,377,2019,0,0,0,13926,12.17
2023/08/15,21:00,5657,4313,1499,0,78,0,44,0,381,1443,0,0,0,13415,10.52
2023/08/15,22:00,5663,4017,1347,0,78,0,43,0,349,1475,0,0,0,12972,9.41
2023/08/15,23:00,5667,3812,1321,0,78,0,44,0,72,1516,0,0,0,12511,8.54
2023/08/16,00:00,5670,3828,1265,0,78,0,56,-768,0,1568,0,0,0,11698,8.49
2023/08/16,01:00,5675,4109,1263,0,78,0,49,-1193,0,1110,0,0,0,11091,4.55
2023/08/16,02:00,5673,4216,1261,0,78,0,36,-815,0,733,0,0,0,11183,5.05
2023/08/16,03:00,5669,4167,1252,0,78,0,37,-290,0,460,0,0,0,11372,5.09
2023/08/16,04:00,5668,4226,1154,0,78,0,36,-328,0,600,0,0,0,11434,5.11
2023/08/16,05:00,5672,4174,1219,0,78,29,29,-342,0,753,0,0,0,11613,5.68
2023/08/16,06:00,5680,4351,1140,0,78,400,23,-599,0,1035,0,0,0,12108,4.05
2023/08/16,07:00,5679,4734,1213,0,78,1239,20,-775,0,1702,0,0,0,13890,4
2023/08/16,08:00,5682,5620,1317,0,78,2232,21,0,331,1256,0,0,0,16537,8.32
2023/08/16,09:00,5678,5904,1479,0,78,2946,26,0,620,1619,0,0,0,18350,8.69
2023/08/16,10:00,5673,5531,1578,0,78,3473,29,0,242,2449,0,0,0,19052,8.32
2023/08/16,11:00,5660,6007,1588,0,78,3920,24,-155,0,2538,0,0,0,19661,8.21
2023/08/16,12:00,5659,5767,1502,0,78,4269,27,-350,0,2861,0,0,0,19813,8.2
2023/08/16,13:00,5658,6313,1601,0,78,4240,32,-300,0,2778,0,0,0,20401,8.27
2023/08/16,14:00,5658,6505,1711,0,78,3758,38,0,307,2467,0,0,0,20521,8.67
2023/08/16,15:00,5656,6617,1830,0,78,2906,42,0,879,2558,0,0,0,20566,9.64
2023/08/16,16:00,5657,7248,1904,0,78,1757,48,0,1213,2679,0,0,0,20584,12.16
2023/08/16,17:00,5659,8258,1923,0,78,655,41,0,1275,2110,0,0,0,19999,14.1
2023/08/16,18:00,5658,8769,1917,0,78,72,48,0,841,2054,0,0,0,19438,14.98
2023/08/16,19:00,5659,8542,1904,0,78,0,60,0,772,1979,0,0,0,18993,14.45
2023/08/16,20:00,5659,8208,1886,0,78,0,55,0,640,1522,0,0,0,18048,12.94
2023/08/16,21:00,5660,7334,1746,0,78,0,56,0,433,1812,0,0,0,17120,12
2023/08/16,22:00,5659,6475,1735,0,78,0,60,0,441,1744,0,0,0,16193,10.77
2023/08/16,23:00,5661,5864,1684,0,78,0,63,0,249,1675,0,0,0,15274,9.25
2023/08/17,00:00,5660,5559,1456,0,78,0,56,-364,0,1527,0,0,0,13971,7.67
2023/08/17,01:00,5656,5144,1464,0,78,0,56,-473,0,1098,0,0,0,13024,5.43
2023/08/17,02:00,5656,5368,1431,0,78,0,51,-376,0,592,0,0,0,12799,5.2
2023/08/17,03:00,5657,5308,1327,0,78,0,48,-389,0,834,0,0,0,12862,8.2
2023/08/17,04:00,5657,5531,1308,0,78,0,49,-388,0,643,0,0,0,12879,8.2
2023/08/17,05:00,5658,6087,1391,0,78,17,31,-365,0,53,0,0,0,12949,8.22
2023/08/17,06:00,5659,6286,1284,0,78,245,30,-339,0,308,0,0,0,13551,8.26
2023/08/17,07:00,5659,6809,1523,0,78,638,29,-396,0,1211,0,0,0,15552,8.49
2023/08/17,08:00,5655,8294,1678,0,78,1066,23,0,568,1043,0,0,0,18405,9.93
2023/08/17,09:00,5653,8837,1977,0,78,1567,23,0,514,1900,0,0,0,20549,10.75
2023/08/17,10:00,5653,9130,2021,0,78,1765,25,0,488,2211,0,0,0,21371,11.21
2023/08/17,11:00,5651,9447,1939,0,78,1427,30,0,377,2423,0,0,0,21373,11.27
2023/08/17,12:00,5655,9428,1744,0,78,1196,23,0,514,1745,0,0,0,20382,10.34
2023/08/17,13:00,5652,9738,1887,0,78,1184,23,0,368,1627,0,0,0,20558,12.78
2023/08/17,14:00,5650,8852,2036,0,78,1124,29,0,299,2272,0,0,0,20340,14.34
2023/08/17,15:00,5649,9103,2273,0,82,936,34,0,151,1887,0,0,0,20115,13.5
2023/08/17,16:00,5651,9406,2283,0,82,658,44,0,494,1417,0,0,0,20034,14.76
2023/08/17,17:00,5649,8981,2101,0,82,270,54,0,528,1632,0,0,0,19297,15
2023/08/17,18:00,5649,9105,2055,0,82,31,57,0,476,1631,0,0,0,19086,15.04
2023/08/17,19:00,5650,8812,1864,0,82,0,45,0,489,1604,0,0,0,18545,14.1
2023/08/17,20:00,5650,8931,1733,0,82,0,39,0,607,434,0,0,0,17477,12.74
2023/08/17,21:00,5650,7760,1612,0,82,0,46,0,710,767,0,0,0,16627,12
2023/08/17,22:00,5651,6938,1600,0,82,0,43,0,590,914,0,0,0,15816,11.2
2023/08/17,23:00,5650,6148,1482,0,82,0,44,0,409,1037,0,0,0,14852,9.41
2023/08/18,00:00,5647,5600,1329,0,82,0,40,-331,0,1272,0,0,0,13640,8.82
2023/08/18,01:00,5621,5157,1254,0,82,0,43,-680,0,1279,0,0,0,12757,8.31
2023/08/18,02:00,5642,5382,1171,0,82,0,50,-712,0,1059,0,0,0,12674,8.23
2023/08/18,03:00,5646,5509,1159,0,82,0,48,-850,0,1306,0,0,0,12900,6.05
2023/08/18,04:00,5647,5853,1175,0,82,0,63,-783,0,837,0,0,0,12873,5.3
2023/08/18,05:00,5649,6073,1184,0,82,10,66,-727,0,724,0,0,0,13062,8.11
2023/08/18,06:00,5649,6148,1197,0,82,191,53,-864,0,1143,0,0,0,13598,7.21
2023/08/18,07:00,5649,6498,1272,0,82,658,42,-355,0,1501,0,0,0,15349,7.26
2023/08/18,08:00,5650,7679,1514,0,82,1460,47,0,883,808,0,0,0,18124,9.41
2023/08/18,09:00,5651,8890,1923,0,82,2179,40,0,556,807,0,0,0,20129,11.82
2023/08/18,10:00,5651,8937,2044,0,82,2572,32,0,251,1329,0,0,0,20898,10.34
2023/08/18,11:00,5649,9297,2272,0,82,2777,29,0,387,1022,0,0,0,21516,10.34
2023/08/18,12:00,5650,8808,2378,0,82,2787,28,0,259,1247,0,0,0,21240,10.03
2023/08/18,13:00,5650,9303,2433,0,82,2729,24,0,309,1333,0,0,0,21863,10.21
2023/08/18,14:00,5651,9340,2422,0,82,2543,21,0,485,1536,0,0,0,22079,13.44
2023/08/18,15:00,5652,9513,2252,0,82,2035,16,0,428,2133,0,0,0,22110,14.15
2023/08/18,16:00,5650,9521,2114,0,82,1183,19,0,520,2891,0,0,0,21979,15.16
2023/08/18,17:00,5650,9482,1942,0,82,400,18,0,470,2906,0,0,0,20950,16.05
2023/08/18,18:00,5650,9908,1929,0,82,40,18,0,493,2360,0,0,0,20480,16.55
2023/08/18,19:00,5650,10019,1777,0,82,0,18,0,351,1854,0,0,0,19751,15.01
2023/08/18,20:00,5648,9767,1563,0,82,0,27,0,444,1081,0,0,0,18612,14.07
2023/08/18,21:00,5646,9133,1533,0,82,0,24,0,384,874,0,0,0,17676,13.2
2023/08/18,22:00,5646,8030,1501,0,82,0,28,0,279,1236,0,0,0,16801,11.11
2023/08/18,23:00,5647,6949,1448,0,82,0,31,0,399,1333,0,0,0,15888,8.75
2023/08/19,00:00,5648,6477,1160,0,82,0,28,-84,0,1235,0,0,0,14546,8.24
2023/08/19,01:00,5648,6295,959,0,82,0,26,-582,0,1014,0,0,0,13443,8.34
2023/08/19,02:00,5649,6689,936,0,82,0,21,-208,0,154,0,0,0,13323,8.45
2023/08/19,03:00,5651,6540,910,0,82,0,16,0,255,0,-30,0,0,13423,8.83
2023/08/19,04:00,5651,6838,892,0,82,0,15,0,53,0,-281,0,0,13250,8.62
2023/08/19,05:00,5653,6766,891,0,82,25,6,0,108,0,-374,0,0,13158,8.83
2023/08/19,06:00,5651,6550,899,0,82,375,6,0,182,0,-407,0,0,13338,8.73
2023/08/19,07:00,5649,6583,948,0,82,1113,3,-552,0,872,0,0,0,14698,8.04
2023/08/19,08:00,5649,6628,1527,0,82,2015,4,0,87,864,0,0,0,16855,8.7
2023/08/19,09:00,5646,6835,1761,0,82,3070,6,0,53,1474,0,0,0,18928,8.35
2023/08/19,10:00,5646,7144,1728,0,82,4012,9,-247,0,1711,0,0,0,20085,4
2023/08/19,11:00,5645,7418,1616,0,82,4251,8,-30,0,1744,0,0,0,20733,3
2023/08/19,12:00,5643,7006,1488,0,82,4339,9,-18,0,2284,0,0,0,20834,3.5
2023/08/19,13:00,5643,7594,1624,0,82,4235,8,0,79,1898,0,0,0,21163,0.01
2023/08/19,14:00,5643,7961,1991,0,82,3727,7,0,101,1695,0,0,0,21207,1.52
2023/08/19,15:00,5643,8552,2214,0,82,2853,5,0,354,1409,0,0,0,21113,7.02
2023/08/19,16:00,5637,9622,2211,0,82,1718,4,0,476,1356,0,0,0,21107,9.69
2023/08/19,17:00,5636,10123,2148,0,82,624,2,0,514,1551,0,0,0,20680,11.57
2023/08/19,18:00,5635,10552,1987,0,82,59,1,0,634,1224,0,0,0,20174,13.07
2023/08/19,19:00,5636,10269,1752,0,82,0,1,0,552,1376,0,0,0,19668,14.81
2023/08/19,20:00,5633,9669,1475,0,82,0,0,0,542,1313,0,0,0,18714,14.07
2023/08/19,21:00,5633,8532,1353,0,82,0,0,0,511,1773,0,0,0,17884,13.49
2023/08/19,22:00,5636,7523,1323,0,82,0,0,0,439,2022,0,0,0,17024,10.76
2023/08/19,23:00,5636,6971,1290,0,82,0,0,0,175,1866,0,0,0,16021,8.7
2023/08/20,00:00,5636,6428,1191,0,82,0,0,0,59,1243,0,0,0,14639,10.05
2023/08/20,01:00,5638,6276,1182,0,82,0,0,-757,0,1132,0,0,0,13553,10.02
2023/08/20,02:00,5640,6413,1278,0,82,0,1,-757,0,670,0,0,0,13327,9.3
2023/08/20,03:00,5642,6322,1325,0,82,0,3,-542,0,477,0,0,0,13309,9.22
2023/08/20,04:00,5643,6458,1319,0,82,0,2,-431,0,100,0,0,0,13173,9.11
2023/08/20,05:00,5646,6612,1271,0,82,32,1,-633,0,0,-8,0,0,13003,8.84
2023/08/20,06:00,5645,6588,1276,0,82,540,1,-1072,0,191,0,0,0,13252,8.45
2023/08/20,07:00,5644,6528,1233,0,82,1639,2,-1476,0,822,0,0,0,14474,8.77
2023/08/20,08:00,5642,6627,1443,0,82,2938,3,-1730,0,1391,0,0,0,16396,8.24
2023/08/20,09:00,5640,6569,1573,0,82,4060,5,-1199,0,1607,0,0,0,18338,4.45
2023/08/20,10:00,5639,6320,1600,0,82,4724,7,-825,0,1946,0,0,0,19493,3.01
2023/08/20,11:00,5640,6333,1567,0,82,4928,8,-260,0,2028,0,0,0,20327,0.85
2023/08/20,12:00,5636,6170,1564,0,82,4827,8,-127,0,2770,0,0,0,20931,2.01
2023/08/20,13:00,5634,7085,1506,0,82,4439,8,0,84,2301,0,0,0,21138,0.01
2023/08/20,14:00,5629,7578,1812,0,82,3758,7,-60,0,2241,0,0,0,21048,1.01
2023/08/20,15:00,5628,8254,2048,0,82,2789,6,-13,0,2418,0,0,0,21211,6.15
2023/08/20,16:00,5624,9681,2139,0,82,1651,4,0,476,1777,0,0,0,21434,10.6
2023/08/20,17:00,5620,10444,2110,0,82,571,3,0,342,2010,0,0,0,21183,11.78
2023/08/20,18:00,5624,10875,2110,0,82,50,5,0,559,1549,0,0,0,20853,13.07
2023/08/20,19:00,5627,10634,1984,0,82,0,8,0,466,1649,0,0,0,20451,13.5
2023/08/20,20:00,5624,9989,1687,0,82,0,11,0,505,1611,0,0,0,19510,13.5
2023/08/20,21:00,5619,8985,1584,0,82,0,9,0,459,1877,0,0,0,18615,12.75
2023/08/20,22:00,5618,8190,1469,0,82,0,5,0,369,1657,0,0,0,17390,12.81
2023/08/20,23:00,5619,7261,1338,0,82,0,3,0,285,1654,0,0,0,16242,9.48
2023/08/21,00:00,5629,6417,1165,0,82,0,5,0,69,1358,0,0,0,14725,9.65
2023/08/21,01:00,5631,6394,1165,0,82,0,7,-595,0,990,0,0,0,13675,6.66
2023/08/21,02:00,5632,6623,1098,0,82,0,3,-733,0,736,0,0,0,13440,7.61
2023/08/21,03:00,5633,6464,1057,0,82,0,2,-591,0,973,0,0,0,13619,8.45
2023/08/21,04:00,5633,6748,944,0,82,0,1,-535,0,774,0,0,0,13646,8.28
2023/08/21,05:00,5634,6953,900,0,82,31,1,-525,0,806,0,0,0,13881,8.45
2023/08/21,06:00,5636,7007,901,0,82,513,0,-320,0,1151,0,0,0,14970,8.44
2023/08/21,07:00,5636,7699,943,0,82,1593,2,0,375,1366,0,0,0,17696,6.05
2023/08/21,08:00,5634,9258,1257,0,82,2884,3,0,903,1618,0,0,0,21640,9.04
2023/08/21,09:00,5633,10602,1570,0,82,3963,5,0,742,1975,0,0,0,24571,10.53
2023/08/21,10:00,5632,10968,1614,0,82,4574,7,0,441,2347,0,0,0,25665,10.38
2023/08/21,11:00,5631,10878,1598,0,82,4703,8,0,507,2934,0,0,0,26341,12.26
2023/08/21,12:00,5629,10726,1643,0,82,4399,9,0,335,3086,0,0,0,25909,11.01
2023/08/21,13:00,5621,11289,1799,0,82,3787,8,0,512,3609,0,0,0,26706,15.02
2023/08/21,14:00,5620,11729,2003,0,82,3027,8,0,326,3854,0,0,0,26648,15.13
2023/08/21,15:00,5613,12291,2076,0,82,2248,7,0,250,3394,0,0,0,25960,17.22
2023/08/21,16:00,5604,13002,2080,0,82,1336,7,0,1011,2321,0,0,0,25443,19.58
2023/08/21,17:00,5600,12399,2084,0,82,452,11,0,499,2810,0,0,0,23937,18.72
2023/08/21,18:00,5599,12056,1831,0,82,35,11,0,282,3388,0,0,0,23284,18.66
2023/08/21,19:00,5609,11476,1666,0,82,0,9,0,270,3202,0,0,0,22314,17.13
2023/08/21,20:00,5615,11339,1557,0,82,0,11,0,297,1995,0,0,0,20895,16.07
2023/08/21,21:00,5619,11194,1526,0,82,0,6,0,231,1125,0,0,0,19784,14.22
2023/08/21,22:00,5625,10457,1429,0,82,0,5,0,297,682,0,0,0,18577,11.68
2023/08/21,23:00,5626,9248,1309,0,82,0,4,0,275,864,0,0,0,17406,9.36
2023/08/22,00:00,5610,8222,1189,0,82,0,2,0,288,414,0,0,0,15807,10.08
2023/08/22,01:00,5562,7705,1085,0,82,0,2,-119,0,436,0,0,0,14753,8.41
2023/08/22,02:00,5582,7847,1077,0,82,0,1,-450,0,319,0,0,0,14458,8.22
2023/08/22,03:00,5608,7983,1039,0,82,0,0,-435,0,218,0,0,0,14495,8.24
2023/08/22,04:00,5628,8025,1073,0,82,0,1,-489,0,147,0,0,0,14467,8.24
2023/08/22,05:00,5634,8343,990,0,82,26,0,-578,0,172,0,0,0,14670,8.37
2023/08/22,06:00,5635,8697,930,0,82,484,1,-1334,0,1105,0,0,0,15600,8.27
2023/08/22,07:00,5633,9072,968,0,82,1527,2,-917,0,1660,0,0,0,18026,8.69
2023/08/22,08:00,5634,10264,1281,0,82,2650,4,0,96,1873,0,0,0,21884,11.3
2023/08/22,09:00,5634,10885,1508,0,82,3419,5,0,350,2825,0,0,0,24708,13.33
