,,Kyushu,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kyushu
2023/01/12,08:00,2999,9214,259,149,506,808,108,0,844,0,-2998,1,0,11889,23.29
2023/01/12,09:00,3001,8189,169,148,508,2020,106,0,141,0,-2380,1,0,11902,22.44
2023/01/12,10:00,3002,6708,131,145,505,3409,98,-68,0,0,-2648,2,0,11282,19.81
2023/01/12,11:00,3003,5861,142,145,501,4432,94,-553,0,0,-2598,2,0,11027,14.94
2023/01/12,12:00,3003,5474,128,145,503,4730,78,-1827,0,0,-1734,2,0,10500,10
2023/01/12,13:00,3001,5998,127,145,506,3560,65,-1077,0,0,-1816,2,0,10509,13.06
2023/01/12,14:00,3001,6474,145,148,502,2350,46,-669,0,0,-1492,1,0,10505,17.99
2023/01/12,15:00,3001,6793,133,149,500,1192,53,-154,0,0,-1228,1,0,10439,20.87
2023/01/12,16:00,3000,8153,164,149,506,512,66,0,22,0,-1810,0,0,10762,21.8
2023/01/12,17:00,2998,8965,335,149,509,33,94,0,674,0,-2656,0,0,11101,23.44
2023/01/12,18:00,2993,8988,562,149,509,0,112,0,629,0,-2588,0,0,11354,23.72
2023/01/12,19:00,2997,9018,545,149,508,0,128,0,197,0,-2560,0,0,10982,22.54
2023/01/12,20:00,3000,9042,342,149,517,0,147,0,132,0,-2764,0,0,10565,21.58
2023/01/12,21:00,2999,8728,228,149,524,0,167,0,0,0,-2738,0,0,10057,21.36
2023/01/12,22:00,3000,8040,165,149,525,0,168,0,0,0,-2550,0,0,9497,20.28
2023/01/12,23:00,2999,7524,151,149,528,0,187,0,0,0,-2478,0,0,9060,19.64
2023/01/13,00:00,2999,7073,148,149,527,0,194,-279,0,0,-2248,0,0,8563,19.87
2023/01/13,01:00,2997,6708,149,149,524,0,215,-431,0,0,-1824,0,0,8487,19.86
2023/01/13,02:00,2996,7032,147,149,525,0,222,-145,0,0,-2018,0,0,8908,20.28
2023/01/13,03:00,2994,7590,150,149,527,0,236,0,0,0,-2260,0,0,9386,19.2
2023/01/13,04:00,2996,7787,154,148,524,0,250,0,0,0,-2336,0,0,9523,20
2023/01/13,05:00,2995,7832,203,149,529,0,270,0,0,0,-2456,0,0,9522,20.55
2023/01/13,06:00,2996,8016,254,149,529,0,283,0,0,0,-2566,0,0,9661,20.51
2023/01/13,07:00,2996,8525,394,149,529,34,311,0,0,0,-2756,0,0,10182,21.6
2023/01/13,08:00,2996,8884,485,149,525,424,310,0,52,0,-3030,0,0,10795,22.73
2023/01/13,09:00,2995,8858,343,149,524,781,318,0,260,0,-3016,0,0,11212,25.6
2023/01/13,10:00,2996,8576,202,149,524,1005,302,0,8,0,-2696,0,0,11066,21.8
2023/01/13,11:00,2997,8296,176,149,523,1258,309,0,0,0,-2788,0,0,10920,19.36
2023/01/13,12:00,2996,7809,164,149,526,1409,312,-128,0,0,-2784,0,0,10453,13.01
2023/01/13,13:00,2995,8207,154,148,521,1228,301,0,0,0,-2858,0,0,10696,19.69
2023/01/13,14:00,2995,8412,134,148,523,934,274,0,0,0,-2802,0,0,10618,20.78
2023/01/13,15:00,2994,8525,147,148,525,553,253,0,19,0,-2668,0,0,10496,21.47
2023/01/13,16:00,2993,8819,167,148,527,169,275,0,263,0,-2696,0,0,10665,21.44
2023/01/13,17:00,2991,8823,321,148,527,10,269,0,270,0,-2556,0,0,10803,21.3
2023/01/13,18:00,2988,8839,434,148,528,0,222,0,252,0,-2624,0,0,10787,21.3
2023/01/13,19:00,2990,8757,395,148,526,0,210,0,103,0,-2786,0,0,10343,21.4
2023/01/13,20:00,2992,8525,319,148,524,0,224,0,0,0,-2830,0,0,9902,21.43
2023/01/13,21:00,2994,7900,270,148,526,0,212,0,0,0,-2620,0,0,9430,21.46
2023/01/13,22:00,2996,7067,246,148,525,0,195,0,0,0,-2204,0,0,8973,20.68
2023/01/13,23:00,2994,6714,239,147,527,0,202,-131,0,0,-2072,0,0,8620,18.85
2023/01/14,00:00,2995,6420,245,146,528,0,166,-274,0,0,-2070,0,0,8156,17.67
2023/01/14,01:00,2995,6092,228,147,525,0,151,-218,0,0,-1824,0,0,8096,17.66
2023/01/14,02:00,2995,6617,224,146,525,0,141,0,0,0,-2136,0,0,8512,17.8
2023/01/14,03:00,2995,7036,250,147,527,0,124,0,0,0,-2154,0,0,8925,17.79
2023/01/14,04:00,2995,7008,299,147,531,0,117,0,0,0,-2124,0,0,8973,16.32
2023/01/14,05:00,2993,6565,287,147,530,0,109,0,0,0,-2066,0,0,8565,17.51
2023/01/14,06:00,2993,6184,366,147,530,0,112,-70,0,0,-2088,0,0,8174,17.59
2023/01/14,07:00,2994,6693,443,147,529,5,116,-321,0,0,-2182,0,0,8424,7.04
2023/01/14,08:00,2992,7124,502,146,526,198,110,-255,0,0,-2360,0,0,8983,7.04
2023/01/14,09:00,2995,6819,487,146,523,687,105,-38,0,0,-2412,0,0,9312,14.2
2023/01/14,10:00,2994,5999,486,146,522,1383,83,0,0,0,-2354,0,0,9259,20.2
2023/01/14,11:00,2995,5487,439,146,522,1854,66,-346,0,0,-1938,0,0,9225,20.33
2023/01/14,12:00,2995,5419,433,146,523,1728,76,-452,0,0,-1936,0,0,8932,18.69
2023/01/14,13:00,2994,5452,454,146,522,1253,70,-102,0,0,-1688,0,0,9101,18.56
2023/01/14,14:00,2996,5622,442,146,525,859,78,0,0,0,-1660,0,0,9008,18.94
2023/01/14,15:00,2993,5738,440,146,527,561,94,0,0,0,-1608,0,0,8891,19.18
2023/01/14,16:00,2993,6771,444,146,527,252,115,0,0,0,-2170,0,0,9078,13.26
2023/01/14,17:00,2987,7575,523,147,529,18,121,0,0,0,-2476,0,0,9424,13.85
2023/01/14,18:00,2986,7783,586,148,526,0,110,0,0,0,-2574,0,0,9565,18.41
2023/01/14,19:00,2987,7444,605,148,528,0,119,0,0,0,-2562,0,0,9269,18.48
2023/01/14,20:00,2994,7170,514,148,527,0,113,0,0,0,-2482,0,0,8984,15.99
2023/01/14,21:00,2993,6805,440,149,526,0,104,0,0,0,-2410,0,0,8607,15.96
2023/01/14,22:00,2996,6284,413,149,527,0,109,0,0,0,-2214,0,0,8264,18.21
2023/01/14,23:00,2993,5952,374,148,529,0,103,0,0,0,-2132,0,0,7967,14.64
2023/01/15,00:00,2994,5375,371,149,530,0,99,-36,0,0,-1798,0,0,7684,17.44
2023/01/15,01:00,2995,5328,372,149,530,0,97,-196,0,0,-1692,0,0,7583,17.25
2023/01/15,02:00,2995,5873,360,149,528,0,61,0,107,0,-2008,0,0,8065,17.43
2023/01/15,03:00,2994,6162,434,149,532,0,64,0,341,0,-2106,0,0,8570,17.55
2023/01/15,04:00,2994,6166,456,149,531,0,71,0,318,0,-2012,0,0,8673,17.53
2023/01/15,05:00,2994,6009,387,149,530,0,68,0,81,0,-1870,0,0,8348,15.08
2023/01/15,06:00,2993,5544,337,149,531,0,54,0,0,0,-1738,0,0,7870,15.25
2023/01/15,07:00,2995,5737,293,150,531,40,57,0,0,0,-1884,0,0,7919,17.04
2023/01/15,08:00,2994,5717,243,150,527,509,52,0,0,0,-1962,0,0,8230,17.48
2023/01/15,09:00,2993,5091,241,150,526,1336,30,-80,0,0,-1852,0,0,8435,15.04
2023/01/15,10:00,2995,5088,244,150,529,1726,36,-427,0,0,-1834,0,0,8507,9.51
2023/01/15,11:00,2995,4975,237,150,525,2322,38,-409,0,0,-2248,0,0,8585,10.68
2023/01/15,12:00,2994,5092,237,150,527,2338,42,-573,0,0,-2234,0,0,8573,8.52
2023/01/15,13:00,2994,5206,235,150,527,1784,28,-341,0,0,-2186,0,0,8397,11.61
2023/01/15,14:00,2995,5265,217,150,524,1225,30,0,143,0,-2124,0,0,8425,17.19
2023/01/15,15:00,2996,5430,226,150,531,555,46,-423,0,0,-944,0,0,8567,17.85
2023/01/15,16:00,2993,5981,217,150,529,171,64,-346,0,0,-984,0,0,8775,18.78
2023/01/15,17:00,2990,7200,353,150,530,12,69,0,0,0,-1794,0,0,9510,20.34
2023/01/15,18:00,2986,7498,521,150,531,0,104,0,0,0,-1936,0,0,9854,20.29
2023/01/15,19:00,2987,7653,523,151,532,0,93,0,0,0,-2276,0,0,9663,20
2023/01/15,20:00,2992,7538,382,151,531,0,123,0,0,0,-2322,0,0,9395,19.95
2023/01/15,21:00,2994,6875,261,151,529,0,147,0,0,0,-1984,0,0,8973,19.47
2023/01/15,22:00,2997,6077,227,151,531,0,135,0,0,0,-1592,0,0,8526,18.38
2023/01/15,23:00,2996,5431,222,151,533,0,138,0,0,0,-1372,0,0,8099,17.31
2023/01/16,00:00,2996,5469,217,151,532,0,159,-321,0,0,-1496,0,0,7707,17.5
2023/01/16,01:00,2995,5525,197,151,527,0,215,-401,0,0,-1550,0,0,7659,17.28
2023/01/16,02:00,2995,6018,193,151,528,0,242,0,0,0,-1882,0,0,8245,17.09
2023/01/16,03:00,2996,6779,190,151,529,0,247,0,0,0,-2104,0,0,8788,16.47
2023/01/16,04:00,2994,6949,247,152,527,0,246,0,0,0,-1944,0,0,9171,17.59
2023/01/16,05:00,2994,7129,257,152,526,0,247,0,0,0,-1966,0,0,9339,14.4
2023/01/16,06:00,2994,7550,373,152,527,1,251,0,0,0,-2066,0,0,9782,7.04
2023/01/16,07:00,2996,8180,484,152,523,27,237,0,0,0,-2136,0,0,10463,7.04
2023/01/16,08:00,2997,8671,425,152,517,466,211,0,495,0,-2612,0,0,11322,20.61
2023/01/16,09:00,2973,8179,272,151,516,1445,191,0,355,0,-2374,0,0,11708,20.49
2023/01/16,10:00,2920,6927,207,150,516,2385,194,0,0,0,-2164,0,0,11135,20.48
2023/01/16,11:00,2937,5828,202,150,517,3674,202,-289,0,0,-2220,0,0,11001,20.01
2023/01/16,12:00,2963,5779,191,150,517,4218,217,-638,0,0,-2782,0,0,10615,17.53
2023/01/16,13:00,2983,6297,198,151,509,4191,215,-1029,0,0,-2880,0,0,10635,17.8
2023/01/16,14:00,2997,6599,196,150,508,3651,204,-673,0,0,-2864,0,0,10768,18.02
2023/01/16,15:00,2997,7432,190,150,512,2524,206,-248,0,0,-2834,0,0,10929,18.76
2023/01/16,16:00,2999,8684,221,151,519,1073,185,0,173,0,-2596,0,0,11409,20.8
2023/01/16,17:00,2992,9069,351,151,523,93,159,0,678,0,-2162,0,0,11854,23.37
2023/01/16,18:00,2991,9358,609,151,520,0,143,0,679,0,-2264,0,0,12187,22.1
2023/01/16,19:00,2992,9350,549,151,521,0,103,0,477,0,-2268,0,0,11875,20.38
2023/01/16,20:00,2993,9346,433,151,523,0,84,0,323,0,-2424,0,0,11429,20.1
2023/01/16,21:00,2997,9079,329,151,523,0,76,0,126,0,-2372,0,0,10909,20.14
2023/01/16,22:00,2997,8281,231,151,520,0,54,0,0,0,-1990,0,0,10244,19.37
2023/01/16,23:00,2997,7961,188,151,525,0,38,-55,0,0,-2136,0,0,9669,17.92
2023/01/17,00:00,2997,7878,172,151,527,0,16,-348,0,0,-2314,0,0,9079,18.26
2023/01/17,01:00,2998,7862,176,151,523,0,8,-336,0,0,-2346,0,0,9036,17.68
2023/01/17,02:00,2997,8142,172,151,520,0,11,-83,0,0,-2374,0,0,9536,18.78
2023/01/17,03:00,2998,8453,173,151,523,0,31,0,0,0,-2304,0,0,10025,17.8
2023/01/17,04:00,2996,8583,213,151,523,0,41,0,0,0,-2190,0,0,10317,18.39
2023/01/17,05:00,2997,8891,257,151,522,0,41,0,89,0,-2368,0,0,10580,18.93
2023/01/17,06:00,2995,9030,367,151,529,0,39,0,342,0,-2248,0,0,11205,21.61
2023/01/17,07:00,2996,9049,454,151,526,111,32,0,524,0,-2046,0,0,11797,23.08
2023/01/17,08:00,2996,8966,338,151,520,1243,32,0,497,0,-2520,0,0,12223,21.23
2023/01/17,09:00,2995,8348,208,150,516,2558,26,0,0,0,-2836,0,0,11965,19.5
2023/01/17,10:00,2997,6715,185,150,517,3924,18,-829,0,0,-2128,0,0,11549,18.02
2023/01/17,11:00,2997,6305,175,150,521,4816,14,-1576,0,0,-1788,0,0,11614,17.82
2023/01/17,12:00,2995,6256,162,150,521,4072,14,-1704,0,0,-1464,0,0,11002,16.12
2023/01/17,13:00,2996,6301,168,150,517,3659,12,-1533,0,0,-916,0,0,11354,18.04
2023/01/17,14:00,2998,6882,157,150,517,2642,24,-944,0,0,-1148,0,0,11278,18.87
2023/01/17,15:00,2996,7386,166,150,518,1528,44,-337,0,0,-1076,0,0,11375,19.76
2023/01/17,16:00,2997,8901,210,150,519,495,81,0,30,0,-1586,0,0,11797,20.8
2023/01/17,17:00,2993,9460,354,150,521,45,79,0,635,0,-2078,0,0,12159,23.65
2023/01/17,18:00,2989,9486,551,150,524,0,59,0,1043,0,-2330,0,0,12472,23.76
2023/01/17,19:00,2988,9232,538,150,524,0,68,0,932,0,-2282,0,0,12150,21.98
2023/01/17,20:00,2993,9216,373,150,522,0,57,0,667,0,-2304,0,0,11674,20.58
2023/01/17,21:00,2995,8969,246,150,519,0,54,0,203,0,-2008,0,0,11128,20.19
2023/01/17,22:00,2994,8414,201,150,519,0,49,0,0,0,-1896,0,0,10431,19.19
2023/01/17,23:00,2993,8130,173,150,526,0,46,0,0,0,-2182,0,0,9836,18.35
2023/01/18,00:00,2994,7823,159,150,523,0,63,-160,0,0,-2332,0,0,9220,18.21
2023/01/18,01:00,2993,7837,157,150,520,0,74,-306,0,0,-2318,0,0,9107,17.68
2023/01/18,02:00,2995,7977,151,151,523,0,111,-20,0,0,-2324,0,0,9564,17.67
2023/01/18,03:00,2994,8281,175,150,520,0,130,0,0,0,-2184,0,0,10066,17.66
2023/01/18,04:00,2995,8699,165,150,523,0,112,0,85,0,-2430,0,0,10299,17.73
2023/01/18,05:00,2995,8882,212,151,524,0,121,0,163,0,-2410,0,0,10638,17.96
2023/01/18,06:00,2994,9359,371,151,528,0,128,0,21,0,-2468,0,0,11084,19.56
2023/01/18,07:00,2994,9490,408,151,524,47,121,0,527,0,-2458,0,0,11804,20.74
2023/01/18,08:00,2994,9309,311,151,522,667,117,0,906,0,-2562,0,0,12415,22.68
2023/01/18,09:00,2996,8216,196,151,516,1629,94,0,636,0,-1732,0,0,12702,21.77
2023/01/18,10:00,2997,6641,165,151,520,2492,84,-99,0,0,-652,0,0,12299,19.37
2023/01/18,11:00,2994,5713,163,151,519,3376,104,-1121,0,139,0,0,0,12038,18.57
2023/01/18,12:00,2993,5841,159,152,521,3616,128,-1407,0,0,-276,0,0,11727,13.45
2023/01/18,13:00,2995,5920,141,150,519,3408,139,-814,0,0,-389,0,0,12069,17.71
2023/01/18,14:00,2997,6290,143,150,519,2778,129,-832,0,0,-464,0,0,11710,18.39
2023/01/18,15:00,2997,7207,156,151,519,2042,137,-468,0,0,-1160,0,0,11581,18.64
2023/01/18,16:00,2999,9020,183,151,521,975,133,0,222,0,-2208,0,0,11996,20.66
2023/01/18,17:00,2991,9420,341,151,522,84,119,0,1237,0,-2356,0,0,12509,23.37
2023/01/18,18:00,2992,9520,588,151,521,0,112,0,1261,0,-2132,0,0,13013,23.39
2023/01/18,19:00,2993,9540,551,151,523,0,118,0,903,0,-2078,0,0,12701,21.38
2023/01/18,20:00,2996,9410,364,151,518,0,112,0,901,0,-2198,0,0,12254,21.68
2023/01/18,21:00,2998,9289,274,152,521,0,113,0,383,0,-1928,0,0,11802,20.5
2023/01/18,22:00,2995,8882,188,151,523,0,121,0,60,0,-1884,0,0,11036,19.38
2023/01/18,23:00,2998,8447,157,152,523,0,125,0,39,0,-2054,0,0,10387,18.19
2023/01/19,00:00,2995,7994,167,152,525,0,116,-549,0,0,-1630,0,0,9770,17.81
2023/01/19,01:00,2996,7859,152,152,521,0,102,-451,0,0,-1686,0,0,9645,17.66
2023/01/19,02:00,2997,7872,169,152,522,0,97,0,0,0,-1714,0,0,10095,17.57
2023/01/19,03:00,2996,8426,151,152,525,0,98,0,0,0,-1876,0,0,10472,17.56
2023/01/19,04:00,2996,8628,174,152,526,0,105,0,0,0,-1932,0,0,10649,17.76
2023/01/19,05:00,2996,9182,204,152,525,0,81,0,0,0,-2192,0,0,10948,17.79
2023/01/19,06:00,2995,9652,401,152,525,0,67,0,9,0,-2296,0,0,11505,20.1
2023/01/19,07:00,2997,10038,424,152,524,62,59,0,538,0,-2580,0,0,12214,20.99
2023/01/19,08:00,2997,10104,401,152,520,662,51,0,886,0,-2882,0,0,12891,20.99
2023/01/19,09:00,2996,9370,192,151,517,1503,37,0,210,0,-1870,0,0,13106,19.06
2023/01/19,10:00,2997,7226,174,151,516,2227,31,-516,0,0,-100,0,0,12706,18.34
2023/01/19,11:00,2997,6609,165,151,517,2976,21,-1310,0,122,0,0,0,12248,15.94
2023/01/19,12:00,2998,6500,153,151,520,3290,20,-1812,0,0,-64,0,0,11756,6.02
2023/01/19,13:00,2998,6986,165,151,518,3030,21,-1440,0,0,-476,0,0,11953,13.5
2023/01/19,14:00,2997,7406,155,150,517,2352,25,-1310,0,0,-432,0,0,11860,18.25
2023/01/19,15:00,3000,7724,156,151,518,1562,26,-804,0,0,-468,0,0,11865,20.59
2023/01/19,16:00,2998,8776,200,151,517,720,29,-28,0,0,-1164,0,0,12199,20.57
2023/01/19,17:00,2992,10056,339,151,520,77,21,0,610,0,-2224,0,0,12542,23.32
2023/01/19,18:00,2991,10070,595,151,521,0,31,0,764,0,-2074,0,0,13049,23.27
2023/01/19,19:00,2991,10099,508,151,522,0,31,0,237,0,-1808,0,0,12731,20.94
2023/01/19,20:00,2996,9887,343,151,519,0,36,0,38,0,-1698,0,0,12272,20.83
2023/01/19,21:00,2996,9308,268,150,520,0,48,0,0,0,-1568,0,0,11722,20.42
2023/01/19,22:00,2996,8408,187,151,520,0,58,0,0,0,-1386,0,0,10934,19.16
2023/01/19,23:00,2994,7826,148,151,520,0,74,0,0,0,-1446,0,0,10267,18.22
2023/01/20,00:00,2994,7232,153,150,518,0,76,-20,0,0,-1548,0,0,9555,17.56
2023/01/20,01:00,2995,7355,154,151,516,0,62,-198,0,0,-1570,0,0,9465,17.46
2023/01/20,02:00,2997,7734,143,151,521,0,60,0,0,0,-1728,0,0,9878,16.52
2023/01/20,03:00,2995,8563,157,151,522,0,73,0,0,0,-2136,0,0,10325,16.02
2023/01/20,04:00,2995,8665,155,151,522,0,98,0,0,0,-2096,0,0,10490,17
2023/01/20,05:00,2995,9194,187,150,522,0,86,0,0,0,-2348,0,0,10786,17.59
2023/01/20,06:00,2996,9386,403,151,526,0,59,0,0,0,-2078,0,0,11443,19.38
2023/01/20,07:00,2997,9877,454,151,525,101,68,0,474,0,-2580,0,0,12067,21.15
2023/01/20,08:00,2998,9645,335,150,521,1132,91,0,218,0,-2494,0,0,12596,20.92
2023/01/20,09:00,2997,7821,200,150,521,2422,93,0,0,0,-1776,0,0,12428,19.51
2023/01/20,10:00,2998,6530,168,150,520,3374,76,-270,0,0,-1552,0,0,11994,17.31
2023/01/20,11:00,2997,6035,155,150,518,4172,122,-1073,0,0,-1316,0,0,11760,14.88
2023/01/20,12:00,2998,5639,155,150,521,3947,173,-1071,0,0,-1136,0,0,11376,10
2023/01/20,13:00,2996,5852,152,150,517,3416,214,-886,0,0,-796,0,0,11615,13.15
2023/01/20,14:00,2998,5822,143,150,516,3041,240,-434,0,0,-1056,0,0,11420,17.31
2023/01/20,15:00,2999,6728,151,150,517,2346,266,-294,0,0,-1578,0,0,11285,17.71
2023/01/20,16:00,2999,8584,195,151,520,1044,274,-4,0,0,-2110,0,0,11653,19.58
2023/01/20,17:00,2993,9333,345,150,522,106,255,0,528,0,-2066,0,0,12166,21.69
2023/01/20,18:00,2995,9367,627,150,521,0,234,0,1019,0,-2208,0,0,12705,21.39
2023/01/20,19:00,2996,9346,609,151,523,0,211,0,550,0,-1930,0,0,12456,18.92
2023/01/20,20:00,3001,9199,394,151,524,0,190,0,397,0,-1756,0,0,12100,20.35
2023/01/20,21:00,3002,8610,241,151,522,0,176,0,259,0,-1398,0,0,11563,19.27
2023/01/20,22:00,3001,8304,179,152,524,0,129,0,211,0,-1548,0,0,10952,18.16
2023/01/20,23:00,3001,7979,149,152,522,0,104,0,86,0,-1560,0,0,10433,17.41
2023/01/21,00:00,3001,7419,154,152,524,0,103,0,0,0,-1576,0,0,9777,17.18
2023/01/21,01:00,3000,7696,159,152,523,0,105,0,0,0,-1884,0,0,9751,17.14
2023/01/21,02:00,3001,8275,148,152,525,0,87,0,0,0,-2010,0,0,10178,17
2023/01/21,03:00,3000,8458,152,152,525,0,69,0,196,0,-1988,0,0,10564,17.12
2023/01/21,04:00,3001,8446,209,152,525,0,57,0,252,0,-1942,0,0,10700,17.02
2023/01/21,05:00,2999,8404,177,152,524,0,72,0,196,0,-1856,0,0,10668,17.28
2023/01/21,06:00,3002,8718,315,152,526,0,60,0,111,0,-2062,0,0,10822,16.3
2023/01/21,07:00,3000,8947,406,151,523,133,54,0,342,0,-2156,0,0,11400,18.82
2023/01/21,08:00,2999,8476,272,151,523,1619,37,0,72,0,-2442,0,0,11707,12.68
2023/01/21,09:00,3001,6643,202,152,521,3625,24,-766,0,0,-2488,0,0,10914,7.57
2023/01/21,10:00,2999,4450,165,152,508,5525,13,-1190,0,0,-2334,0,0,10288,15.43
2023/01/21,11:00,3001,3557,151,152,443,6596,8,-1632,0,0,-2272,0,0,10004,0.01
2023/01/21,12:00,2999,3362,163,152,425,6878,13,-2069,0,0,-2222,0,0,9701,0.01
2023/01/21,13:00,2998,3624,156,152,423,6401,22,-2169,0,0,-2176,0,0,9431,0.01
2023/01/21,14:00,2999,4539,157,152,469,5130,30,-2059,0,0,-2166,0,0,9251,1.01
2023/01/21,15:00,2999,5491,169,152,509,3671,34,-1636,0,0,-2158,0,0,9231,12.02
2023/01/21,16:00,2999,7236,190,150,524,1704,31,-719,0,0,-2268,0,0,9847,13.23
2023/01/21,17:00,2994,8454,367,152,527,166,22,0,0,0,-1892,0,0,10790,21
2023/01/21,18:00,2994,9052,654,152,526,0,28,0,176,0,-2010,0,0,11572,21.2
2023/01/21,19:00,2995,9014,593,152,526,0,42,0,229,0,-1992,0,0,11559,20
2023/01/21,20:00,3001,9102,395,152,526,0,30,0,332,0,-2154,0,0,11384,19.68
2023/01/21,21:00,3000,9099,271,152,526,0,20,0,143,0,-2212,0,0,10999,19.1
2023/01/21,22:00,3000,8632,183,152,526,0,37,0,112,0,-2032,0,0,10610,18.26
2023/01/21,23:00,2999,8091,157,152,525,0,62,0,15,0,-1766,0,0,10235,17.59
2023/01/22,00:00,2997,7750,168,151,528,0,56,0,0,0,-1872,0,0,9778,17.36
2023/01/22,01:00,2998,7846,158,151,524,0,76,0,0,0,-1992,0,0,9761,7.04
2023/01/22,02:00,2999,8186,188,151,524,0,102,0,0,0,-2058,0,0,10092,7.04
2023/01/22,03:00,3000,8404,329,151,526,0,119,0,0,0,-2144,0,0,10385,7.04
2023/01/22,04:00,2999,8366,371,151,527,0,72,0,0,0,-2118,0,0,10368,7.04
2023/01/22,05:00,3000,8123,268,151,526,0,49,0,0,0,-1996,0,0,10121,7.04
2023/01/22,06:00,2999,8068,191,151,527,0,98,0,0,0,-2008,0,0,10026,7.04
2023/01/22,07:00,3001,8448,192,151,529,123,109,0,58,0,-2186,0,0,10425,10.59
2023/01/22,08:00,2999,7693,192,151,526,1331,109,0,30,0,-2368,0,0,10663,8.52
2023/01/22,09:00,3001,6557,185,150,525,2389,95,0,0,0,-2322,0,0,10580,10.03
2023/01/22,10:00,2999,5233,152,150,525,2903,87,0,18,0,-1624,0,0,10443,16
2023/01/22,11:00,2996,5155,156,150,526,2430,95,-55,0,0,-1057,0,0,10396,14.76
2023/01/22,12:00,2999,4690,175,150,527,2251,112,-513,0,0,-11,0,0,10380,12.76
2023/01/22,13:00,2998,5282,161,150,526,1462,107,-180,0,0,-238,0,0,10268,10.55
2023/01/22,14:00,3000,6017,162,150,524,899,149,-452,0,0,-250,0,0,10199,2.51
2023/01/22,15:00,2996,7217,175,150,528,337,175,-492,0,0,-616,0,0,10470,2.25
2023/01/22,16:00,2996,8334,190,150,531,121,211,-170,0,0,-1436,0,0,10927,12.45
2023/01/22,17:00,3000,9164,355,150,528,10,238,0,0,0,-1700,0,0,11745,20.04
2023/01/22,18:00,2994,9323,650,150,528,0,269,0,0,0,-1814,0,0,12100,19.32
2023/01/22,19:00,2998,9209,608,150,529,0,272,0,0,0,-1838,0,0,11928,19.13
2023/01/22,20:00,2997,9521,414,150,527,0,241,0,129,0,-2412,0,0,11567,19.06
2023/01/22,21:00,3000,9130,270,150,527,0,244,0,18,0,-2328,0,0,11011,18.17
2023/01/22,22:00,3002,8347,178,150,528,0,240,0,0,0,-2202,0,0,10243,14.38
2023/01/22,23:00,3000,7803,159,151,529,0,213,0,0,0,-2214,0,0,9641,10.59
2023/01/23,00:00,2999,7225,159,150,528,0,200,0,0,0,-2122,0,0,9139,7.04
2023/01/23,01:00,3001,7192,171,150,529,0,183,0,0,0,-2094,0,0,9132,7.04
2023/01/23,02:00,2999,7641,180,150,528,0,153,0,0,0,-2148,0,0,9503,7.04
2023/01/23,03:00,2999,8008,187,150,529,0,130,0,0,0,-2136,0,0,9867,7.04
2023/01/23,04:00,3002,8160,179,150,528,0,151,0,0,0,-2124,0,0,10046,7.04
2023/01/23,05:00,3001,8284,208,150,526,0,166,0,0,0,-2062,0,0,10273,7.04
2023/01/23,06:00,3002,8677,308,150,527,0,158,0,42,0,-1950,0,0,10914,7.04
2023/01/23,07:00,3001,9094,397,150,525,50,173,0,553,0,-2160,0,0,11783,15.72
2023/01/23,08:00,3002,9152,354,150,518,877,173,0,1035,0,-2876,0,0,12385,24.06
2023/01/23,09:00,3002,8208,239,150,512,2549,123,0,536,0,-3138,0,0,12181,24.56
2023/01/23,10:00,3001,7096,204,150,513,3752,88,0,125,0,-3052,0,0,11877,22.47
2023/01/23,11:00,3002,6442,185,150,511,4539,77,-161,0,0,-3014,0,0,11731,22.24
2023/01/23,12:00,3000,6519,190,150,510,4431,84,-819,0,0,-2836,0,0,11229,18.77
2023/01/23,13:00,3003,7448,194,150,503,3701,94,-978,0,0,-2870,0,0,11245,19.28
2023/01/23,14:00,3001,7963,185,150,500,2752,110,-687,0,0,-2786,0,0,11188,20.57
2023/01/23,15:00,3000,8509,202,150,505,1566,116,-338,0,0,-2470,0,0,11240,20.27
2023/01/23,16:00,3000,9143,212,150,512,661,137,-127,0,0,-2074,0,0,11614,22.04
2023/01/23,17:00,2996,9979,276,150,518,82,117,0,90,0,-2220,0,0,11988,23.5
2023/01/23,18:00,2997,10031,585,150,521,0,98,0,211,0,-2146,0,0,12447,23.22
2023/01/23,19:00,2996,9917,559,150,521,0,58,0,0,0,-2078,0,0,12123,22.43
2023/01/23,20:00,3000,9821,446,150,522,0,44,0,0,0,-2296,0,0,11687,20.6
2023/01/23,21:00,3001,9464,277,150,519,0,51,0,0,0,-2344,0,0,11118,18.59
2023/01/23,22:00,3002,8978,212,150,520,0,46,0,0,0,-2414,0,0,10494,17.18
2023/01/23,23:00,3001,8451,173,150,524,0,48,0,0,0,-2416,0,0,9931,17.1
2023/01/24,00:00,2999,8103,170,150,522,0,67,-309,0,0,-2374,0,0,9328,11.18
2023/01/24,01:00,3001,8161,173,150,519,0,107,-509,0,0,-2368,0,0,9234,10
2023/01/24,02:00,2999,8356,169,150,518,0,152,-268,0,0,-2410,0,0,9666,10.59
2023/01/24,03:00,3000,8472,167,150,521,0,228,0,0,0,-2426,0,0,10112,11.18
2023/01/24,04:00,2997,8634,181,151,522,0,274,0,0,0,-2446,0,0,10313,11.18
