,,Kyushu,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Kyushu
2023/06/26,16:00,3216,5867,480,142,539,3271,82,0,8,0,-1604,0,0,12001,10.47
2023/06/26,17:00,3215,6057,770,143,541,1921,79,-26,0,0,-983,0,0,11717,10.77
2023/06/26,18:00,3216,6333,990,143,545,707,79,-5,0,0,-470,0,0,11538,8.94
2023/06/26,19:00,3223,6447,995,143,544,48,81,0,7,0,-311,0,0,11177,8.51
2023/06/26,20:00,3221,6051,933,143,542,0,90,-48,0,0,-291,0,0,10641,9.57
2023/06/26,21:00,3218,5406,675,143,542,0,96,-16,0,0,-53,0,0,10011,8.81
2023/06/26,22:00,3221,5767,485,143,543,0,94,-1,0,0,-711,0,0,9541,7.37
2023/06/26,23:00,3219,5266,347,143,543,0,107,0,9,0,-551,0,0,9083,6
2023/06/27,00:00,3222,5201,317,143,545,0,118,0,8,0,-1182,0,0,8372,7.35
2023/06/27,01:00,3220,5267,308,144,541,0,122,-245,0,0,-1396,0,0,7961,7.21
2023/06/27,02:00,3219,5430,389,144,543,0,129,-314,0,0,-1548,0,0,7992,7.2
2023/06/27,03:00,3220,5402,508,143,542,0,130,-71,0,0,-1542,0,0,8332,7.83
2023/06/27,04:00,3218,5273,594,143,544,0,115,0,0,0,-1170,0,0,8717,9.6
2023/06/27,05:00,3218,5318,699,143,545,76,97,-17,0,0,-1218,0,0,8861,10.86
2023/06/27,06:00,3217,4908,473,143,544,678,104,0,4,0,-1172,0,0,8899,7.83
2023/06/27,07:00,3222,4683,339,143,542,1701,91,-17,0,0,-1420,0,0,9284,6.08
2023/06/27,08:00,3222,4884,303,143,536,3137,90,-348,0,0,-1396,0,0,10571,8
2023/06/27,09:00,3221,4713,326,143,535,4829,83,-543,0,0,-1510,0,0,11797,9.49
2023/06/27,10:00,3221,4542,294,143,535,6053,91,-522,0,0,-1882,0,0,12475,9.13
2023/06/27,11:00,3220,4766,276,142,535,6708,97,-489,0,0,-2392,0,0,12863,9.05
2023/06/27,12:00,3220,4722,278,142,535,6604,102,-736,0,0,-2228,0,0,12639,5.03
2023/06/27,13:00,3219,5023,291,142,534,6393,93,-388,0,0,-2440,0,0,12867,8.96
2023/06/27,14:00,3222,5337,306,142,535,6133,83,-302,0,0,-2512,0,0,12944,9.46
2023/06/27,15:00,3219,5658,310,142,536,5355,73,-453,0,0,-1932,0,0,12908,10.81
2023/06/27,16:00,3221,6161,382,142,539,3885,70,0,119,0,-1680,0,0,12839,13.92
2023/06/27,17:00,3211,6808,662,142,541,2179,72,0,186,0,-1184,0,0,12617,13.92
2023/06/27,18:00,3215,6755,972,142,541,690,72,0,311,0,-566,0,0,12132,15.39
2023/06/27,19:00,3215,6861,979,143,540,38,66,0,341,0,-432,0,0,11751,14.73
2023/06/27,20:00,3220,6579,814,143,541,0,76,0,140,0,-291,0,0,11222,14.7
2023/06/27,21:00,3217,6134,611,143,543,0,93,0,50,0,-265,0,0,10526,13.91
2023/06/27,22:00,3219,6063,436,143,544,0,103,0,2,0,-463,0,0,10047,10.45
2023/06/27,23:00,3218,5761,349,143,545,0,113,0,16,0,-631,0,0,9514,7.9
2023/06/28,00:00,3217,5751,303,143,544,0,108,-453,0,0,-830,0,0,8783,7.9
2023/06/28,01:00,3217,5764,323,143,543,0,108,-766,0,0,-1020,0,0,8312,7.9
2023/06/28,02:00,3218,5867,383,143,545,0,102,-689,0,0,-1316,0,0,8253,7.39
2023/06/28,03:00,3221,5635,475,143,547,0,97,-102,0,0,-1426,0,0,8590,7.41
2023/06/28,04:00,3218,5665,649,143,543,0,96,-5,0,0,-1400,0,0,8909,7.88
2023/06/28,05:00,3216,5563,525,143,543,67,103,-9,0,0,-1086,0,0,9065,7.85
2023/06/28,06:00,3217,5252,422,143,542,620,95,-301,0,0,-960,0,0,9030,7.23
2023/06/28,07:00,3221,5012,343,143,540,1498,93,-477,0,0,-988,0,0,9385,7.08
2023/06/28,08:00,3220,5319,318,142,533,2342,94,-151,0,0,-1080,0,0,10737,8.75
2023/06/28,09:00,3219,5634,317,142,532,2606,101,0,177,0,-1162,0,0,11566,9.99
2023/06/28,10:00,3221,5395,331,142,534,2720,113,0,168,0,-684,0,0,11940,9.89
2023/06/28,11:00,3218,5522,341,143,535,3069,105,-32,0,0,-794,0,0,12107,9.57
2023/06/28,12:00,3216,5639,351,143,535,3565,110,-405,0,0,-1478,0,0,11676,7.87
2023/06/28,13:00,3218,5981,345,143,532,4012,108,-332,0,0,-1862,0,0,12145,9.01
2023/06/28,14:00,3216,5745,346,142,530,4034,116,-10,0,0,-1980,0,0,12139,9.89
2023/06/28,15:00,3218,5690,363,142,532,3870,119,-13,0,0,-1732,0,0,12189,10.02
2023/06/28,16:00,3217,6157,416,142,536,2993,118,0,255,0,-1488,0,0,12346,9.47
2023/06/28,17:00,3209,6200,699,141,536,1681,116,0,230,0,-786,0,0,12026,9.32
2023/06/28,18:00,3209,6732,1040,141,536,519,108,0,238,0,-794,0,0,11729,9.8
2023/06/28,19:00,3210,6970,1049,141,535,25,105,0,436,0,-1040,0,0,11431,10.95
2023/06/28,20:00,3218,6479,917,141,533,0,110,0,225,0,-672,0,0,10951,10.89
2023/06/28,21:00,3215,6050,666,141,533,0,92,0,37,0,-404,0,0,10330,10.2
2023/06/28,22:00,3217,5623,506,142,534,0,91,0,5,0,-167,0,0,9951,9.15
2023/06/28,23:00,3217,5649,457,141,538,0,89,0,16,0,-675,0,0,9432,6.72
2023/06/29,00:00,3216,6160,442,141,536,0,88,-325,0,0,-1556,0,0,8702,6.08
2023/06/29,01:00,3217,5895,433,141,534,0,74,-605,0,0,-1412,0,0,8277,5.05
2023/06/29,02:00,3217,5825,436,141,534,0,77,-611,0,0,-1324,0,0,8295,5.05
2023/06/29,03:00,3216,6043,565,142,536,0,92,-605,0,0,-1400,0,0,8589,5.05
2023/06/29,04:00,3213,6078,709,141,538,0,107,-302,0,0,-1520,0,0,8964,5.05
2023/06/29,05:00,3212,6037,697,142,537,72,123,-293,0,0,-1402,0,0,9125,5.05
2023/06/29,06:00,3212,5698,563,142,537,693,117,-283,0,0,-1550,0,0,9129,5.03
2023/06/29,07:00,3217,5650,475,141,537,1388,118,-139,0,0,-1778,0,0,9609,5.05
2023/06/29,08:00,3211,6049,446,141,530,2350,112,0,10,0,-1922,0,0,10927,8.06
2023/06/29,09:00,3213,5996,437,140,525,3299,123,-2,0,0,-1750,0,0,11981,9.57
2023/06/29,10:00,3211,5775,417,137,527,4504,131,-17,0,0,-2478,0,0,12207,9.39
2023/06/29,11:00,3211,5580,427,137,525,4944,151,0,0,0,-2264,0,0,12711,8.99
2023/06/29,12:00,3216,5510,424,137,529,4663,171,-176,0,0,-2322,0,0,12152,8.36
2023/06/29,13:00,3213,5716,431,137,532,4470,185,-16,0,0,-2170,0,0,12498,8.36
2023/06/29,14:00,3213,6294,438,137,529,4147,194,-5,0,0,-2224,0,0,12723,8.84
2023/06/29,15:00,3212,7046,472,137,530,3262,193,0,4,0,-2280,0,0,12576,9.49
2023/06/29,16:00,3215,7197,553,138,535,2190,197,0,8,0,-1526,0,0,12507,11.2
2023/06/29,17:00,3207,7315,872,142,534,1095,194,0,23,0,-1219,0,0,12163,13.18
2023/06/29,18:00,3207,7426,1090,142,537,354,199,0,101,0,-1064,0,0,11992,14.67
2023/06/29,19:00,3206,7346,1115,141,535,24,191,0,164,0,-1049,0,0,11673,14.51
2023/06/29,20:00,3213,7339,806,141,534,0,195,0,151,0,-1235,0,0,11144,12.04
2023/06/29,21:00,3214,7154,696,141,534,0,197,-22,0,0,-1343,0,0,10571,9.44
2023/06/29,22:00,3211,7066,593,141,533,0,205,-331,0,0,-1311,0,0,10107,8.36
2023/06/29,23:00,3211,7091,545,141,540,0,207,-810,0,0,-1317,0,0,9608,7.25
2023/06/30,00:00,3211,6692,528,141,539,0,214,-844,0,0,-1638,0,0,8843,5.05
2023/06/30,01:00,3213,6001,518,142,535,0,224,-652,0,0,-1598,0,0,8383,5.05
2023/06/30,02:00,3212,5597,526,142,536,0,219,-224,0,0,-1640,0,0,8368,5.05
2023/06/30,03:00,3212,5728,665,142,537,0,224,-12,0,0,-1828,0,0,8668,5.05
2023/06/30,04:00,3208,5923,832,142,536,0,230,-8,0,0,-1840,0,0,9023,6.03
2023/06/30,05:00,3210,5949,812,142,538,34,231,0,7,0,-1672,0,0,9251,7.06
2023/06/30,06:00,3208,5722,592,142,537,400,224,-8,0,0,-1562,0,0,9255,6.85
2023/06/30,07:00,3214,5661,553,142,539,784,230,0,16,0,-1290,0,0,9849,5.05
2023/06/30,08:00,3210,6464,549,142,532,1236,246,0,44,0,-1366,0,0,11057,9.44
2023/06/30,09:00,3210,7033,703,141,534,1780,233,0,177,0,-1940,0,0,11871,15.04
2023/06/30,10:00,3209,7325,730,141,533,2195,256,0,30,0,-2184,0,0,12235,13.28
2023/06/30,11:00,3209,7449,671,141,530,2328,266,0,89,0,-2416,0,0,12267,11.94
2023/06/30,12:00,3208,7379,584,141,533,1970,262,0,10,0,-2248,0,0,11839,9.41
2023/06/30,13:00,3209,7388,858,141,530,1507,253,0,126,0,-2008,0,0,12004,14.37
2023/06/30,14:00,3209,7190,987,141,532,1183,277,0,196,0,-1848,0,0,11867,16
2023/06/30,15:00,3210,7544,1017,141,536,931,276,0,228,0,-2212,0,0,11671,16.52
2023/06/30,16:00,3210,7702,1011,141,540,549,258,0,476,0,-2198,0,0,11689,16.93
2023/06/30,17:00,3206,7403,1011,141,538,286,253,0,530,0,-1928,0,0,11440,15.28
2023/06/30,18:00,3206,6920,992,141,536,88,244,0,523,0,-1400,0,0,11250,10.89
2023/06/30,19:00,3207,6801,989,141,539,5,266,0,506,0,-1492,0,0,10962,9.05
2023/06/30,20:00,3215,7064,965,141,537,0,264,0,122,0,-1821,0,0,10487,8.36
2023/06/30,21:00,3211,7072,857,141,539,0,284,-168,0,0,-1941,0,0,9995,7.35
2023/06/30,22:00,3209,6527,858,141,538,0,279,0,10,0,-1901,0,0,9661,5.05
2023/06/30,23:00,3210,5919,848,141,538,0,267,0,1,0,-1673,0,0,9251,4.53
2023/07/01,00:00,3211,4890,842,141,539,0,248,0,8,0,-1284,0,0,8595,5.28
2023/07/01,01:00,3209,4748,849,141,534,0,244,-1,0,0,-1600,0,0,8124,5.28
2023/07/01,02:00,3210,4905,867,141,539,0,244,-13,0,0,-1756,0,0,8137,6.77
2023/07/01,03:00,3210,5108,879,140,541,0,215,-16,0,0,-1642,0,0,8435,8.44
2023/07/01,04:00,3204,5181,954,140,539,0,200,-5,0,0,-1498,0,0,8715,8.5
2023/07/01,05:00,3206,5300,944,122,541,7,195,0,0,0,-1562,0,0,8753,6.78
2023/07/01,06:00,3205,4680,897,85,540,56,156,0,0,0,-1202,0,0,8417,5.28
2023/07/01,07:00,3209,4681,901,85,541,195,127,0,4,0,-1146,0,0,8597,5.28
2023/07/01,08:00,3209,5091,961,85,538,401,71,-1,0,0,-1056,0,0,9299,9.06
2023/07/01,09:00,3209,5032,964,88,538,811,61,0,0,0,-838,0,0,9865,9.82
2023/07/01,10:00,3210,4992,958,128,541,1129,47,0,4,0,-906,0,0,10103,9.86
2023/07/01,11:00,3208,4718,951,136,543,1471,52,-20,0,0,-876,0,0,10183,9.23
2023/07/01,12:00,3210,4304,982,141,538,1987,30,-26,0,0,-1150,0,0,10016,8.43
2023/07/01,13:00,3209,4621,972,144,535,1945,12,0,21,0,-1268,0,0,10191,8.58
2023/07/01,14:00,3210,4968,977,144,536,1144,17,0,7,0,-1050,0,0,9953,9.81
2023/07/01,15:00,3214,4828,1014,144,538,1101,13,-14,0,0,-1136,0,0,9702,9.94
2023/07/01,16:00,3212,4980,1030,145,541,870,34,0,190,0,-1338,0,0,9664,10
2023/07/01,17:00,3209,5105,1039,145,543,577,48,0,341,0,-1362,0,0,9645,10.07
2023/07/01,18:00,3209,5098,1078,145,545,328,51,0,550,0,-1318,0,0,9686,10.89
2023/07/01,19:00,3211,5200,1060,144,547,36,40,0,842,0,-1448,0,0,9632,11.14
2023/07/01,20:00,3217,4955,1062,144,542,0,34,0,674,0,-1262,0,0,9366,10.89
2023/07/01,21:00,3215,4475,1060,145,543,0,36,0,485,0,-1060,0,0,8899,10.89
2023/07/01,22:00,3216,4333,1061,145,544,0,44,0,378,0,-1096,0,0,8625,9.13
2023/07/01,23:00,3217,4161,1064,145,545,0,39,0,272,0,-1088,0,0,8355,7.22
2023/07/02,00:00,3214,3825,1019,145,545,0,45,0,254,0,-1256,0,0,7791,5.28
2023/07/02,01:00,3214,3271,1013,144,545,0,37,0,10,0,-832,0,0,7402,4.14
2023/07/02,02:00,3215,3146,1005,144,543,0,36,-22,0,0,-630,0,0,7437,0.52
2023/07/02,03:00,3217,3355,1019,144,546,0,32,0,293,0,-864,0,0,7742,2.92
2023/07/02,04:00,3212,3307,1071,144,545,0,43,0,556,0,-790,0,0,8088,5.28
2023/07/02,05:00,3212,2892,1053,144,544,57,52,0,667,0,-498,0,0,8123,2.08
2023/07/02,06:00,3211,2776,1022,142,493,514,27,0,477,0,-1048,0,0,7614,0.01
2023/07/02,07:00,3214,2763,999,144,425,1504,12,0,269,0,-1724,0,0,7606,0.01
2023/07/02,08:00,3216,2668,996,142,421,2792,10,-256,0,0,-1896,0,0,8093,0.01
2023/07/02,09:00,3215,2715,994,142,420,3772,17,-516,0,0,-1736,0,0,9023,0.01
2023/07/02,10:00,3214,2828,998,141,420,4246,23,-640,0,0,-1932,0,0,9298,0.01
2023/07/02,11:00,3215,2858,1011,141,421,5341,39,-1242,0,0,-2084,0,0,9700,0.01
2023/07/02,12:00,3211,2804,1020,141,469,5860,60,-1345,0,0,-2082,0,0,10138,0.01
2023/07/02,13:00,3215,2879,1046,140,526,5720,67,-1327,0,0,-2150,0,0,10116,0.01
2023/07/02,14:00,3216,3229,1032,140,541,4818,53,-730,0,0,-2022,0,0,10277,0.01
2023/07/02,15:00,3217,3706,1033,140,543,3810,50,-643,0,0,-1568,0,0,10288,0.01
2023/07/02,16:00,3209,4854,1079,140,541,2748,68,-796,0,0,-1256,0,0,10587,0.26
2023/07/02,17:00,3212,5647,1086,141,542,1295,72,-163,0,0,-1182,0,0,10650,6.72
2023/07/02,18:00,3212,6378,1088,141,544,475,58,0,4,0,-1064,0,0,10836,10.26
2023/07/02,19:00,3217,6585,1100,141,543,37,78,0,29,0,-1104,0,0,10626,11.02
2023/07/02,20:00,3216,6119,1099,141,541,0,95,0,0,0,-936,0,0,10275,9.67
2023/07/02,21:00,3215,5852,1079,141,541,0,90,0,0,0,-1138,0,0,9780,8.51
2023/07/02,22:00,3217,5598,1066,142,543,0,92,0,10,0,-1408,0,0,9260,8.34
2023/07/02,23:00,3214,4982,1064,142,542,0,103,0,13,0,-1336,0,0,8724,5.28
2023/07/03,00:00,3213,4195,1035,142,542,0,119,-44,0,0,-1172,0,0,8030,4.14
2023/07/03,01:00,3215,3843,1056,143,539,0,125,-630,0,0,-692,0,0,7599,0.02
2023/07/03,02:00,3215,3977,1058,142,543,0,147,-765,0,0,-672,0,0,7645,0.02
2023/07/03,03:00,3216,4321,1071,143,543,0,148,-293,0,0,-1114,0,0,8035,2.69
2023/07/03,04:00,3209,4987,1107,143,545,0,130,0,13,0,-1644,0,0,8490,8.2
2023/07/03,05:00,3210,4781,1089,143,545,4,131,-4,0,0,-1176,0,0,8723,6.13
2023/07/03,06:00,3212,4319,1080,144,544,41,121,-4,0,0,-620,0,0,8837,4.01
2023/07/03,07:00,3215,4519,1061,144,541,136,131,0,0,0,-296,0,0,9451,2
2023/07/03,08:00,3216,5446,1048,144,536,245,129,0,4,0,-270,0,0,10498,4.97
2023/07/03,09:00,3216,5621,1007,145,534,529,144,-9,0,16,0,0,0,11203,8.39
2023/07/03,10:00,3215,5351,986,143,533,802,163,-1,0,24,0,0,0,11216,8.9
2023/07/03,11:00,3212,5165,997,143,531,1277,140,-14,0,0,-266,0,0,11185,9.55
2023/07/03,12:00,3213,4994,993,143,536,1765,138,-13,0,0,-984,0,0,10785,6
2023/07/03,13:00,3210,4778,971,143,523,2728,118,-4,0,0,-1356,0,0,11111,9.07
2023/07/03,14:00,3207,5231,974,142,522,3166,79,0,21,0,-2096,0,0,11246,8.78
2023/07/03,15:00,3210,5903,965,142,526,3008,81,0,5,0,-2500,0,0,11340,9.76
2023/07/03,16:00,3214,5770,930,142,533,2308,51,-9,0,0,-1578,0,0,11361,12.25
2023/07/03,17:00,3208,6373,909,142,535,1146,60,0,74,0,-1334,0,0,11113,14.81
2023/07/03,18:00,3210,6281,896,142,537,309,44,0,315,0,-830,0,0,10904,15.16
2023/07/03,19:00,3210,6254,922,143,537,18,41,0,332,0,-780,0,0,10677,15.16
2023/07/03,20:00,3217,5838,942,143,535,0,69,0,68,0,-586,0,0,10226,13.87
2023/07/03,21:00,3220,5574,941,142,538,0,58,0,1,0,-800,0,0,9674,12.74
2023/07/03,22:00,3217,5214,950,142,534,0,65,-14,0,0,-854,0,0,9254,12.76
2023/07/03,23:00,3217,4983,957,143,538,0,49,0,10,0,-1016,0,0,8881,9.22
2023/07/04,00:00,3219,4769,959,143,539,0,40,-12,0,0,-1432,0,0,8225,8.5
2023/07/04,01:00,3218,4631,964,144,535,0,64,-18,0,0,-1688,0,0,7850,8.61
2023/07/04,02:00,3219,4691,963,144,538,0,55,-10,0,0,-1696,0,0,7904,8.41
2023/07/04,03:00,3219,4893,962,144,542,0,41,-5,0,0,-1544,0,0,8252,8.49
2023/07/04,04:00,3214,4863,962,144,537,0,32,0,25,0,-1152,0,0,8625,8.5
2023/07/04,05:00,3216,4824,977,144,542,62,30,0,121,0,-1166,0,0,8750,6.78
2023/07/04,06:00,3217,4408,974,144,542,505,13,-45,0,0,-1132,0,0,8626,5.28
2023/07/04,07:00,3220,4036,978,144,542,1371,32,-316,0,0,-1024,0,0,8983,1
2023/07/04,08:00,3220,4018,996,143,535,2797,37,-582,0,0,-1028,0,0,10136,3.06
2023/07/04,09:00,3219,3980,1004,143,528,4077,30,-620,0,0,-1056,0,0,11305,5.14
2023/07/04,10:00,3221,4053,1024,141,530,4645,16,-307,0,0,-1566,0,0,11757,8.51
2023/07/04,11:00,3221,4149,1065,141,533,5006,10,-63,0,0,-2132,0,0,11930,8.54
2023/07/04,12:00,3218,4057,1075,141,534,5357,7,-886,0,0,-1702,0,0,11801,6
2023/07/04,13:00,3215,4693,1080,141,528,4724,11,-489,0,0,-1694,0,0,12209,9.78
2023/07/04,14:00,3215,5640,1106,141,529,2995,16,0,162,0,-1378,0,0,12426,10.78
2023/07/04,15:00,3215,5955,1123,141,529,1431,18,0,23,0,-330,0,0,12105,12.44
2023/07/04,16:00,3220,6485,1136,141,531,768,18,-3,0,0,-330,0,0,11966,15.27
2023/07/04,17:00,3211,7073,1138,141,538,491,14,0,228,0,-1332,0,0,11502,15.21
2023/07/04,18:00,3214,7502,1125,141,538,209,15,0,539,0,-1928,0,0,11355,15.01
2023/07/04,19:00,3214,7399,1115,141,540,12,17,0,537,0,-1790,0,0,11185,14.46
2023/07/04,20:00,3218,6113,1113,142,536,0,17,0,335,0,-762,0,0,10712,10.94
2023/07/04,21:00,3218,5575,1109,142,539,0,28,0,168,0,-634,0,0,10145,10.76
2023/07/04,22:00,3218,5453,1107,142,539,0,43,0,129,0,-912,0,0,9719,8.75
2023/07/04,23:00,3217,5030,1109,142,538,0,67,0,95,0,-884,0,0,9314,6.78
2023/07/05,00:00,3219,5208,1111,141,536,0,96,0,30,0,-1738,0,0,8603,7.95
2023/07/05,01:00,3219,4778,1111,141,531,0,118,-16,0,0,-1680,0,0,8202,8.2
2023/07/05,02:00,3218,4872,1109,141,532,0,129,-14,0,0,-1764,0,0,8223,7.89
2023/07/05,03:00,3221,5051,1112,141,537,0,146,-11,0,0,-1638,0,0,8559,8.54
2023/07/05,04:00,3216,5279,1108,140,532,0,169,0,7,0,-1526,0,0,8925,8.78
2023/07/05,05:00,3216,5283,1109,140,541,24,189,-17,0,0,-1392,0,0,9093,8.23
2023/07/05,06:00,3217,4973,1109,140,538,284,193,0,5,0,-1332,0,0,9127,8.17
2023/07/05,07:00,3222,5201,1106,140,534,796,194,0,5,0,-1530,0,0,9668,8.59
2023/07/05,08:00,3220,6063,1112,140,529,1094,186,0,75,0,-1400,0,0,11019,11.41
2023/07/05,09:00,3181,6692,1111,140,524,1168,190,0,135,0,-1212,0,0,11929,12.45
2023/07/05,10:00,3133,6869,1104,140,526,1451,188,-6,0,0,-1284,0,0,12121,11.74
2023/07/05,11:00,3142,7009,1108,140,525,1377,202,0,5,0,-1328,0,0,12180,13.53
2023/07/05,12:00,3168,6510,1117,140,528,1237,196,-31,0,0,-1150,0,0,11715,11.29
2023/07/05,13:00,3188,6828,1121,140,526,1431,194,-33,0,0,-1522,0,0,11873,12.76
2023/07/05,14:00,3207,6910,1118,140,523,1560,200,0,149,0,-1898,0,0,11909,13.03
2023/07/05,15:00,3213,6606,1118,140,525,1905,193,0,23,0,-1864,0,0,11859,9.94
2023/07/05,16:00,3214,6747,1118,140,532,1792,181,0,7,0,-1756,0,0,11975,9.59
2023/07/05,17:00,3212,6877,1140,141,533,1285,164,0,220,0,-1804,0,0,11768,8.64
2023/07/05,18:00,3215,6866,1153,141,535,536,141,0,474,0,-1536,0,0,11525,10.13
2023/07/05,19:00,3216,6912,1158,141,533,42,127,0,494,0,-1392,0,0,11231,10.03
2023/07/05,20:00,3210,6591,1157,142,531,0,104,0,83,0,-1124,0,0,10694,9.81
2023/07/05,21:00,3208,5909,1155,142,531,0,67,-13,0,0,-942,0,0,10057,9.17
2023/07/05,22:00,3220,5801,1154,142,537,0,61,-13,0,0,-1340,0,0,9562,8.34
2023/07/05,23:00,3216,5331,1154,144,538,0,46,0,6,0,-1394,0,0,9041,6.78
2023/07/06,00:00,3223,4815,1130,144,538,0,35,0,2,0,-1534,0,0,8353,3.38
2023/07/06,01:00,3220,4200,1129,144,537,0,24,-252,0,0,-1116,0,0,7886,0.02
2023/07/06,02:00,3219,4152,1129,145,538,0,19,-78,0,0,-1252,0,0,7872,0.02
2023/07/06,03:00,3218,4568,1129,146,538,0,23,-12,0,0,-1372,0,0,8238,0.51
2023/07/06,04:00,3214,4785,1127,148,540,0,14,0,4,0,-1248,0,0,8584,4
2023/07/06,05:00,3214,4902,1126,148,540,65,18,0,25,0,-1294,0,0,8744,2
2023/07/06,06:00,3217,4180,1128,149,544,809,8,-72,0,0,-1384,0,0,8579,2.51
2023/07/06,07:00,3218,3294,1128,121,542,2525,8,-294,0,0,-1590,0,0,8952,0.01
2023/07/06,08:00,3217,3282,1131,89,529,4489,8,-531,0,0,-2046,0,0,10168,0.01
2023/07/06,09:00,3220,3034,1134,86,524,6359,1,-554,0,0,-2348,0,0,11456,0.01
2023/07/06,10:00,3217,3029,1136,85,525,7495,0,-720,0,0,-2580,0,0,12187,0.02
2023/07/06,11:00,3217,3005,1151,85,525,8043,1,-816,0,0,-2550,0,0,12661,0.01
2023/07/06,12:00,3217,3039,1150,87,524,8138,5,-1363,0,0,-2126,0,0,12671,0.01
2023/07/06,13:00,3214,3282,1172,84,520,7301,9,-1132,0,0,-1572,0,0,12878,0.01
2023/07/06,14:00,3213,3646,1191,84,518,6311,11,-135,0,0,-1874,0,0,12965,0.01
2023/07/06,15:00,3211,4905,1213,84,525,4764,12,0,185,0,-2012,0,0,12887,0.51
2023/07/06,16:00,3212,5663,1228,85,531,3398,12,0,219,0,-1476,0,0,12872,6.89
2023/07/06,17:00,3215,6583,1250,85,538,2017,20,0,2,0,-1096,0,0,12614,12.16
2023/07/06,18:00,3205,7738,1261,91,539,766,16,0,58,0,-1412,0,0,12262,15.04
2023/07/06,19:00,3204,7982,1261,115,539,62,16,0,199,0,-1486,0,0,11892,15.04
2023/07/06,20:00,3207,7033,1237,127,536,0,23,0,101,0,-932,0,0,11332,14.04
2023/07/06,21:00,3214,6493,1226,127,537,0,24,0,1,0,-1040,0,0,10582,11.04
2023/07/06,22:00,3216,6293,1222,134,540,0,36,0,5,0,-1302,0,0,10144,8.68
2023/07/06,23:00,3217,5889,1220,140,542,0,60,0,13,0,-1430,0,0,9651,8.44
2023/07/07,00:00,3219,4930,1209,142,538,0,74,-20,0,0,-1214,0,0,8878,5.14
2023/07/07,01:00,3218,4256,1206,142,536,0,82,-13,0,0,-1052,0,0,8375,4
2023/07/07,02:00,3217,4267,1234,141,538,0,83,-28,0,0,-1046,0,0,8406,2
2023/07/07,03:00,3216,4782,1250,141,538,0,65,-11,0,0,-1284,0,0,8697,5.14
2023/07/07,04:00,3210,5406,1249,141,539,0,61,0,0,0,-1540,0,0,9066,7.95
2023/07/07,05:00,3213,5302,1250,142,544,54,66,-5,0,0,-1372,0,0,9194,6.78
2023/07/07,06:00,3208,4835,1240,142,544,540,76,-5,0,0,-1380,0,0,9200,5.14
2023/07/07,07:00,3212,4713,1230,111,540,1172,90,0,0,0,-1234,0,0,9834,4.05
2023/07/07,08:00,3211,5602,1232,87,538,1354,96,0,198,0,-1016,0,0,11302,5.64
2023/07/07,09:00,3213,5717,1233,85,531,1356,105,0,88,20,0,0,0,12348,9.51
2023/07/07,10:00,3215,5794,1251,85,535,1763,110,0,0,0,-350,0,0,12403,9.72
2023/07/07,11:00,3217,5911,1256,85,536,2387,135,0,5,0,-1148,0,0,12384,10.21
2023/07/07,12:00,3221,5856,1287,85,534,3045,156,-11,0,0,-1972,0,0,12201,8.68
2023/07/07,13:00,3217,6388,1300,85,533,2833,169,0,124,0,-2318,0,0,12331,10.82
2023/07/07,14:00,3215,6949,1288,85,532,2690,185,0,147,0,-2530,0,0,12561,14.84
2023/07/07,15:00,3215,6795,1274,85,536,2241,197,0,100,0,-2072,0,0,12371,15.13
2023/07/07,16:00,3215,7062,1255,86,537,1962,197,0,60,0,-1880,0,0,12494,15.38
2023/07/07,17:00,3207,7629,1251,124,542,1011,219,0,52,0,-1816,0,0,12219,14.99
2023/07/07,18:00,3204,7755,1257,133,538,361,201,0,265,0,-1750,0,0,11964,15
2023/07/07,19:00,3206,7664,1262,140,540,23,192,0,282,0,-1534,0,0,11775,13.21
2023/07/07,20:00,3212,6699,1261,141,538,0,200,0,206,0,-990,0,0,11267,10.41
2023/07/07,21:00,3216,6168,1259,141,536,0,212,0,1,0,-886,0,0,10647,9.87
2023/07/07,22:00,3212,5723,1242,141,538,0,238,0,2,0,-928,0,0,10168,9.24
2023/07/07,23:00,3216,5453,1240,141,538,0,239,-1,0,0,-1016,0,0,9810,6.86
2023/07/08,00:00,3214,5100,1167,141,540,0,227,-11,0,0,-1296,0,0,9082,7.29
2023/07/08,01:00,3215,4838,1170,141,534,0,232,-14,0,0,-1528,0,0,8588,8.54
2023/07/08,02:00,3218,4808,1174,141,536,0,228,-13,0,0,-1512,0,0,8580,8.44
2023/07/08,03:00,3213,5003,1183,141,542,0,220,0,2,0,-1510,0,0,8794,8.56
2023/07/08,04:00,3209,5119,1254,141,542,0,211,0,29,0,-1444,0,0,9061,8.47
2023/07/08,05:00,3208,5042,1248,141,539,30,202,0,171,0,-1500,0,0,9081,8.44
2023/07/08,06:00,3208,4579,1204,141,537,479,203,0,38,0,-1494,0,0,8895,6.8
2023/07/08,07:00,3214,4156,1184,141,542,1209,210,-1,0,0,-1440,0,0,9215,3.14
2023/07/08,08:00,3213,4303,1178,141,539,1801,193,0,3,0,-1320,0,0,10051,5.14
2023/07/08,09:00,3214,4712,1141,141,529,2187,199,-188,0,0,-1108,0,0,10827,9.07
