,,Shikoku,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Shikoku
2023/11/22,00:00,880,3080,80,0,130,0,0,0,0,0,-1780,0,0,2390,12.75
2023/11/22,01:00,880,3070,80,0,130,0,0,0,0,0,-1760,0,0,2400,12.51
2023/11/22,02:00,880,3110,80,0,130,0,0,0,0,0,-1630,0,0,2570,13.47
2023/11/22,03:00,880,3230,80,0,130,0,0,0,0,0,-1500,0,0,2820,14.95
2023/11/22,04:00,880,3360,100,0,130,0,0,0,0,0,-1510,0,0,2960,15.27
2023/11/22,05:00,880,3360,140,0,130,0,0,0,20,0,-1540,0,0,2990,15.6
2023/11/22,06:00,880,3420,210,0,130,0,0,0,30,0,-1690,0,0,2980,19.9
2023/11/22,07:00,880,3390,220,0,130,280,0,0,20,0,-1880,0,0,3040,18.87
2023/11/22,08:00,880,3140,90,0,130,880,0,0,0,0,-1910,0,0,3210,13.54
2023/11/22,09:00,880,2830,80,0,130,1450,0,0,0,0,-2190,0,0,3180,10.83
2023/11/22,10:00,880,2380,90,0,130,1860,0,0,0,0,-2260,0,0,3080,8.72
2023/11/22,11:00,880,1750,100,0,130,2040,0,0,0,0,-1830,0,0,3070,10.08
2023/11/22,12:00,880,1650,100,0,130,2000,0,0,0,0,-1890,0,0,2870,6.95
2023/11/22,13:00,880,2590,100,0,130,1750,0,0,0,0,-2450,0,0,3000,10.53
2023/11/22,14:00,880,2940,100,0,130,1300,0,0,0,0,-2370,0,0,2980,8.73
2023/11/22,15:00,880,3300,100,0,130,700,0,0,0,0,-2120,0,0,2990,12.98
2023/11/22,16:00,880,3670,190,0,140,140,0,0,0,0,-1990,0,0,3030,18.48
2023/11/22,17:00,880,3660,270,0,140,0,0,0,310,0,-2180,0,0,3080,21.03
2023/11/22,18:00,880,3550,290,0,150,0,10,0,330,0,-2120,0,0,3090,20.32
2023/11/22,19:00,880,3630,260,0,160,0,10,0,160,0,-2120,0,0,2980,19.73
2023/11/22,20:00,880,3560,160,0,170,0,20,0,0,0,-1930,0,0,2860,17.43
2023/11/22,21:00,880,3490,100,0,170,0,20,0,0,0,-1960,0,0,2700,15.14
2023/11/22,22:00,880,3270,100,0,170,0,20,0,0,0,-1900,0,0,2540,14.12
2023/11/22,23:00,880,3080,90,0,170,0,10,0,0,0,-1760,0,0,2470,13.51
2023/11/23,00:00,880,2970,80,0,170,0,20,0,0,0,-1770,0,0,2350,12.24
2023/11/23,01:00,880,2960,80,0,170,0,10,0,0,0,-1750,0,0,2350,11.5
2023/11/23,02:00,880,3000,80,0,170,0,10,0,0,0,-1630,0,0,2510,12.56
2023/11/23,03:00,880,3080,100,0,170,0,10,0,0,0,-1510,0,0,2730,14.36
2023/11/23,04:00,880,3210,120,0,170,0,10,0,0,0,-1560,0,0,2830,14.81
2023/11/23,05:00,880,3230,170,0,170,0,0,0,20,0,-1680,0,0,2790,14.56
2023/11/23,06:00,880,3130,160,0,170,0,0,0,20,0,-1760,0,0,2600,14.39
2023/11/23,07:00,880,3140,120,0,170,230,0,0,20,0,-1940,0,0,2620,13.7
2023/11/23,08:00,880,2990,90,0,170,740,0,0,0,0,-2040,0,0,2830,12.74
2023/11/23,09:00,880,2720,70,0,180,1300,0,0,0,0,-2310,0,0,2840,11.03
2023/11/23,10:00,880,2410,80,0,180,1750,0,0,0,0,-2500,0,0,2800,8.79
2023/11/23,11:00,880,2440,100,0,180,1990,0,-300,0,0,-2570,0,0,2720,9.67
2023/11/23,12:00,880,2380,100,0,180,1960,0,-300,0,0,-2570,0,0,2630,7.22
2023/11/23,13:00,880,2580,100,0,180,1710,0,-300,0,0,-2510,0,0,2640,9.72
2023/11/23,14:00,880,2840,100,0,190,1250,0,-100,0,0,-2540,0,0,2620,10.49
2023/11/23,15:00,880,3120,100,0,190,670,0,0,0,0,-2330,0,0,2630,12.98
2023/11/23,16:00,880,3340,150,0,200,130,10,0,0,0,-2030,0,0,2680,14.7
2023/11/23,17:00,880,3300,290,0,200,0,10,0,20,0,-1900,0,0,2800,15.54
2023/11/23,18:00,880,3250,310,0,200,0,20,0,20,0,-1860,0,0,2820,15.5
2023/11/23,19:00,880,3220,240,0,200,0,20,0,20,0,-1830,0,0,2750,15.27
2023/11/23,20:00,880,3250,120,0,200,0,20,0,0,0,-1800,0,0,2670,14.87
2023/11/23,21:00,880,3300,80,0,200,0,20,0,0,0,-1940,0,0,2540,13.44
2023/11/23,22:00,880,3100,80,0,200,0,20,0,0,0,-1890,0,0,2390,12.71
2023/11/23,23:00,880,2960,90,0,200,0,30,0,0,0,-1820,0,0,2340,10.6
2023/11/24,00:00,880,2860,80,0,200,0,40,0,0,0,-1820,0,0,2240,10.8
2023/11/24,01:00,880,2790,80,0,200,0,80,0,0,0,-1780,0,0,2250,10.59
2023/11/24,02:00,880,2900,80,0,200,0,110,0,0,0,-1770,0,0,2400,11.26
2023/11/24,03:00,880,3080,80,0,200,0,120,0,0,0,-1750,0,0,2610,13.45
2023/11/24,04:00,880,3100,120,0,200,0,120,0,0,0,-1690,0,0,2730,14.66
2023/11/24,05:00,880,3170,150,0,200,0,140,0,20,0,-1830,0,0,2730,14.63
2023/11/24,06:00,880,3160,200,0,200,0,150,0,20,0,-1960,0,0,2650,14.99
2023/11/24,07:00,880,3180,150,0,200,230,150,0,10,0,-2050,0,0,2750,15.43
2023/11/24,08:00,880,2930,90,0,200,720,150,0,0,0,-1950,0,0,3020,14.31
2023/11/24,09:00,880,3110,90,0,200,910,160,0,0,0,-2240,0,0,3110,11.84
2023/11/24,10:00,880,2990,80,0,200,950,170,0,0,0,-2180,0,0,3090,10.38
2023/11/24,11:00,880,2610,100,0,200,1080,170,0,0,0,-1930,0,0,3110,9.93
2023/11/24,12:00,880,2330,100,0,200,1230,180,0,0,0,-1940,0,0,2980,6.01
2023/11/24,13:00,880,2590,100,0,200,1210,190,0,0,0,-2090,0,0,3080,7.5
2023/11/24,14:00,880,2710,100,0,200,1060,180,0,0,0,-2070,0,0,3060,9.66
2023/11/24,15:00,880,3100,130,0,200,620,200,0,0,0,-2080,0,0,3050,13.32
2023/11/24,16:00,880,3360,190,0,200,120,210,0,20,0,-1870,0,0,3110,18.29
2023/11/24,17:00,880,3420,290,0,200,0,210,0,20,0,-1840,0,0,3180,20.91
2023/11/24,18:00,880,3380,330,0,200,0,200,0,10,0,-1790,0,0,3210,20.17
2023/11/24,19:00,880,3370,270,0,200,0,200,0,0,0,-1810,0,0,3110,17.95
2023/11/24,20:00,880,3310,110,0,200,0,190,0,0,0,-1680,0,0,3010,16.4
2023/11/24,21:00,880,3300,80,0,200,0,190,0,0,0,-1800,0,0,2850,15.5
2023/11/24,22:00,880,3240,90,0,200,0,180,0,0,0,-1920,0,0,2670,15.17
2023/11/24,23:00,880,3030,90,0,200,0,190,0,0,0,-1810,0,0,2580,14.43
2023/11/25,00:00,880,3070,70,0,200,0,190,0,0,0,-1960,0,0,2450,15.49
2023/11/25,01:00,880,3020,70,0,200,0,180,0,0,0,-1890,0,0,2460,14.88
2023/11/25,02:00,880,3140,70,0,200,0,170,0,0,0,-1840,0,0,2620,15.35
2023/11/25,03:00,880,3140,70,0,200,0,170,0,0,0,-1600,0,0,2860,15.82
2023/11/25,04:00,880,3150,110,0,200,0,160,0,20,0,-1540,0,0,2980,16.08
2023/11/25,05:00,880,3140,130,0,200,0,150,0,20,0,-1530,0,0,2990,16.18
2023/11/25,06:00,880,3140,120,0,200,0,130,0,10,0,-1620,0,0,2860,17.16
2023/11/25,07:00,880,3030,100,0,200,240,120,0,0,0,-1720,0,0,2850,16.81
2023/11/25,08:00,880,2920,150,0,200,810,120,0,0,0,-2140,0,0,2940,16.17
2023/11/25,09:00,880,2680,90,0,200,1370,120,0,0,0,-2470,0,0,2870,14
2023/11/25,10:00,880,2540,80,0,200,1730,110,-230,0,0,-2500,0,0,2810,11.12
2023/11/25,11:00,880,2410,100,0,200,1940,100,-290,0,0,-2580,0,0,2760,8.44
2023/11/25,12:00,880,2370,100,0,200,1830,100,-290,0,0,-2540,0,0,2650,8.22
2023/11/25,13:00,880,2600,100,0,200,1580,90,-290,0,0,-2540,0,0,2620,7.96
2023/11/25,14:00,880,2770,130,0,200,1150,80,-100,0,0,-2510,0,0,2600,11.49
2023/11/25,15:00,880,3050,170,0,200,580,60,0,0,0,-2290,0,0,2650,15.12
2023/11/25,16:00,880,3310,190,0,200,110,50,0,0,0,-1980,0,0,2760,18.97
2023/11/25,17:00,880,3380,220,0,200,0,40,0,30,0,-1790,0,0,2960,20.59
2023/11/25,18:00,880,3160,250,0,200,0,30,0,300,0,-1810,0,0,3010,20.24
2023/11/25,19:00,880,3330,250,0,200,0,30,0,290,0,-2040,0,0,2940,20.18
2023/11/25,20:00,880,3450,110,0,200,0,20,0,0,0,-1800,0,0,2860,20.5
2023/11/25,21:00,880,3150,80,0,200,0,10,0,0,0,-1600,0,0,2720,18.59
2023/11/25,22:00,880,3040,70,0,200,0,10,0,0,0,-1650,0,0,2550,16.3
2023/11/25,23:00,880,2950,70,0,200,0,10,0,0,0,-1620,0,0,2490,15.21
2023/11/26,00:00,870,2980,70,0,200,0,10,0,0,0,-1770,0,0,2360,12.93
2023/11/26,01:00,880,3040,70,0,200,0,10,0,0,0,-1810,0,0,2390,13.45
2023/11/26,02:00,880,3110,70,0,200,0,10,0,0,0,-1690,0,0,2580,14.69
2023/11/26,03:00,870,3120,90,0,200,0,30,0,0,0,-1510,0,0,2800,15
2023/11/26,04:00,880,3120,130,0,200,0,30,0,10,0,-1470,0,0,2900,15.2
2023/11/26,05:00,880,3150,130,0,200,0,20,0,20,0,-1530,0,0,2870,15.08
2023/11/26,06:00,880,3140,130,0,200,0,10,0,10,0,-1690,0,0,2680,15.93
2023/11/26,07:00,880,3070,130,0,200,170,10,0,0,0,-1820,0,0,2640,15.79
2023/11/26,08:00,880,2900,120,0,200,490,10,0,0,0,-1810,0,0,2790,11.24
2023/11/26,09:00,880,2390,80,0,200,1120,10,-100,0,0,-1760,0,0,2820,10.85
2023/11/26,10:00,880,1920,80,0,200,1740,0,-300,0,0,-1900,0,0,2620,6.6
2023/11/26,11:00,880,1500,100,0,200,1960,0,-290,0,0,-1820,0,0,2530,4
2023/11/26,12:00,880,1520,90,0,200,1950,0,-290,0,0,-1880,0,0,2470,2.98
2023/11/26,13:00,880,1840,100,0,200,1720,0,-290,0,0,-2100,0,0,2350,3.01
2023/11/26,14:00,880,2420,90,0,200,1270,0,-140,0,0,-2380,0,0,2340,6.37
2023/11/26,15:00,880,2660,80,0,200,670,10,0,0,0,-2090,0,0,2410,10.21
2023/11/26,16:00,880,3080,80,0,200,130,0,0,0,0,-1830,0,0,2540,14.51
2023/11/26,17:00,880,3230,140,0,200,0,10,0,20,0,-1670,0,0,2810,18.62
2023/11/26,18:00,880,3180,210,0,200,0,10,0,20,0,-1610,0,0,2890,19.03
2023/11/26,19:00,880,3140,240,0,200,0,10,0,10,0,-1630,0,0,2850,17.63
2023/11/26,20:00,880,3130,210,0,200,0,20,0,0,0,-1650,0,0,2790,16.86
2023/11/26,21:00,880,3180,190,0,200,0,10,0,0,0,-1810,0,0,2650,16.52
2023/11/26,22:00,880,3120,100,0,200,0,0,0,0,0,-1830,0,0,2470,16.06
2023/11/26,23:00,880,3040,80,0,200,0,0,0,0,0,-1790,0,0,2410,12.65
2023/11/27,00:00,880,2980,70,0,200,0,0,0,0,0,-1840,0,0,2290,11.52
2023/11/27,01:00,880,3040,70,0,200,0,0,0,0,0,-1860,0,0,2330,11.12
2023/11/27,02:00,880,3120,70,0,200,0,0,0,0,0,-1750,0,0,2520,12.28
2023/11/27,03:00,880,3230,70,0,200,0,0,0,0,0,-1630,0,0,2750,14.26
2023/11/27,04:00,880,3290,70,0,200,0,0,0,0,0,-1580,0,0,2860,15.33
2023/11/27,05:00,880,3280,120,0,200,0,0,0,20,0,-1620,0,0,2880,15.35
2023/11/27,06:00,880,3250,170,0,200,0,0,0,20,0,-1610,0,0,2910,18.5
2023/11/27,07:00,880,3410,200,0,200,60,0,0,0,0,-1730,0,0,3020,21.01
2023/11/27,08:00,880,3500,100,0,200,120,10,0,0,0,-1430,0,0,3380,17.31
2023/11/27,09:00,880,3210,70,0,200,220,10,0,0,0,-1070,0,0,3520,15.33
2023/11/27,10:00,880,3210,80,0,200,270,10,0,0,0,-1130,0,0,3520,12.94
2023/11/27,11:00,880,3210,90,0,200,370,10,0,0,0,-1260,0,0,3500,12.75
2023/11/27,12:00,880,3190,90,0,200,470,20,0,0,0,-1530,0,0,3320,5.57
2023/11/27,13:00,880,3490,100,0,200,510,10,0,0,0,-1770,0,0,3420,11.9
2023/11/27,14:00,880,3550,130,0,200,500,0,0,0,0,-1860,0,0,3400,13.2
2023/11/27,15:00,880,3580,150,0,200,340,0,0,0,0,-1840,0,0,3310,14.29
2023/11/27,16:00,880,3720,220,0,200,90,0,0,0,0,-1770,0,0,3340,17.66
2023/11/27,17:00,880,3670,260,0,200,0,0,0,0,0,-1610,0,0,3400,19.91
2023/11/27,18:00,880,3530,300,0,200,0,10,0,310,0,-1830,0,0,3400,19.91
2023/11/27,19:00,880,3480,280,0,200,0,10,0,290,0,-1870,0,0,3270,18.94
2023/11/27,20:00,880,3490,180,0,200,0,20,0,10,0,-1650,0,0,3130,17.64
2023/11/27,21:00,880,3400,130,0,200,0,20,0,0,0,-1700,0,0,2930,15.78
2023/11/27,22:00,880,3070,80,0,200,0,20,0,0,0,-1520,0,0,2730,13.56
2023/11/27,23:00,880,3000,90,0,200,0,20,0,0,0,-1560,0,0,2630,12.51
2023/11/28,00:00,880,2980,80,0,200,0,30,0,0,0,-1680,0,0,2490,10.88
2023/11/28,01:00,880,2990,80,0,200,0,40,0,0,0,-1710,0,0,2480,10.59
2023/11/28,02:00,880,3020,80,0,200,0,70,0,0,0,-1610,0,0,2640,10.89
2023/11/28,03:00,880,3150,80,0,200,0,70,0,0,0,-1540,0,0,2840,12.51
2023/11/28,04:00,880,3160,110,0,200,0,100,0,0,0,-1530,0,0,2920,12.22
2023/11/28,05:00,880,3180,140,0,200,0,120,0,10,0,-1580,0,0,2950,12.81
2023/11/28,06:00,880,3180,170,0,200,0,130,0,10,0,-1670,0,0,2900,13.4
2023/11/28,07:00,880,3130,170,0,200,140,140,0,0,0,-1670,0,0,2990,14.32
2023/11/28,08:00,880,3010,90,0,190,690,140,0,0,0,-1700,0,0,3300,12.99
2023/11/28,09:00,880,3020,70,0,190,1200,130,0,0,0,-2180,0,0,3310,12.99
2023/11/28,10:00,880,2950,80,0,190,1530,150,0,0,0,-2540,0,0,3240,12.94
2023/11/28,11:00,880,2780,100,0,190,1690,140,0,0,0,-2490,0,0,3290,11.19
2023/11/28,12:00,880,2990,90,0,190,1160,150,-150,0,0,-2220,0,0,3090,9.54
2023/11/28,13:00,880,3100,120,0,190,1270,150,0,0,0,-2500,0,0,3210,12.67
2023/11/28,14:00,880,3380,110,0,190,990,150,0,0,0,-2410,0,0,3290,13.06
2023/11/28,15:00,880,3450,110,0,190,490,160,0,0,0,-2040,0,0,3240,13.96
2023/11/28,16:00,880,3630,220,0,200,100,160,0,0,0,-1940,0,0,3250,16.69
2023/11/28,17:00,880,3540,270,0,200,0,160,0,270,0,-2000,0,0,3320,17.59
2023/11/28,18:00,880,3450,300,0,200,0,140,0,290,0,-1950,0,0,3310,16.88
2023/11/28,19:00,880,3500,260,0,200,0,130,0,20,0,-1800,0,0,3190,17.73
2023/11/28,20:00,880,3460,130,0,200,0,110,0,20,0,-1720,0,0,3080,16.55
2023/11/28,21:00,880,3450,90,0,200,0,80,0,0,0,-1790,0,0,2910,15.74
2023/11/28,22:00,880,3170,70,0,200,0,40,0,0,0,-1660,0,0,2700,13.53
2023/11/28,23:00,880,2990,70,0,200,0,40,0,0,0,-1570,0,0,2610,12.67
2023/11/29,00:00,880,3000,70,0,200,0,20,0,0,0,-1680,0,0,2490,12.86
2023/11/29,01:00,880,2990,70,0,200,0,20,0,0,0,-1650,0,0,2510,12.62
2023/11/29,02:00,880,3120,80,0,200,0,40,0,0,0,-1640,0,0,2680,13.06
2023/11/29,03:00,880,3170,70,0,200,0,80,0,0,0,-1490,0,0,2910,14.89
2023/11/29,04:00,880,3140,90,0,200,0,110,0,0,0,-1390,0,0,3030,15.4
2023/11/29,05:00,880,3140,150,0,200,0,120,0,0,0,-1430,0,0,3060,15.9
2023/11/29,06:00,880,3240,180,0,200,0,130,0,0,0,-1560,0,0,3070,18.27
2023/11/29,07:00,880,3290,190,0,200,130,140,0,20,0,-1730,0,0,3120,19.65
2023/11/29,08:00,880,3160,130,0,190,570,120,0,0,0,-1640,0,0,3410,17.33
2023/11/29,09:00,880,2960,60,0,190,1020,100,0,0,0,-1730,0,0,3480,16.14
2023/11/29,10:00,880,3030,80,0,190,1240,80,0,0,0,-2010,0,0,3490,13.5
2023/11/29,11:00,880,2880,120,0,190,1470,70,0,0,0,-2200,0,0,3410,11.3
2023/11/29,12:00,880,2840,110,0,190,1540,60,0,0,0,-2420,0,0,3200,9.31
2023/11/29,13:00,880,3020,120,0,190,1370,50,0,0,0,-2330,0,0,3300,14.16
2023/11/29,14:00,880,3080,110,0,190,980,40,0,0,0,-1950,0,0,3330,15.8
2023/11/29,15:00,880,3220,100,0,190,500,40,0,20,0,-1730,0,0,3220,18.18
2023/11/29,16:00,880,3450,210,0,200,110,40,0,20,0,-1700,0,0,3210,21.09
2023/11/29,17:00,880,3470,250,0,200,0,40,0,290,0,-1820,0,0,3310,20.68
2023/11/29,18:00,880,3390,280,0,200,0,30,0,300,0,-1760,0,0,3320,20.49
2023/11/29,19:00,880,3440,280,0,200,0,20,0,0,0,-1610,0,0,3210,19.95
2023/11/29,20:00,880,3420,170,0,200,0,10,0,0,0,-1600,0,0,3080,18.06
2023/11/29,21:00,880,3400,90,0,200,0,10,0,0,0,-1700,0,0,2880,16.49
2023/11/29,22:00,880,3250,70,0,200,0,10,0,0,0,-1710,0,0,2700,14.81
2023/11/29,23:00,880,3050,70,0,200,0,10,0,0,0,-1590,0,0,2620,13
2023/11/30,00:00,880,2920,70,0,200,0,10,0,0,0,-1600,0,0,2480,11.51
2023/11/30,01:00,880,2930,70,0,200,0,30,0,0,0,-1650,0,0,2460,10.6
2023/11/30,02:00,880,3000,70,0,200,0,60,0,0,0,-1590,0,0,2620,11.3
2023/11/30,03:00,880,3070,70,0,200,0,100,0,0,0,-1480,0,0,2840,12.71
2023/11/30,04:00,880,3120,70,0,200,0,120,0,0,0,-1470,0,0,2920,12.99
2023/11/30,05:00,880,3120,110,0,200,0,120,0,20,0,-1510,0,0,2940,13.56
2023/11/30,06:00,880,3180,180,0,200,0,110,0,0,0,-1640,0,0,2910,16.81
2023/11/30,07:00,880,3270,160,0,200,70,110,0,0,0,-1650,0,0,3040,18.05
2023/11/30,08:00,880,3240,100,0,190,260,130,0,0,0,-1360,0,0,3440,17.07
2023/11/30,09:00,880,3140,70,0,190,570,140,0,0,0,-1420,0,0,3570,15.89
2023/11/30,10:00,880,3200,90,0,190,820,120,0,0,0,-1760,0,0,3540,14.03
2023/11/30,11:00,880,3130,100,0,190,1110,120,0,0,0,-2030,0,0,3500,12.67
2023/11/30,12:00,880,2990,100,0,200,1170,130,0,0,0,-2130,0,0,3340,8.94
2023/11/30,13:00,880,2940,100,0,190,1230,140,0,0,0,-2040,0,0,3440,12.74
2023/11/30,14:00,880,3120,110,0,190,1000,160,0,0,0,-2080,0,0,3380,14.28
2023/11/30,15:00,880,3390,130,0,200,490,170,0,0,0,-1890,0,0,3370,16.3
2023/11/30,16:00,880,3430,180,0,200,80,170,0,0,0,-1540,0,0,3400,20.09
2023/11/30,17:00,880,3400,270,0,200,0,170,0,20,0,-1450,0,0,3490,20.42
2023/11/30,18:00,880,3580,300,0,200,0,160,0,20,0,-1640,0,0,3500,20.43
2023/11/30,19:00,880,3480,230,0,200,0,170,0,10,0,-1590,0,0,3380,19.76
2023/11/30,20:00,880,3600,160,0,200,0,170,0,0,0,-1760,0,0,3250,17.08
2023/11/30,21:00,880,3440,70,0,200,0,160,0,0,0,-1700,0,0,3050,15.5
2023/11/30,22:00,880,3290,60,0,200,0,150,0,0,0,-1740,0,0,2840,13.4
2023/11/30,23:00,880,3030,70,0,200,0,150,0,0,0,-1610,0,0,2720,12.71
2023/12/01,00:00,880,3000,70,0,200,0,130,0,0,0,-1710,0,0,2570,11.71
2023/12/01,01:00,880,2980,70,0,200,0,120,0,0,0,-1680,0,0,2570,11.4
2023/12/01,02:00,880,3030,70,0,200,0,130,0,0,0,-1570,0,0,2740,12.55
2023/12/01,03:00,880,3090,70,0,200,0,130,0,0,0,-1400,0,0,2970,12.86
2023/12/01,04:00,880,3140,70,0,200,0,120,0,0,0,-1340,0,0,3070,13.56
2023/12/01,05:00,880,3050,120,0,200,0,130,0,0,0,-1240,0,0,3140,14.94
2023/12/01,06:00,880,3110,160,0,200,0,130,0,0,0,-1300,0,0,3180,18.15
2023/12/01,07:00,880,3130,160,0,200,130,130,0,20,0,-1380,0,0,3270,18.65
2023/12/01,08:00,880,3060,110,0,200,420,130,0,10,0,-1150,0,0,3660,18.31
2023/12/01,09:00,880,3140,80,0,200,610,120,0,0,0,-1240,0,0,3790,16.6
2023/12/01,10:00,880,3140,70,0,200,640,120,0,0,0,-1320,0,0,3730,13.63
2023/12/01,11:00,880,3030,90,0,200,1180,130,-150,0,0,-1770,0,0,3590,12.55
2023/12/01,12:00,880,3150,90,0,200,1170,140,-300,0,0,-1940,0,0,3390,10.51
2023/12/01,13:00,880,3090,90,0,200,950,160,-150,0,0,-1710,0,0,3510,12.69
2023/12/01,14:00,880,3110,90,0,200,670,170,0,0,0,-1610,0,0,3510,15.01
2023/12/01,15:00,880,3380,90,0,200,380,150,0,0,0,-1570,0,0,3510,17.82
2023/12/01,16:00,880,3390,180,0,200,80,150,0,200,0,-1510,0,0,3570,21.94
2023/12/01,17:00,880,3600,240,0,200,0,150,0,300,0,-1710,0,0,3660,21.56
2023/12/01,18:00,880,3550,310,0,200,0,130,0,300,0,-1720,0,0,3650,20.58
2023/12/01,19:00,880,3520,290,0,200,0,120,0,150,0,-1630,0,0,3530,20.22
2023/12/01,20:00,880,3560,200,0,200,0,110,0,0,0,-1560,0,0,3390,19.35
2023/12/01,21:00,880,3480,100,0,200,0,100,0,0,0,-1570,0,0,3190,17.74
2023/12/01,22:00,880,2990,60,0,200,0,100,0,0,0,-1280,0,0,2950,14.84
2023/12/01,23:00,880,2950,70,0,200,0,110,0,0,0,-1390,0,0,2820,13.49
2023/12/02,00:00,880,2930,70,0,200,0,110,0,0,0,-1510,0,0,2680,12.75
2023/12/02,01:00,880,2970,70,0,200,0,130,0,0,0,-1560,0,0,2690,12.17
2023/12/02,02:00,880,3000,70,0,200,0,130,0,0,0,-1450,0,0,2830,12.6
2023/12/02,03:00,880,2970,80,0,200,0,130,0,0,0,-1230,0,0,3030,13.14
2023/12/02,04:00,880,2960,80,0,200,0,140,0,0,0,-1170,0,0,3090,14.09
2023/12/02,05:00,880,2900,120,0,200,0,160,0,0,0,-1180,0,0,3080,14.47
2023/12/02,06:00,880,2900,130,0,200,0,150,0,20,0,-1310,0,0,2970,15.59
2023/12/02,07:00,880,2800,130,0,200,200,160,0,20,0,-1340,0,0,3050,15.27
2023/12/02,08:00,880,2670,90,0,200,770,170,0,0,0,-1590,0,0,3190,9.45
2023/12/02,09:00,880,2670,50,0,190,1350,150,-180,0,0,-2060,0,0,3050,2.01
2023/12/02,10:00,880,2660,70,0,190,1730,130,-300,0,0,-2420,0,0,2940,8.12
2023/12/02,11:00,880,2580,110,0,190,1930,120,-300,0,0,-2610,0,0,2900,10.6
2023/12/02,12:00,880,2570,100,0,190,1920,130,-500,0,0,-2510,0,0,2780,7.6
2023/12/02,13:00,880,2660,90,0,190,1660,120,-400,0,0,-2390,0,0,2810,9.72
2023/12/02,14:00,880,2660,90,0,190,1230,120,-300,0,0,-2110,0,0,2760,2
2023/12/02,15:00,880,2750,80,0,190,680,100,-150,0,0,-1720,0,0,2810,7.92
2023/12/02,16:00,880,2960,120,0,190,130,90,0,0,0,-1420,0,0,2950,13.23
2023/12/02,17:00,880,2930,180,0,200,0,80,0,150,0,-1240,0,0,3180,13.25
2023/12/02,18:00,880,2900,240,0,200,0,70,0,340,0,-1380,0,0,3250,14.14
2023/12/02,19:00,880,2910,240,0,200,0,70,0,320,0,-1410,0,0,3210,14.4
2023/12/02,20:00,880,2920,180,0,190,0,70,0,150,0,-1270,0,0,3120,15.78
2023/12/02,21:00,880,2930,90,0,190,0,60,0,0,0,-1180,0,0,2970,15.78
2023/12/02,22:00,880,2900,80,0,200,0,60,0,0,0,-1340,0,0,2780,14.09
2023/12/02,23:00,880,2890,70,0,200,0,70,0,0,0,-1420,0,0,2690,12.04
2023/12/03,00:00,880,2920,70,0,200,0,70,0,0,0,-1560,0,0,2580,11.6
2023/12/03,01:00,880,2930,70,0,200,0,60,0,0,0,-1550,0,0,2590,11.04
2023/12/03,02:00,880,2920,70,0,200,0,50,0,0,0,-1360,0,0,2760,12.24
2023/12/03,03:00,880,2870,80,0,200,0,60,0,0,0,-1140,0,0,2950,13.51
2023/12/03,04:00,880,2880,90,0,200,0,60,0,0,0,-1120,0,0,2990,13.42
2023/12/03,05:00,880,2920,130,0,200,0,70,0,0,0,-1280,0,0,2920,13.21
2023/12/03,06:00,880,2920,130,0,200,0,60,0,20,0,-1470,0,0,2740,13.25
2023/12/03,07:00,880,2880,100,0,200,130,60,0,0,0,-1510,0,0,2740,13.52
2023/12/03,08:00,880,2790,80,0,200,390,50,0,0,0,-1510,0,0,2880,14.56
2023/12/03,09:00,880,2440,80,0,190,650,70,-300,0,0,-1100,0,0,2910,12.28
2023/12/03,10:00,880,2040,70,0,190,1040,70,-300,0,0,-1160,0,0,2830,9.82
2023/12/03,11:00,880,1390,90,0,190,1410,110,-300,0,0,-990,0,0,2780,7.25
2023/12/03,12:00,880,1420,110,0,190,1420,110,-300,0,0,-1030,0,0,2800,8.2
2023/12/03,13:00,880,1490,100,0,190,1270,110,-300,0,0,-1100,0,0,2640,8.88
2023/12/03,14:00,880,2230,90,0,190,1040,90,-300,0,0,-1600,0,0,2620,6.13
2023/12/03,15:00,880,2640,70,0,190,600,80,-150,0,0,-1670,0,0,2640,10.5
2023/12/03,16:00,880,2690,110,0,200,110,60,0,0,0,-1320,0,0,2730,12.53
2023/12/03,17:00,880,2870,200,0,200,0,60,0,0,0,-1200,0,0,3010,14.26
2023/12/03,18:00,880,2920,250,0,200,0,40,0,0,0,-1190,0,0,3100,15.34
2023/12/03,19:00,880,2930,270,0,190,0,30,0,0,0,-1220,0,0,3080,15.06
2023/12/03,20:00,880,2930,190,0,190,0,30,0,0,0,-1220,0,0,3000,14.6
2023/12/03,21:00,880,2910,100,0,190,0,20,0,0,0,-1230,0,0,2870,13.3
2023/12/03,22:00,880,2880,60,0,190,0,20,0,0,0,-1370,0,0,2660,12
2023/12/03,23:00,880,2920,70,0,200,0,10,0,0,0,-1500,0,0,2580,10.79
2023/12/04,00:00,880,2870,70,0,200,0,30,0,0,0,-1560,0,0,2490,10.18
2023/12/04,01:00,880,2950,70,0,200,0,30,0,0,0,-1580,0,0,2550,8.85
2023/12/04,02:00,880,3060,70,0,200,0,30,0,0,0,-1490,0,0,2750,8.67
2023/12/04,03:00,880,3180,70,0,190,0,30,0,0,0,-1400,0,0,2950,10.8
2023/12/04,04:00,880,3320,110,0,200,0,20,0,0,0,-1490,0,0,3040,11.01
