,,Hokkaido,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokkaido
2023/05/28,13:00,0,1321,547,15,116,830,328,0,28,0,-367,0,0,2817,8.39
2023/05/28,14:00,0,1370,596,14,116,563,328,0,25,0,-210,0,0,2802,8.93
2023/05/28,15:00,0,1261,660,15,116,353,347,0,25,21,0,0,0,2798,9.23
2023/05/28,16:00,0,1324,732,15,116,175,357,0,26,95,0,0,0,2841,9.59
2023/05/28,17:00,0,1469,771,15,117,55,322,0,61,105,0,0,0,2915,11.36
2023/05/28,18:00,0,1448,787,14,116,4,329,0,133,131,0,0,0,2962,12.38
2023/05/28,19:00,0,1446,761,15,116,0,202,0,165,265,0,0,0,2970,11.92
2023/05/28,20:00,0,1554,770,15,116,0,86,0,121,181,0,0,0,2842,11.73
2023/05/28,21:00,0,1544,718,14,116,0,84,0,79,117,0,0,0,2672,11.72
2023/05/28,22:00,0,1531,690,15,116,0,76,0,78,6,0,0,0,2513,10.28
2023/05/28,23:00,0,1466,674,15,117,0,70,0,81,17,0,0,0,2440,9.53
2023/05/29,00:00,0,1363,610,15,117,0,54,0,83,130,0,0,0,2372,10.18
2023/05/29,01:00,0,1276,620,15,117,0,37,0,76,298,0,0,0,2438,10.18
2023/05/29,02:00,0,1253,676,15,117,0,31,0,57,422,0,0,0,2571,10.25
2023/05/29,03:00,0,1378,693,15,116,0,30,0,22,452,0,0,0,2707,10.25
2023/05/29,04:00,0,1395,693,14,117,44,22,0,21,421,0,0,0,2727,10.25
2023/05/29,05:00,0,1341,702,15,117,266,20,0,17,228,0,0,0,2705,10.25
2023/05/29,06:00,0,1378,647,15,115,482,20,0,30,40,0,0,0,2727,10.25
2023/05/29,07:00,0,1479,639,15,116,746,14,0,19,0,-192,0,0,2836,11.3
2023/05/29,08:00,0,1543,649,15,116,984,25,0,21,0,-254,0,0,3099,14.61
2023/05/29,09:00,0,1545,637,15,115,1135,37,0,20,0,-233,0,0,3271,15.46
2023/05/29,10:00,0,1479,632,14,114,1262,58,0,26,0,-318,0,0,3268,15.46
2023/05/29,11:00,0,1557,599,15,115,1318,74,-96,0,0,-314,0,0,3268,15.46
2023/05/29,12:00,0,1592,575,15,116,1267,83,-230,0,0,-352,0,0,3065,14.23
2023/05/29,13:00,0,1536,579,15,115,1220,82,-105,0,0,-250,0,0,3191,15.46
2023/05/29,14:00,0,1378,656,14,115,1027,93,0,22,0,-159,0,0,3146,15.46
2023/05/29,15:00,0,1476,710,15,115,728,112,0,33,0,-78,0,0,3111,15.46
2023/05/29,16:00,0,1646,765,15,116,418,111,0,27,62,0,0,0,3160,15.75
2023/05/29,17:00,0,1510,778,15,116,148,135,0,95,276,0,0,0,3073,16.06
2023/05/29,18:00,0,1491,790,15,116,12,123,0,87,417,0,0,0,3051,16.09
2023/05/29,19:00,0,1522,780,14,116,1,97,0,131,435,0,0,0,3097,15.9
2023/05/29,20:00,0,1466,765,15,116,0,83,0,95,411,0,0,0,2950,15.46
2023/05/29,21:00,0,1444,687,15,116,0,91,0,28,381,0,0,0,2761,15.23
2023/05/29,22:00,0,1407,668,15,117,0,106,0,21,276,0,0,0,2610,13.22
2023/05/29,23:00,0,1258,651,15,118,0,182,0,20,282,0,0,0,2527,11.66
2023/05/30,00:00,0,1217,620,15,120,0,166,0,74,200,0,0,0,2412,10.62
2023/05/30,01:00,0,1169,631,15,122,0,134,0,83,263,0,0,0,2415,10.12
2023/05/30,02:00,0,1224,678,14,125,0,144,0,80,294,0,0,0,2560,10.23
2023/05/30,03:00,0,1269,703,15,126,0,122,0,126,341,0,0,0,2702,10.24
2023/05/30,04:00,0,1357,675,15,126,56,99,0,137,234,0,0,0,2700,10.28
2023/05/30,05:00,0,1201,695,15,126,305,59,0,99,214,0,0,0,2712,9.7
2023/05/30,06:00,0,1175,686,14,126,564,70,0,55,0,-13,0,0,2677,9.06
2023/05/30,07:00,0,1165,650,15,125,964,94,0,25,0,-299,0,0,2738,8.83
2023/05/30,08:00,0,1160,597,15,125,1339,110,0,27,0,-355,0,0,3019,8.73
2023/05/30,09:00,0,1371,575,15,125,1527,133,-108,0,0,-355,0,0,3282,5
2023/05/30,10:00,0,1345,565,15,125,1568,158,-189,0,0,-280,0,0,3306,0.51
2023/05/30,11:00,0,1319,565,15,126,1551,195,-412,0,0,-161,0,0,3197,0.31
2023/05/30,12:00,0,1263,551,15,129,1457,218,-254,0,0,-373,0,0,3006,0.01
2023/05/30,13:00,0,1235,593,15,129,1273,226,-86,0,0,-275,0,0,3111,4.84
2023/05/30,14:00,0,1223,676,15,131,998,244,0,26,0,-245,0,0,3067,7.55
2023/05/30,15:00,0,1269,747,15,132,661,223,0,24,0,-49,0,0,3023,10.82
2023/05/30,16:00,0,1400,800,15,134,409,190,0,22,93,0,0,0,3064,11.99
2023/05/30,17:00,0,1378,803,15,135,175,184,0,23,304,0,0,0,3016,13.78
2023/05/30,18:00,0,1370,807,15,144,19,193,0,30,434,0,0,0,3013,15.53
2023/05/30,19:00,0,1378,811,15,150,1,188,0,110,414,0,0,0,3066,16.26
2023/05/30,20:00,0,1314,788,14,153,0,195,0,165,289,0,0,0,2918,14.83
2023/05/30,21:00,0,1332,733,15,152,0,171,0,147,189,0,0,0,2738,11.64
2023/05/30,22:00,0,1380,696,15,152,0,132,0,84,158,0,0,0,2617,10.9
2023/05/30,23:00,0,1212,655,15,152,0,189,0,80,241,0,0,0,2545,10.23
2023/05/31,00:00,0,1215,618,14,152,0,198,0,87,122,0,0,0,2405,10.25
2023/05/31,01:00,0,1198,642,15,152,0,186,0,85,135,0,0,0,2413,10.18
2023/05/31,02:00,0,1210,652,15,152,0,197,0,92,263,0,0,0,2582,10.25
2023/05/31,03:00,0,1283,691,14,152,0,181,0,84,310,0,0,0,2715,10
2023/05/31,04:00,0,1273,746,15,152,80,198,0,93,189,0,0,0,2746,9.98
2023/05/31,05:00,0,1279,746,15,152,393,181,0,68,0,-46,0,0,2788,9.28
2023/05/31,06:00,0,1319,691,15,152,775,180,0,22,0,-381,0,0,2772,8.88
2023/05/31,07:00,0,1139,638,15,152,1145,184,0,40,0,-508,0,0,2803,7.7
2023/05/31,08:00,0,1190,589,14,152,1535,209,-134,0,0,-508,0,0,3046,8.87
2023/05/31,09:00,0,1288,552,15,152,1731,217,-228,0,0,-499,0,0,3227,9.11
2023/05/31,10:00,0,1324,542,15,158,1801,199,-217,0,0,-486,0,0,3334,8.15
2023/05/31,11:00,0,1247,542,16,164,1738,234,-210,0,0,-434,0,0,3297,8.04
2023/05/31,12:00,0,1015,552,15,165,1616,244,-110,0,0,-446,0,0,3051,8.02
2023/05/31,13:00,0,1048,624,15,170,1425,244,0,4,0,-416,0,0,3114,9.86
2023/05/31,14:00,0,1147,675,15,167,1188,237,0,99,0,-475,0,0,3053,10.25
2023/05/31,15:00,0,1193,712,16,166,808,243,0,122,0,-276,0,0,2983,9.37
2023/05/31,16:00,0,1199,771,15,168,551,248,0,95,0,-11,0,0,3037,10.8
2023/05/31,17:00,0,1230,809,15,168,218,245,0,33,276,0,0,0,2995,10.23
2023/05/31,18:00,0,1337,795,15,167,21,248,0,22,347,0,0,0,2951,11.87
2023/05/31,19:00,0,1398,788,16,169,1,199,0,43,433,0,0,0,3046,11.7
2023/05/31,20:00,0,1358,775,15,169,0,206,0,82,306,0,0,0,2911,11.3
2023/05/31,21:00,0,1294,694,15,169,0,216,0,81,248,0,0,0,2716,10.28
2023/05/31,22:00,0,1199,656,15,169,0,214,0,81,210,0,0,0,2545,10.13
2023/05/31,23:00,0,1125,626,15,169,0,299,0,81,174,0,0,0,2489,9.54
2023/06/01,00:00,0,1047,665,15,170,0,327,0,83,89,0,0,0,2396,9.16
2023/06/01,01:00,0,1107,657,16,170,0,285,0,88,95,0,0,0,2418,8.97
2023/06/01,02:00,0,1067,641,15,169,0,310,0,82,275,0,0,0,2559,8.96
2023/06/01,03:00,0,1174,668,15,170,0,323,0,81,289,0,0,0,2719,9.18
2023/06/01,04:00,0,1161,685,15,170,81,326,0,83,208,0,0,0,2728,10
2023/06/01,05:00,0,1206,695,15,169,424,334,0,37,0,-65,0,0,2815,9.26
2023/06/01,06:00,0,1185,681,15,168,805,332,0,22,0,-358,0,0,2850,8.8
2023/06/01,07:00,0,1074,660,15,168,1169,331,-102,0,0,-467,0,0,2848,8.42
2023/06/01,08:00,0,1125,638,15,168,1533,347,-234,0,0,-521,0,0,3072,9.42
2023/06/01,09:00,0,1373,571,15,167,1749,356,-334,0,0,-556,0,0,3341,10.05
2023/06/01,10:00,0,1355,567,16,167,1800,371,-330,0,0,-553,0,0,3393,9.51
2023/06/01,11:00,0,1276,566,15,167,1759,387,-369,0,0,-455,0,0,3346,8.06
2023/06/01,12:00,0,1184,505,16,167,1694,409,-407,0,0,-457,0,0,3111,7.18
2023/06/01,13:00,0,1392,526,15,167,1588,419,-427,0,0,-500,0,0,3180,10.05
2023/06/01,14:00,0,1335,579,16,167,1347,427,-243,0,0,-468,0,0,3161,11.6
2023/06/01,15:00,0,1216,661,15,167,973,429,-53,0,0,-252,0,0,3155,9.36
2023/06/01,16:00,0,1156,748,16,168,588,394,0,58,75,0,0,0,3203,10.11
2023/06/01,17:00,0,1269,766,15,168,238,362,0,70,215,0,0,0,3103,10.56
2023/06/01,18:00,0,1287,771,16,168,29,364,0,89,319,0,0,0,3042,11.64
2023/06/01,19:00,0,1365,770,15,169,0,350,0,90,325,0,0,0,3084,11.58
2023/06/01,20:00,0,1349,777,16,169,0,323,0,20,284,0,0,0,2937,10.14
2023/06/01,21:00,0,1261,715,15,169,0,337,0,21,231,0,0,0,2748,10.11
2023/06/01,22:00,0,1271,666,16,169,0,329,0,24,141,0,0,0,2616,10.6
2023/06/01,23:00,0,1177,636,15,169,0,339,0,22,174,0,0,0,2530,10.55
2023/06/02,00:00,0,1200,600,16,169,0,304,0,28,108,0,0,0,2424,10.13
2023/06/02,01:00,0,1177,583,15,169,0,274,0,86,136,0,0,0,2439,9.31
2023/06/02,02:00,0,1209,584,15,169,0,268,0,75,214,0,0,0,2534,10.09
2023/06/02,03:00,0,1359,620,16,169,0,258,0,25,257,0,0,0,2704,10.1
2023/06/02,04:00,0,1316,627,15,169,67,211,0,19,327,0,0,0,2750,10.1
2023/06/02,05:00,0,1269,629,15,169,239,160,0,17,192,0,0,0,2690,10.05
2023/06/02,06:00,0,1274,634,15,168,415,137,0,32,54,0,0,0,2728,10.1
2023/06/02,07:00,0,1206,648,16,168,666,119,0,30,0,-63,0,0,2789,11.11
2023/06/02,08:00,0,1117,652,15,169,1027,124,0,34,0,-185,0,0,2953,12.05
2023/06/02,09:00,0,1456,661,15,168,1258,111,0,85,0,-373,0,0,3381,13.81
2023/06/02,10:00,0,1283,668,15,168,1340,54,0,22,0,-142,0,0,3408,13.81
2023/06/02,11:00,0,1327,644,16,167,1282,41,0,49,0,-135,0,0,3391,13.81
2023/06/02,12:00,0,1282,554,15,168,1104,38,0,44,0,-93,0,0,3112,12.19
2023/06/02,13:00,0,1362,619,15,167,922,46,0,38,0,-3,0,0,3166,13.81
2023/06/02,14:00,0,1636,640,15,168,647,34,0,169,0,-59,0,0,3249,13.1
2023/06/02,15:00,0,1630,684,15,167,367,42,0,188,86,0,0,0,3180,13.77
2023/06/02,16:00,0,1646,747,15,168,199,45,0,166,175,0,0,0,3161,14.63
2023/06/02,17:00,0,1655,799,15,169,94,50,0,170,164,0,0,0,3115,16.39
2023/06/02,18:00,0,1675,792,16,168,13,61,0,179,171,0,0,0,3076,16.48
2023/06/02,19:00,0,1765,761,15,169,1,75,0,156,145,0,0,0,3086,16.48
2023/06/02,20:00,0,1778,694,15,170,0,87,0,127,52,0,0,0,2923,16.76
2023/06/02,21:00,0,1733,648,15,170,0,107,0,114,0,-33,0,0,2754,17.31
2023/06/02,22:00,0,1439,636,16,170,0,108,0,83,176,0,0,0,2627,12.94
2023/06/02,23:00,0,1257,669,15,170,0,169,0,79,200,0,0,0,2560,10.37
2023/06/03,00:00,0,1194,674,15,170,0,163,0,81,151,0,0,0,2449,11.08
2023/06/03,01:00,0,1150,718,15,170,0,187,0,85,121,0,0,0,2447,10.14
2023/06/03,02:00,0,1170,746,15,170,0,226,0,72,179,0,0,0,2579,10.14
2023/06/03,03:00,0,1318,763,16,170,0,207,0,27,234,0,0,0,2734,9.95
2023/06/03,04:00,0,1275,789,15,171,66,244,0,17,135,0,0,0,2712,9.2
2023/06/03,05:00,0,1238,790,15,170,289,263,0,21,0,-101,0,0,2686,9.74
2023/06/03,06:00,0,1393,765,15,169,440,265,0,28,0,-392,0,0,2684,9.48
2023/06/03,07:00,0,1332,749,15,169,657,251,0,25,0,-516,0,0,2682,8.81
2023/06/03,08:00,0,1131,743,16,170,958,292,-39,0,0,-483,0,0,2787,8.8
2023/06/03,09:00,0,1403,711,15,169,1046,309,-142,0,0,-437,0,0,3074,8.79
2023/06/03,10:00,0,1403,702,15,169,878,255,-205,0,0,-188,0,0,3029,8.73
2023/06/03,11:00,0,1319,708,15,170,726,275,-215,0,0,-83,0,0,2914,8.46
2023/06/03,12:00,0,1367,669,15,170,669,284,-102,0,0,-250,0,0,2822,7.01
2023/06/03,13:00,0,1277,709,16,169,572,282,0,23,0,-205,0,0,2843,5.51
2023/06/03,14:00,0,1166,760,15,169,506,245,0,19,0,-118,0,0,2762,7.01
2023/06/03,15:00,0,1130,787,15,169,465,211,0,26,0,-84,0,0,2720,4.83
2023/06/03,16:00,0,1393,808,16,169,336,169,0,64,0,-148,0,0,2806,8.15
2023/06/03,17:00,0,1409,808,15,170,147,124,0,26,83,0,0,0,2782,9.36
2023/06/03,18:00,0,1293,835,15,170,20,100,0,59,308,0,0,0,2801,10.71
2023/06/03,19:00,0,1365,839,16,170,1,87,0,78,328,0,0,0,2883,10.66
2023/06/03,20:00,0,1391,828,15,171,0,64,0,42,251,0,0,0,2762,10.49
2023/06/03,21:00,0,1318,792,15,170,0,49,0,46,213,0,0,0,2604,10.13
2023/06/03,22:00,0,1369,749,16,171,0,42,0,64,123,0,0,0,2534,10.65
2023/06/03,23:00,0,1289,734,15,171,0,35,0,23,224,0,0,0,2491,9.59
2023/06/04,00:00,0,1286,714,15,171,0,31,0,76,109,0,0,0,2402,8.33
2023/06/04,01:00,0,1234,719,16,171,0,22,0,79,153,0,0,0,2394,7.82
2023/06/04,02:00,0,1201,758,15,171,0,32,0,95,254,0,0,0,2526,7.93
2023/06/04,03:00,0,1296,749,16,171,0,54,0,130,239,0,0,0,2655,8.02
2023/06/04,04:00,0,1252,753,15,171,71,70,0,197,163,0,0,0,2693,8.22
2023/06/04,05:00,0,1274,737,15,168,305,101,0,138,0,-62,0,0,2676,3.5
2023/06/04,06:00,0,1198,707,15,161,491,136,0,117,0,-213,0,0,2612,0.01
2023/06/04,07:00,0,980,679,16,154,688,172,0,123,0,-246,0,0,2565,0.01
2023/06/04,08:00,0,774,656,15,130,933,202,-49,0,0,-16,0,0,2646,0.01
2023/06/04,09:00,0,786,670,15,124,1057,239,-267,0,112,0,0,0,2736,0.01
2023/06/04,10:00,0,891,679,15,125,1130,215,-423,0,176,0,0,0,2806,0.01
2023/06/04,11:00,0,1006,683,15,125,1135,215,-435,0,101,0,0,0,2844,0.01
2023/06/04,12:00,0,972,635,15,125,1003,245,-292,0,122,0,0,0,2824,0.01
2023/06/04,13:00,0,979,659,16,131,821,306,-83,0,0,-74,0,0,2755,0.01
2023/06/04,14:00,0,1043,697,15,155,638,366,-69,0,0,-209,0,0,2636,0.06
2023/06/04,15:00,0,1143,724,15,162,551,360,-68,0,0,-295,0,0,2591,5.5
2023/06/04,16:00,0,1311,772,15,167,384,360,0,32,0,-295,0,0,2746,6.68
2023/06/04,17:00,0,1313,786,15,169,180,345,0,80,0,-81,0,0,2806,9.41
2023/06/04,18:00,0,1290,793,16,168,28,337,0,92,126,0,0,0,2852,11.79
2023/06/04,19:00,0,1400,794,15,169,1,334,0,80,179,0,0,0,2973,12.24
2023/06/04,20:00,0,1338,801,16,170,0,313,0,122,117,0,0,0,2878,11.32
2023/06/04,21:00,0,1311,774,15,170,0,294,0,105,45,0,0,0,2713,10.35
2023/06/04,22:00,0,1397,716,15,170,0,276,0,26,0,-38,0,0,2562,9.36
2023/06/04,23:00,0,1264,708,16,170,0,258,0,30,23,0,0,0,2469,8.56
2023/06/05,00:00,0,1117,707,15,170,0,228,0,70,37,0,0,0,2344,8.66
2023/06/05,01:00,0,1196,752,15,170,0,211,0,84,0,-29,0,0,2399,8.46
2023/06/05,02:00,0,1180,768,15,170,0,186,0,82,149,0,0,0,2550,8.83
2023/06/05,03:00,0,1300,775,15,170,0,132,0,34,260,0,0,0,2686,9.17
2023/06/05,04:00,0,1315,792,16,170,81,97,0,18,225,0,0,0,2715,9.43
2023/06/05,05:00,0,1508,785,15,170,378,69,0,16,0,-124,0,0,2817,8.5
2023/06/05,06:00,0,1327,693,15,170,758,64,0,17,0,-271,0,0,2774,3
2023/06/05,07:00,0,1095,681,15,169,1119,56,0,16,0,-330,0,0,2821,7.9
2023/06/05,08:00,0,1155,643,15,170,1348,77,0,35,0,-302,0,0,3140,6.92
2023/06/05,09:00,0,1368,604,15,170,1395,108,-6,0,0,-298,0,0,3355,7.82
2023/06/05,10:00,0,1287,637,16,169,1280,124,-147,0,0,-113,0,0,3253,7.69
2023/06/05,11:00,0,1321,637,15,169,1240,138,-216,0,0,-29,0,0,3274,6.99
2023/06/05,12:00,0,1374,575,15,169,1126,135,-219,0,0,-72,0,0,3103,4.65
2023/06/05,13:00,0,1423,614,15,169,1033,141,-175,0,0,-115,0,0,3105,5.01
2023/06/05,14:00,0,1654,618,15,169,827,119,-43,0,0,-310,0,0,3050,11.68
2023/06/05,15:00,0,1669,668,15,169,655,130,0,100,0,-311,0,0,3094,13.16
2023/06/05,16:00,0,1638,799,16,168,472,133,0,100,0,-191,0,0,3134,13.42
2023/06/05,17:00,0,1601,833,15,170,203,139,0,174,0,-76,0,0,3059,13.45
2023/06/05,18:00,0,1661,818,15,169,25,143,0,179,0,-10,0,0,3000,13.49
2023/06/05,19:00,0,1656,788,15,170,1,124,0,170,139,0,0,0,3064,13.49
2023/06/05,20:00,0,1621,796,15,170,0,137,0,86,119,0,0,0,2944,11.68
2023/06/05,21:00,0,1458,762,15,170,0,140,0,79,122,0,0,0,2746,11.26
2023/06/05,22:00,0,1418,709,15,170,0,117,0,84,109,0,0,0,2622,10.87
2023/06/05,23:00,0,1314,696,16,170,0,134,0,58,120,0,0,0,2507,9.8
2023/06/06,00:00,0,1272,681,15,171,0,127,0,72,85,0,0,0,2422,9.4
2023/06/06,01:00,0,1163,727,15,171,0,140,0,87,137,0,0,0,2439,8.38
2023/06/06,02:00,0,1261,745,15,170,0,157,0,82,177,0,0,0,2606,8.72
2023/06/06,03:00,0,1305,745,15,170,0,170,0,28,317,0,0,0,2751,9.07
2023/06/06,04:00,0,1285,776,15,171,82,180,0,21,253,0,0,0,2783,9.1
2023/06/06,05:00,0,1425,774,15,170,389,155,0,18,0,-80,0,0,2866,8.52
2023/06/06,06:00,0,1364,696,15,169,710,140,0,20,0,-289,0,0,2825,8.11
2023/06/06,07:00,0,1277,642,15,169,1022,136,0,17,0,-440,0,0,2837,5.02
2023/06/06,08:00,0,1316,617,15,170,1375,156,-57,0,0,-500,0,0,3092,8.51
2023/06/06,09:00,0,1347,571,15,169,1662,141,-134,0,0,-463,0,0,3308,6.82
2023/06/06,10:00,0,1202,611,15,169,1739,166,-164,0,0,-352,0,0,3385,3.83
2023/06/06,11:00,0,1370,608,15,168,1635,162,-221,0,0,-273,0,0,3464,2.87
2023/06/06,12:00,0,1381,551,15,168,1336,170,-222,0,0,-176,0,0,3222,1
2023/06/06,13:00,0,1572,574,15,169,1028,155,-166,0,0,-42,0,0,3305,4.65
2023/06/06,14:00,0,1594,628,15,169,763,135,-172,0,63,0,0,0,3195,10.57
2023/06/06,15:00,0,1483,705,15,168,616,156,-217,0,164,0,0,0,3090,12.5
2023/06/06,16:00,0,1432,798,15,168,455,129,0,14,149,0,0,0,3158,12.78
2023/06/06,17:00,0,1483,872,16,169,197,141,0,49,151,0,0,0,3078,12.61
2023/06/06,18:00,0,1426,889,15,169,26,172,0,105,227,0,0,0,3029,13.16
2023/06/06,19:00,0,1515,864,15,169,1,127,0,187,206,0,0,0,3084,13.13
2023/06/06,20:00,0,1411,778,15,170,0,147,0,98,326,0,0,0,2945,11.45
2023/06/06,21:00,0,1423,696,15,170,0,141,0,47,264,0,0,0,2755,11.16
2023/06/06,22:00,0,1289,671,15,170,0,161,0,20,252,0,0,0,2578,10.87
2023/06/06,23:00,0,1176,669,16,170,0,178,0,39,219,0,0,0,2467,9.45
2023/06/07,00:00,0,1238,631,15,170,0,157,0,82,98,0,0,0,2391,13.21
2023/06/07,01:00,0,1191,674,15,170,0,148,0,79,120,0,0,0,2397,10.92
2023/06/07,02:00,0,1252,705,15,170,0,131,0,58,209,0,0,0,2539,11.33
2023/06/07,03:00,0,1346,739,15,170,0,123,0,19,281,0,0,0,2693,11.42
2023/06/07,04:00,0,1303,771,15,171,64,115,0,20,231,0,0,0,2690,12.27
2023/06/07,05:00,0,1229,779,15,170,197,97,0,19,140,0,0,0,2645,10.8
2023/06/07,06:00,0,1273,694,15,169,291,90,0,51,111,0,0,0,2693,9.51
2023/06/07,07:00,0,1292,624,15,167,444,89,0,23,124,0,0,0,2779,8.77
2023/06/07,08:00,0,1423,592,15,170,592,82,-37,0,217,0,0,0,3054,8.73
2023/06/07,09:00,0,1539,564,16,168,690,70,0,21,223,0,0,0,3291,8.58
2023/06/07,10:00,0,1338,607,15,167,849,55,-95,0,349,0,0,0,3285,7.89
2023/06/07,11:00,0,1507,616,15,168,837,47,-217,0,392,0,0,0,3364,7.64
2023/06/07,12:00,0,1463,586,16,169,784,42,-102,0,240,0,0,0,3197,2
2023/06/07,13:00,0,1518,634,15,169,688,32,0,31,191,0,0,0,3278,4
2023/06/07,14:00,0,1586,646,15,169,613,23,0,59,147,0,0,0,3258,3.25
2023/06/07,15:00,0,1689,755,16,169,429,23,0,121,0,-46,0,0,3155,9.45
2023/06/07,16:00,0,1796,840,15,168,317,19,0,99,0,-117,0,0,3136,11.35
2023/06/07,17:00,0,1934,884,16,170,152,16,0,77,0,-150,0,0,3098,12.64
2023/06/07,18:00,0,2020,878,15,169,25,12,0,123,0,-160,0,0,3083,13.41
2023/06/07,19:00,0,2021,830,15,170,0,14,0,126,0,-45,0,0,3131,13.41
2023/06/07,20:00,0,1990,809,16,170,0,12,0,97,0,-108,0,0,2986,12.93
2023/06/07,21:00,0,1991,700,15,170,0,15,0,89,0,-175,0,0,2805,11.26
2023/06/07,22:00,0,1890,681,16,170,0,21,0,83,0,-228,0,0,2633,11.18
2023/06/07,23:00,0,1700,689,15,170,0,23,0,103,0,-177,0,0,2523,10.38
2023/06/08,00:00,0,1638,671,16,170,0,20,0,84,0,-177,0,0,2423,11.17
2023/06/08,01:00,0,1614,718,15,171,0,9,0,81,0,-155,0,0,2453,9.68
2023/06/08,02:00,0,1674,751,16,171,0,8,0,81,0,-84,0,0,2617,9.12
2023/06/08,03:00,0,1698,764,15,171,0,8,0,24,36,0,0,0,2716,10.03
2023/06/08,04:00,0,1749,768,16,171,72,9,0,16,0,-50,0,0,2752,10.34
2023/06/08,05:00,0,1461,738,15,170,288,14,0,24,0,-14,0,0,2695,9.63
2023/06/08,06:00,0,1351,659,16,168,568,22,0,12,0,-89,0,0,2707,8.76
2023/06/08,07:00,0,1315,608,15,167,934,16,0,20,0,-275,0,0,2800,8.65
2023/06/08,08:00,0,1222,598,16,169,1322,20,0,26,0,-273,0,0,3101,8.59
2023/06/08,09:00,0,1189,616,15,167,1619,18,0,40,0,-320,0,0,3344,8.52
2023/06/08,10:00,0,1227,597,15,167,1810,17,-43,0,0,-372,0,0,3417,8.45
2023/06/08,11:00,0,1312,594,15,167,1852,18,-221,0,0,-310,0,0,3426,5.5
2023/06/08,12:00,0,1382,531,16,166,1798,22,-377,0,0,-301,0,0,3237,2.83
2023/06/08,13:00,0,1492,565,15,166,1652,23,-371,0,0,-232,0,0,3310,3.5
2023/06/08,14:00,0,1651,581,15,166,1387,19,-210,0,0,-353,0,0,3256,11.74
2023/06/08,15:00,0,1726,689,15,167,1018,16,0,51,0,-452,0,0,3231,12.64
2023/06/08,16:00,0,1893,796,15,167,626,28,0,23,0,-243,0,0,3305,13.13
2023/06/08,17:00,0,1976,859,16,169,234,44,0,55,0,-149,0,0,3205,13.13
2023/06/08,18:00,0,2078,866,15,169,30,101,0,23,0,-163,0,0,3118,13.13
2023/06/08,19:00,0,1914,812,15,170,0,187,0,2,44,0,0,0,3144,13.13
2023/06/08,20:00,0,1838,785,15,168,0,244,-47,0,0,-4,0,0,2999,11.64
2023/06/08,21:00,0,1705,680,16,170,0,289,0,16,0,-87,0,0,2789,10.63
2023/06/08,22:00,0,1606,652,15,168,0,330,0,22,0,-121,0,0,2672,10.7
2023/06/08,23:00,0,1490,649,15,170,0,411,0,34,0,-203,0,0,2566,11.12
2023/06/09,00:00,0,1627,591,16,170,0,430,0,42,0,-398,0,0,2477,10.32
2023/06/09,01:00,0,1477,600,15,170,0,409,0,27,0,-261,0,0,2438,8.94
2023/06/09,02:00,0,1456,641,15,170,0,393,0,26,0,-123,0,0,2578,8.86
2023/06/09,03:00,0,1422,685,16,171,0,387,0,34,0,-8,0,0,2708,9.11
2023/06/09,04:00,0,1497,661,15,171,59,370,0,27,0,-81,0,0,2718,8.81
2023/06/09,05:00,0,1503,662,15,171,157,390,0,16,0,-218,0,0,2695,9.09
2023/06/09,06:00,0,1493,636,15,168,217,388,0,41,0,-196,0,0,2763,9.42
2023/06/09,07:00,0,1735,600,16,169,301,395,0,24,0,-290,0,0,2949,9.81
2023/06/09,08:00,0,1752,601,15,170,353,385,0,30,0,-102,0,0,3203,10.35
2023/06/09,09:00,0,1538,682,15,169,398,370,0,22,115,0,0,0,3309,14.08
2023/06/09,10:00,0,1671,698,15,169,457,371,0,19,0,-92,0,0,3308,11.33
2023/06/09,11:00,0,1719,710,15,169,490,394,-78,0,0,-133,0,0,3287,11.33
2023/06/09,12:00,0,1812,581,15,172,445,399,-122,0,0,-175,0,0,3127,9.48
2023/06/09,13:00,0,1825,630,16,171,402,394,-162,0,0,-33,0,0,3243,11.16
2023/06/09,14:00,0,1932,679,15,172,342,369,-160,0,0,-99,0,0,3250,11.45
2023/06/09,15:00,0,1909,716,15,172,254,373,-94,0,0,-129,0,0,3216,11.5
2023/06/09,16:00,0,1858,797,15,171,158,387,0,19,0,-166,0,0,3238,11.93
2023/06/09,17:00,0,1720,859,15,173,70,410,0,17,0,-117,0,0,3146,12.53
2023/06/09,18:00,0,1758,841,15,172,15,412,0,138,0,-251,0,0,3100,12.58
2023/06/09,19:00,0,1899,808,16,171,0,360,0,101,0,-258,0,0,3097,12.43
2023/06/09,20:00,0,1678,708,15,172,0,361,0,89,0,-82,0,0,2941,11.43
2023/06/09,21:00,0,1541,678,15,172,0,354,0,22,0,-47,0,0,2735,10.1
2023/06/09,22:00,0,1478,653,15,172,0,334,0,25,0,-42,0,0,2635,11.09
2023/06/09,23:00,0,1387,642,15,172,0,345,0,30,0,-26,0,0,2565,9.75
2023/06/10,00:00,0,1459,637,16,172,0,326,0,52,0,-196,0,0,2466,9.59
2023/06/10,01:00,0,1577,673,15,172,0,318,0,32,0,-318,0,0,2469,8.8
2023/06/10,02:00,0,1665,683,15,172,0,292,0,21,0,-256,0,0,2592,9.26
