,,Hokkaido,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Hokkaido
2023/01/13,08:00,0,3190,595,11,268,478,215,0,0,0,-386,0,0,4371,22.73
2023/01/13,09:00,0,3022,448,11,266,776,222,0,0,0,-400,0,0,4345,20.86
2023/01/13,10:00,0,2910,265,13,261,921,239,0,0,0,-284,0,0,4325,16.85
2023/01/13,11:00,0,3008,228,12,261,907,234,0,18,0,-305,0,0,4363,16.7
2023/01/13,12:00,0,2733,215,12,262,779,223,0,15,0,-60,0,0,4177,9.8
2023/01/13,13:00,0,2915,236,12,256,545,234,0,19,98,0,0,0,4316,15.19
2023/01/13,14:00,0,3132,282,13,256,306,237,0,15,18,0,0,0,4259,20.23
2023/01/13,15:00,0,3060,381,12,261,91,245,0,17,147,0,0,0,4214,21.47
2023/01/13,16:00,0,3094,564,12,261,0,254,0,42,123,0,0,0,4349,21.44
2023/01/13,17:00,0,3225,680,12,261,1,246,0,60,0,-167,0,0,4317,21.3
2023/01/13,18:00,0,3068,692,12,261,0,251,0,59,0,-149,0,0,4194,21.3
2023/01/13,19:00,0,3076,611,13,261,0,222,0,61,0,-167,0,0,4077,21.4
2023/01/13,20:00,0,3057,462,12,260,0,176,0,71,0,-116,0,0,3921,21.43
2023/01/13,21:00,0,2931,390,12,260,0,157,0,6,0,0,0,0,3757,21.46
2023/01/13,22:00,0,2844,357,12,260,0,137,0,0,0,-62,0,0,3548,21.06
2023/01/13,23:00,0,2858,356,13,261,0,129,0,0,0,-1,0,0,3616,18.85
2023/01/14,00:00,0,2603,300,11,261,0,134,0,1,264,0,0,0,3574,18.77
2023/01/14,01:00,0,2648,384,11,260,0,133,0,32,239,0,0,0,3707,17.66
2023/01/14,02:00,0,2764,365,11,261,0,149,0,41,230,0,0,0,3821,17.8
2023/01/14,03:00,0,2753,291,12,266,0,189,0,42,349,0,0,0,3903,17.79
2023/01/14,04:00,0,2786,293,11,270,0,155,0,37,405,0,0,0,3956,17.63
2023/01/14,05:00,0,2789,294,11,270,0,141,0,23,351,0,0,0,3879,17.58
2023/01/14,06:00,0,2738,361,12,269,0,140,0,22,254,0,0,0,3796,17.59
2023/01/14,07:00,0,2889,463,11,269,68,125,0,26,0,-67,0,0,3784,17.68
2023/01/14,08:00,0,3183,508,11,268,315,114,0,54,0,-286,0,0,4168,19.07
2023/01/14,09:00,0,3040,385,13,269,420,112,0,37,40,0,0,0,4316,19.58
2023/01/14,10:00,0,2756,266,12,269,426,103,0,4,403,0,0,0,4240,18.97
2023/01/14,11:00,0,2645,250,13,270,459,112,0,0,419,0,0,0,4169,17.98
2023/01/14,12:00,0,2553,271,12,271,421,125,0,0,398,0,0,0,4051,17.98
2023/01/14,13:00,0,2611,274,12,263,344,124,0,0,411,0,0,0,4039,18.56
2023/01/14,14:00,0,2726,275,13,270,193,114,0,0,407,0,0,0,3999,18.94
2023/01/14,15:00,0,2835,311,12,271,55,116,0,0,411,0,0,0,4012,19.7
2023/01/14,16:00,0,3000,464,12,270,0,122,0,0,221,0,0,0,4090,19.46
2023/01/14,17:00,0,3157,566,12,271,0,123,0,50,3,0,0,0,4182,18.61
2023/01/14,18:00,0,3108,556,13,270,0,137,0,32,63,0,0,0,4179,18.41
2023/01/14,19:00,0,3152,513,12,259,0,145,0,13,0,-7,0,0,4087,18.48
2023/01/14,20:00,0,3183,499,12,256,0,117,0,75,0,-126,0,0,4015,18.1
2023/01/14,21:00,0,3019,379,12,257,0,94,0,25,109,0,0,0,3895,21.51
2023/01/14,22:00,0,2855,325,12,256,0,102,0,0,191,0,0,0,3741,18.21
2023/01/14,23:00,0,2754,306,12,256,0,86,0,72,385,0,0,0,3870,18.41
2023/01/15,00:00,0,2845,292,12,256,0,77,0,13,351,0,0,0,3846,17.58
2023/01/15,01:00,0,2905,339,11,256,0,63,0,0,414,0,0,0,3987,17.58
2023/01/15,02:00,0,3021,378,11,256,0,58,0,0,416,0,0,0,4140,17.58
2023/01/15,03:00,0,3140,382,11,256,0,62,0,11,365,0,0,0,4228,17.58
2023/01/15,04:00,0,3150,353,11,256,0,53,0,21,436,0,0,0,4280,17.58
2023/01/15,05:00,0,3107,363,12,256,0,51,0,13,402,0,0,0,4204,17.58
2023/01/15,06:00,0,2964,382,11,256,0,55,0,0,418,0,0,0,4085,17.58
2023/01/15,07:00,0,2839,429,12,255,52,61,-90,0,349,0,0,0,3907,17.58
2023/01/15,08:00,0,2943,394,12,256,281,66,-216,0,280,0,0,0,4015,17.68
2023/01/15,09:00,0,2909,314,12,255,450,62,-218,0,265,0,0,0,4049,17.7
2023/01/15,10:00,0,2591,233,12,255,622,51,-232,0,412,0,0,0,3944,16.29
2023/01/15,11:00,0,2467,237,12,255,739,41,-234,0,384,0,0,0,3901,15
2023/01/15,12:00,0,2626,221,12,255,695,40,-233,0,223,0,0,0,3840,14.5
2023/01/15,13:00,0,2464,237,13,255,598,43,-222,0,369,0,0,0,3758,14.5
2023/01/15,14:00,0,2608,235,12,255,374,35,-186,0,394,0,0,0,3727,17.56
2023/01/15,15:00,0,2822,308,12,254,76,37,0,36,374,0,0,0,3918,18.73
2023/01/15,16:00,0,2878,503,12,254,0,43,0,8,382,0,0,0,4080,19.8
2023/01/15,17:00,0,3053,596,12,258,0,63,0,20,294,0,0,0,4295,20.34
2023/01/15,18:00,0,3055,589,12,262,0,87,0,9,291,0,0,0,4305,20.29
2023/01/15,19:00,0,3030,478,12,262,0,82,0,0,394,0,0,0,4258,20
2023/01/15,20:00,0,3017,443,12,268,0,95,0,0,380,0,0,0,4214,19.95
2023/01/15,21:00,0,3070,413,12,270,0,89,0,0,304,0,0,0,4157,19.47
2023/01/15,22:00,0,3091,388,12,270,0,77,0,3,221,0,0,0,4062,18.38
2023/01/15,23:00,0,3091,369,12,270,0,75,0,65,397,0,0,0,4278,18.59
2023/01/16,00:00,0,3076,366,11,269,0,56,0,44,404,0,0,0,4226,17.58
2023/01/16,01:00,0,3164,417,11,269,0,59,0,21,423,0,0,0,4363,17.58
2023/01/16,02:00,0,3250,442,11,269,0,89,0,2,432,0,0,0,4495,17.58
2023/01/16,03:00,0,3372,423,11,269,0,126,0,0,437,0,0,0,4638,17.58
2023/01/16,04:00,0,3445,373,11,261,0,142,0,0,449,0,0,0,4681,17.61
2023/01/16,05:00,0,3444,404,11,260,0,124,0,0,443,0,0,0,4686,17.68
2023/01/16,06:00,0,3535,425,12,264,0,116,0,0,399,0,0,0,4751,18.4
2023/01/16,07:00,0,3515,501,12,268,11,113,0,23,255,0,0,0,4698,19.24
2023/01/16,08:00,0,3579,569,12,267,50,109,0,39,360,0,0,0,4985,21.64
2023/01/16,09:00,0,3639,461,12,267,71,116,0,129,440,0,0,0,5135,23.24
2023/01/16,10:00,0,3636,324,12,267,76,150,0,104,432,0,0,0,5001,22.83
2023/01/16,11:00,0,3492,314,12,267,84,155,0,13,439,0,0,0,4775,20.01
2023/01/16,12:00,0,3149,294,12,268,94,198,0,0,448,0,0,0,4462,17.63
2023/01/16,13:00,0,3176,300,12,267,101,211,0,0,457,0,0,0,4524,17.81
2023/01/16,14:00,0,3184,355,12,267,75,244,0,0,454,0,0,0,4592,18.02
2023/01/16,15:00,0,3298,465,12,267,18,273,0,0,444,0,0,0,4779,18.76
2023/01/16,16:00,0,3386,683,12,267,0,264,0,55,150,0,0,0,4817,19.94
2023/01/16,17:00,0,3614,723,12,267,0,245,0,126,0,-104,0,0,4883,23.37
2023/01/16,18:00,0,3627,695,12,267,0,222,0,185,0,-155,0,0,4853,22.71
2023/01/16,19:00,0,3611,612,12,267,0,222,0,75,0,-118,0,0,4681,20.38
2023/01/16,20:00,0,3641,482,12,267,0,210,0,19,0,-43,0,0,4589,20.1
2023/01/16,21:00,0,3396,455,12,268,0,183,0,0,186,0,0,0,4499,20.14
2023/01/16,22:00,0,2984,458,12,268,0,207,0,0,371,0,0,0,4299,17.63
2023/01/16,23:00,0,3051,431,12,268,0,193,0,1,429,0,0,0,4385,17.92
2023/01/17,00:00,0,3082,402,11,269,0,162,0,1,423,0,0,0,4349,17.89
2023/01/17,01:00,0,3208,431,11,270,0,170,0,1,426,0,0,0,4517,17.61
2023/01/17,02:00,0,3266,488,11,270,0,162,0,0,432,0,0,0,4629,17.75
2023/01/17,03:00,0,3381,501,11,270,0,154,0,0,433,0,0,0,4751,17.8
2023/01/17,04:00,0,3459,473,12,270,0,145,0,0,446,0,0,0,4806,17.89
2023/01/17,05:00,0,3447,471,11,270,0,145,0,0,446,0,0,0,4789,18.36
2023/01/17,06:00,0,3518,445,12,270,0,152,0,0,452,0,0,0,4849,21.61
2023/01/17,07:00,0,3395,505,12,271,40,155,0,1,418,0,0,0,4796,23.37
2023/01/17,08:00,0,3294,601,12,270,184,178,0,60,369,0,0,0,4969,22.3
2023/01/17,09:00,0,3244,552,12,270,316,196,0,34,393,0,0,0,5016,20.31
2023/01/17,10:00,0,3109,409,12,270,486,194,0,0,429,0,0,0,4909,18.53
2023/01/17,11:00,0,2858,361,12,270,587,215,-21,0,466,0,0,0,4748,17.82
2023/01/17,12:00,0,2834,309,12,270,604,227,-228,0,442,0,0,0,4469,17.58
2023/01/17,13:00,0,2825,301,11,270,505,208,-20,0,449,0,0,0,4549,18.74
2023/01/17,14:00,0,2958,308,12,270,321,194,0,39,454,0,0,0,4556,20.17
2023/01/17,15:00,0,3203,445,12,270,83,159,0,68,449,0,0,0,4689,20.92
2023/01/17,16:00,0,3276,695,12,270,0,135,0,64,289,0,0,0,4742,23.19
2023/01/17,17:00,0,3546,750,12,270,0,126,0,147,0,-43,0,0,4809,23.65
2023/01/17,18:00,0,3472,734,12,270,0,106,0,155,8,0,0,0,4757,23.76
2023/01/17,19:00,0,3458,634,12,269,0,81,0,72,108,0,0,0,4634,23.38
2023/01/17,20:00,0,3373,495,12,269,0,70,0,62,211,0,0,0,4492,22.47
2023/01/17,21:00,0,3167,431,12,270,0,50,0,24,429,0,0,0,4384,22.48
2023/01/17,22:00,0,3019,409,12,270,0,36,0,1,410,0,0,0,4157,19.76
2023/01/17,23:00,0,3060,409,12,270,0,25,0,30,422,0,0,0,4227,19.73
2023/01/18,00:00,0,3099,361,11,270,0,19,0,0,405,0,0,0,4165,19.73
2023/01/18,01:00,0,3248,377,11,261,0,17,0,0,416,0,0,0,4330,18.64
2023/01/18,02:00,0,3359,415,11,261,0,14,0,0,430,0,0,0,4489,17.67
2023/01/18,03:00,0,3528,401,11,261,0,15,0,0,441,0,0,0,4657,18.64
2023/01/18,04:00,0,3597,370,11,261,0,16,0,0,436,0,0,0,4691,18.68
2023/01/18,05:00,0,3514,404,10,261,0,20,0,0,444,0,0,0,4653,17.96
2023/01/18,06:00,0,3488,485,12,260,0,24,0,0,450,0,0,0,4720,20.04
2023/01/18,07:00,0,3397,543,12,261,62,32,0,0,418,0,0,0,4725,23.45
2023/01/18,08:00,0,3402,545,12,258,288,63,0,29,433,0,0,0,5031,23.37
2023/01/18,09:00,0,3129,551,12,251,466,95,0,31,458,0,0,0,4995,23.13
2023/01/18,10:00,0,2808,439,12,243,692,133,0,0,453,0,0,0,4781,19.84
2023/01/18,11:00,0,2603,392,13,242,890,283,0,0,192,0,0,0,4614,18.57
2023/01/18,12:00,0,2721,333,12,241,903,343,0,6,0,-77,0,0,4482,16.79
2023/01/18,13:00,0,3011,324,12,243,658,361,0,39,0,-86,0,0,4561,17.71
2023/01/18,14:00,0,3091,341,13,245,432,347,0,27,53,0,0,0,4549,18.39
2023/01/18,15:00,0,3183,433,12,250,98,320,0,74,403,0,0,0,4772,19.61
2023/01/18,16:00,0,3350,611,12,251,1,263,0,129,260,0,0,0,4877,21.68
2023/01/18,17:00,0,3588,705,13,251,1,212,0,135,5,0,0,0,4910,23.37
2023/01/18,18:00,0,3575,734,12,251,0,193,0,138,0,-68,0,0,4835,23.39
2023/01/18,19:00,0,3533,652,12,250,0,164,0,130,0,-53,0,0,4688,21.38
2023/01/18,20:00,0,3512,471,13,251,0,131,0,67,118,0,0,0,4563,22.12
2023/01/18,21:00,0,3150,430,12,252,0,108,0,61,428,0,0,0,4441,21.93
2023/01/18,22:00,0,2980,405,12,252,0,70,0,65,437,0,0,0,4220,21.81
2023/01/18,23:00,0,3071,392,12,251,0,63,0,68,436,0,0,0,4292,18.82
2023/01/19,00:00,0,3112,401,12,251,0,46,0,6,426,0,0,0,4253,17.81
2023/01/19,01:00,0,3240,434,11,251,0,34,0,0,450,0,0,0,4420,17.66
2023/01/19,02:00,0,3430,466,11,251,0,30,0,0,442,0,0,0,4630,17.59
2023/01/19,03:00,0,3570,447,12,250,0,31,0,0,453,0,0,0,4764,17.58
2023/01/19,04:00,0,3643,435,11,250,0,30,0,0,450,0,0,0,4819,17.76
2023/01/19,05:00,0,3598,453,11,250,0,43,0,0,453,0,0,0,4807,17.79
2023/01/19,06:00,0,3600,483,11,249,0,59,0,0,462,0,0,0,4864,21.37
2023/01/19,07:00,0,3395,528,13,250,75,64,0,0,453,0,0,0,4778,23.46
2023/01/19,08:00,0,3266,549,12,250,384,63,0,0,346,0,0,0,4870,23.37
2023/01/19,09:00,0,3052,515,12,250,662,55,0,0,198,0,0,0,4743,21.73
2023/01/19,10:00,0,3109,336,12,250,928,47,0,26,0,-62,0,0,4646,18.37
2023/01/19,11:00,0,2913,300,12,252,1018,35,0,17,14,0,0,0,4561,16.32
2023/01/19,12:00,0,2803,272,12,257,942,33,-168,0,130,0,0,0,4281,12.88
2023/01/19,13:00,0,2911,283,13,256,764,39,-167,0,278,0,0,0,4376,17.67
2023/01/19,14:00,0,3019,327,12,256,466,43,-16,0,323,0,0,0,4431,18.84
2023/01/19,15:00,0,3264,455,12,257,112,49,0,16,425,0,0,0,4590,22.05
2023/01/19,16:00,0,3444,635,12,256,0,70,0,81,254,0,0,0,4753,19.31
2023/01/19,17:00,0,3524,733,12,257,0,93,0,153,68,0,0,0,4839,23.65
2023/01/19,18:00,0,3500,734,12,255,0,112,0,135,25,0,0,0,4772,23.78
2023/01/19,19:00,0,3446,652,12,256,0,151,0,147,0,-51,0,0,4612,23.44
2023/01/19,20:00,0,3309,478,13,256,0,187,0,87,137,0,0,0,4467,22.7
2023/01/19,21:00,0,3163,442,12,247,0,198,0,8,292,0,0,0,4363,21.71
2023/01/19,22:00,0,2926,429,12,238,0,214,0,5,364,0,0,0,4188,19.16
2023/01/19,23:00,0,2940,402,12,236,0,208,0,63,432,0,0,0,4293,18.22
2023/01/20,00:00,0,2948,372,11,237,0,233,0,0,402,0,0,0,4203,17.6
2023/01/20,01:00,0,3034,418,11,237,0,244,0,0,400,0,0,0,4343,17.58
2023/01/20,02:00,0,3241,463,11,237,0,221,0,0,349,0,0,0,4522,17.58
2023/01/20,03:00,0,3258,442,11,237,0,253,0,0,427,0,0,0,4627,17.58
2023/01/20,04:00,0,3342,420,12,236,0,256,0,0,445,0,0,0,4712,17.58
2023/01/20,05:00,0,3419,455,11,236,0,219,0,0,384,0,0,0,4724,17.61
2023/01/20,06:00,0,3593,507,11,236,0,190,0,0,172,0,0,0,4709,19.38
2023/01/20,07:00,0,3578,565,11,236,20,156,0,0,45,0,0,0,4611,22.26
2023/01/20,08:00,0,3451,533,12,241,76,132,0,0,245,0,0,0,4690,23.35
2023/01/20,09:00,0,3132,441,12,254,192,120,0,0,433,0,0,0,4583,20.49
2023/01/20,10:00,0,2838,319,12,254,287,84,0,0,434,0,0,0,4229,19.73
2023/01/20,11:00,0,2436,292,12,255,372,68,0,1,433,0,0,0,3868,18.6
2023/01/20,12:00,0,2349,276,13,255,405,77,-210,0,416,0,0,0,3581,17.58
2023/01/20,13:00,0,2590,274,12,255,358,117,-216,0,410,0,0,0,3800,18.84
2023/01/20,14:00,0,2686,313,12,255,240,131,-40,0,429,0,0,0,4026,19.64
2023/01/20,15:00,0,2987,460,12,255,55,160,0,5,438,0,0,0,4372,17.71
2023/01/20,16:00,0,3185,631,12,255,0,209,0,59,203,0,0,0,4553,19
2023/01/20,17:00,0,3341,698,12,255,0,243,0,61,9,0,0,0,4619,22.03
2023/01/20,18:00,0,3369,714,12,255,0,197,0,102,0,-132,0,0,4516,22.46
2023/01/20,19:00,0,3307,664,12,255,0,235,0,121,0,-170,0,0,4423,21.85
2023/01/20,20:00,0,3309,455,13,255,0,251,0,45,64,0,0,0,4392,22.35
2023/01/20,21:00,0,3183,444,12,255,0,232,0,0,257,0,0,0,4383,19.27
2023/01/20,22:00,0,2896,420,12,254,0,218,0,0,404,0,0,0,4204,17.61
2023/01/20,23:00,0,2867,411,12,255,0,240,0,4,433,0,0,0,4222,17.58
2023/01/21,00:00,0,2883,336,11,257,0,283,0,0,419,0,0,0,4188,17.26
2023/01/21,01:00,0,3047,305,11,257,0,282,0,0,432,0,0,0,4334,17.36
2023/01/21,02:00,0,3064,364,11,256,0,289,0,0,436,0,0,0,4419,17.18
2023/01/21,03:00,0,3168,381,11,256,0,280,0,0,444,0,0,0,4540,17.36
2023/01/21,04:00,0,3219,375,11,257,0,251,0,0,441,0,0,0,4554,17.36
2023/01/21,05:00,0,3188,373,11,256,0,231,0,0,435,0,0,0,4494,17.36
2023/01/21,06:00,0,3130,382,13,255,0,221,0,0,408,0,0,0,4408,17.49
2023/01/21,07:00,0,3167,433,12,255,41,223,0,0,186,0,0,0,4316,18.82
2023/01/21,08:00,0,3433,428,12,256,156,221,0,0,18,0,0,0,4524,18.01
2023/01/21,09:00,0,3187,346,12,254,246,236,0,0,310,0,0,0,4591,17.39
2023/01/21,10:00,0,2958,263,12,254,309,261,0,0,427,0,0,0,4482,19.31
2023/01/21,11:00,0,2718,263,12,254,367,277,0,0,430,0,0,0,4321,19.33
2023/01/21,12:00,0,2605,259,12,256,359,285,0,0,382,0,0,0,4158,17.36
2023/01/21,13:00,0,2488,265,12,255,321,331,0,0,406,0,0,0,4078,17.36
2023/01/21,14:00,0,2612,282,13,255,191,369,0,0,419,0,0,0,4140,17.36
2023/01/21,15:00,0,2905,320,12,256,47,367,0,0,425,0,0,0,4332,18.35
2023/01/21,16:00,0,2857,456,12,256,1,389,0,0,406,0,0,0,4376,18.35
2023/01/21,17:00,0,3266,509,12,256,0,364,0,0,155,0,0,0,4562,21
2023/01/21,18:00,0,3395,587,12,255,0,355,0,56,0,-114,0,0,4545,21.2
2023/01/21,19:00,0,3354,475,12,256,0,360,0,56,0,-64,0,0,4448,20
2023/01/21,20:00,0,3132,353,13,255,0,352,0,52,191,0,0,0,4349,19.68
2023/01/21,21:00,0,2912,324,12,255,0,343,0,5,406,0,0,0,4258,19.1
2023/01/21,22:00,0,2829,287,12,255,0,348,0,0,373,0,0,0,4104,18.28
2023/01/21,23:00,0,2894,286,12,255,0,348,0,0,431,0,0,0,4225,17.68
2023/01/22,00:00,0,2919,262,11,256,0,371,0,0,423,0,0,0,4242,18.34
2023/01/22,01:00,0,3046,279,11,256,0,374,0,0,431,0,0,0,4397,18.98
2023/01/22,02:00,0,3143,311,11,255,0,385,0,0,445,0,0,0,4551,17.36
2023/01/22,03:00,0,3207,344,11,255,0,386,0,0,441,0,0,0,4643,17.36
2023/01/22,04:00,0,3269,351,11,255,0,373,0,18,447,0,0,0,4724,17.36
2023/01/22,05:00,0,3265,303,11,255,0,359,0,24,431,0,0,0,4647,17.36
2023/01/22,06:00,0,3143,326,12,254,0,329,0,16,419,0,0,0,4500,17.36
2023/01/22,07:00,0,3008,393,11,254,78,323,0,0,245,0,0,0,4312,17.91
2023/01/22,08:00,0,2813,336,13,255,319,318,0,0,211,0,0,0,4266,17.22
2023/01/22,09:00,0,2541,303,12,255,539,337,0,0,224,0,0,0,4211,12.55
2023/01/22,10:00,0,2357,293,12,255,728,357,0,0,159,0,0,0,4161,16
2023/01/22,11:00,0,2431,235,11,255,765,368,0,17,0,-4,0,0,4078,14.81
2023/01/22,12:00,0,2446,226,12,254,722,367,-113,0,51,0,0,0,3965,16.18
2023/01/22,13:00,0,2562,236,12,218,560,376,-117,0,64,0,0,0,3913,15
2023/01/22,14:00,0,2604,248,12,209,326,381,0,0,111,0,0,0,3891,13.33
2023/01/22,15:00,0,2734,261,12,210,82,389,0,0,392,0,0,0,4079,17.36
2023/01/22,16:00,0,2923,408,12,209,1,384,0,3,209,0,0,0,4149,17.63
2023/01/22,17:00,0,3184,500,12,210,0,368,0,112,22,0,0,0,4408,20.04
2023/01/22,18:00,0,3279,577,12,210,0,359,0,154,0,-144,0,0,4447,19.55
2023/01/22,19:00,0,3325,507,12,210,0,354,0,89,0,-98,0,0,4398,19.67
2023/01/22,20:00,0,3339,352,12,210,0,330,0,36,70,0,0,0,4349,19.31
2023/01/22,21:00,0,3160,308,12,209,0,286,0,3,346,0,0,0,4323,18.27
2023/01/22,22:00,0,3017,274,12,208,0,245,0,2,412,0,0,0,4170,17.53
2023/01/22,23:00,0,3141,269,12,209,0,234,0,4,394,0,0,0,4263,19.11
2023/01/23,00:00,0,3092,312,11,210,0,181,0,0,350,0,0,0,4156,24.47
2023/01/23,01:00,0,3175,349,11,210,0,165,0,0,384,0,0,0,4293,24.28
2023/01/23,02:00,0,3332,366,11,210,0,149,0,0,384,0,0,0,4452,24.47
2023/01/23,03:00,0,3390,368,11,211,0,118,0,42,449,0,0,0,4588,24.47
2023/01/23,04:00,0,3467,365,11,210,0,88,0,69,465,0,0,0,4675,24.54
2023/01/23,05:00,0,3448,374,11,214,0,97,0,67,447,0,0,0,4658,24.54
2023/01/23,06:00,0,3474,429,12,219,0,104,0,76,463,0,0,0,4777,24.54
2023/01/23,07:00,0,3286,557,12,225,83,84,0,13,446,0,0,0,4706,22.83
2023/01/23,08:00,0,3338,525,11,230,369,83,0,6,287,0,0,0,4848,24.06
2023/01/23,09:00,0,3347,503,12,229,614,106,0,64,28,0,0,0,4903,24.38
2023/01/23,10:00,0,3161,480,12,229,780,104,0,1,0,-24,0,0,4743,22.47
2023/01/23,11:00,0,2893,369,12,236,813,104,0,0,240,0,0,0,4667,23.55
2023/01/23,12:00,0,2842,362,12,245,732,109,-154,0,386,0,0,0,4534,18.91
2023/01/23,13:00,0,2940,359,12,250,559,115,-27,0,473,0,0,0,4681,20.51
2023/01/23,14:00,0,3120,371,12,253,300,122,0,60,482,0,0,0,4720,22.07
2023/01/23,15:00,0,3326,399,12,253,67,119,0,118,483,0,0,0,4777,24.51
2023/01/23,16:00,0,3333,570,12,252,0,153,0,121,437,0,0,0,4879,22.76
2023/01/23,17:00,0,3372,651,12,253,1,182,0,118,389,0,0,0,4978,23.5
2023/01/23,18:00,0,3263,672,12,254,0,196,0,127,376,0,0,0,4899,23.22
2023/01/23,19:00,0,3158,592,11,253,0,194,0,67,447,0,0,0,4722,22.9
2023/01/23,20:00,0,3194,557,12,253,0,167,0,67,429,0,0,0,4678,21.79
2023/01/23,21:00,0,3212,451,12,253,0,172,0,61,436,0,0,0,4596,18.99
2023/01/23,22:00,0,3105,397,12,253,0,164,0,60,423,0,0,0,4413,18.16
2023/01/23,23:00,0,3233,387,12,253,0,140,0,15,434,0,0,0,4474,19.95
2023/01/24,00:00,0,3194,362,11,253,0,160,0,0,437,0,0,0,4417,19.58
2023/01/24,01:00,0,3288,380,11,253,0,144,0,0,445,0,0,0,4521,19.82
2023/01/24,02:00,0,3323,410,11,254,0,169,0,0,452,0,0,0,4619,17.36
2023/01/24,03:00,0,3299,410,11,253,0,242,0,52,450,0,0,0,4716,19.85
2023/01/24,04:00,0,3338,388,11,253,0,259,0,59,461,0,0,0,4768,19.82
2023/01/24,05:00,0,3347,402,11,253,0,243,0,58,445,0,0,0,4759,19.82
2023/01/24,06:00,0,3346,462,12,253,0,292,0,60,448,0,0,0,4873,21.32
2023/01/24,07:00,0,3291,508,12,252,7,282,0,60,445,0,0,0,4858,23.02
2023/01/24,08:00,0,3424,611,12,253,19,275,0,21,475,0,0,0,5091,24.43
2023/01/24,09:00,0,3540,594,12,254,30,287,0,103,370,0,0,0,5190,24.04
2023/01/24,10:00,0,3498,530,12,256,46,324,0,50,339,0,0,0,5054,23.97
2023/01/24,11:00,0,3294,506,12,256,56,371,0,0,437,0,0,0,4932,20.49
2023/01/24,12:00,0,3217,371,12,257,60,378,0,0,471,0,0,0,4765,20.3
2023/01/24,13:00,0,3367,372,11,257,46,376,0,0,473,0,0,0,4902,21.01
2023/01/24,14:00,0,3402,389,12,257,25,381,0,21,456,0,0,0,4943,23.95
2023/01/24,15:00,0,3321,497,12,257,5,391,0,69,466,0,0,0,5019,21.26
2023/01/24,16:00,0,3152,674,12,257,0,399,0,112,407,0,0,0,5012,23.09
2023/01/24,17:00,0,3288,716,12,258,1,397,0,119,354,0,0,0,5146,23.99
2023/01/24,18:00,0,3531,722,12,259,0,360,0,122,100,0,0,0,5106,24.22
2023/01/24,19:00,0,3369,610,12,259,0,392,0,120,187,0,0,0,4949,23.9
2023/01/24,20:00,0,3380,445,12,259,0,408,0,129,244,0,0,0,4876,23.41
2023/01/24,21:00,0,3445,399,13,259,0,398,0,64,223,0,0,0,4802,22.52
2023/01/24,22:00,0,3125,381,11,259,0,412,0,56,301,0,0,0,4546,18.68
2023/01/24,23:00,0,3266,375,12,190,0,401,0,29,390,0,0,0,4664,18.2
2023/01/25,00:00,0,3321,367,11,190,0,390,0,0,359,0,0,0,4637,17.32
2023/01/25,01:00,0,3413,377,11,189,0,408,0,0,361,0,0,0,4760,16.75
2023/01/25,02:00,0,3550,393,11,190,0,393,0,0,427,0,0,0,4963,15.5
2023/01/25,03:00,0,3654,402,11,189,0,401,0,2,448,0,0,0,5107,16.18
2023/01/25,04:00,0,3625,413,11,189,0,400,0,58,463,0,0,0,5159,16.68
2023/01/25,05:00,0,3601,460,11,188,0,403,0,58,456,0,0,0,5177,16.54
2023/01/25,06:00,0,3593,614,11,189,0,411,0,6,398,0,0,0,5222,21.27
2023/01/25,07:00,0,3699,686,12,190,45,407,0,37,124,0,0,0,5200,23.87
2023/01/25,08:00,0,3843,705,12,190,164,409,0,155,46,0,0,0,5525,24.37
2023/01/25,09:00,0,3726,638,11,192,260,417,0,316,131,0,0,0,5691,24.02
2023/01/25,10:00,0,3714,538,13,194,338,419,0,244,231,0,0,0,5691,22.22
2023/01/25,11:00,0,3668,480,13,220,378,415,0,42,402,0,0,0,5618,20.06
2023/01/25,12:00,0,3406,447,12,252,378,417,0,0,453,0,0,0,5365,17.6
2023/01/25,13:00,0,3502,452,12,265,332,401,0,0,466,0,0,0,5430,18.48
2023/01/25,14:00,0,3594,468,13,266,241,369,0,0,465,0,0,0,5416,20.56
2023/01/25,15:00,0,3619,537,12,267,62,377,0,42,471,0,0,0,5387,22.69
2023/01/25,16:00,0,3641,675,13,257,0,349,0,109,171,0,0,0,5214,23.56
2023/01/25,17:00,0,3859,729,12,253,0,338,0,209,0,-98,0,0,5302,44.43
2023/01/25,18:00,0,3736,750,13,259,0,329,0,291,0,-150,0,0,5228,44.43
2023/01/25,19:00,0,3567,723,12,259,0,343,0,255,0,-106,0,0,5054,43.14
2023/01/25,20:00,0,3737,548,12,261,0,343,0,124,0,-42,0,0,4982,31.83
2023/01/25,21:00,0,3519,421,13,260,0,338,0,4,339,0,0,0,4894,24.19
2023/01/25,22:00,0,3324,345,12,259,0,324,0,2,438,0,0,0,4704,20.89
2023/01/25,23:00,0,3393,336,12,259,0,325,0,8,426,0,0,0,4758,20.94
2023/01/26,00:00,0,3509,311,12,260,0,337,0,10,297,0,0,0,4736,20.42
2023/01/26,01:00,0,3528,333,11,260,0,364,0,0,412,0,0,0,4909,18.38
2023/01/26,02:00,0,3595,358,11,260,0,378,0,0,455,0,0,0,5057,17.6
